순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점
4375,라스트 홈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118309,https://ssl.pstatic.net/imgmovie/mdi/mit110/1183/118309_P04_100208.jpg,2014,['라민 바라니'],"['앤드류 가필드', '마이클 섀넌', '로라 던']",8.13
4411,헤이츠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78958,https://ssl.pstatic.net/imgmovie/mdi/mit110/0789/78958_P22_162619.jpg,2012,['마크 톤더레이'],"['엘리자베스 슈', '맥스 티에리옷', '제니퍼 로렌스']",6.62
4412,웨이 다운,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202361,https://ssl.pstatic.net/imgmovie/mdi/mit110/2023/202361_P15_171529.jpg,2020,['자움 발라구에로'],"['프레디 하이모어', '리암 커닝햄', '샘 라일리', '아스트리드 베흐제 프리스베', '팜케 얀센']",7.65
4425,클라라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179111,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179111_P01_160011.jpg,2018,['아카시 셔먼'],"['패트릭 J. 아담스', '트로이안 벨리사리오']",7.50
4426,헤어드레서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17210,https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7210-00.jpg,1995,['최진수'],"['안성기', '지수원']",5.52
4432,용서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79152,https://ssl.pstatic.net/imgmovie/mdi/mit110/0791/79152_P07_105821.jpg,2010,['김종철'],,9.04
4440,다우트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51689,https://ssl.pstatic.net/imgmovie/mdi/mit110/0516/E1689-00.jpg,2008,['존 패트릭 샌리'],"['메릴 스트립', '필립 세이모어 호프만']",8.59
4454,올 이즈 로스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91189,https://ssl.pstatic.net/imgmovie/mdi/mit110/0911/91189_P08_165258.jpg,2013,['J.C. 챈더'],['로버트 레드포드'],8.20
4458,골!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44020,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4020-01.jpg,2005,['대니 캐논'],"['쿠노 벡커', '스티븐 딜레인', '알렉산드로 니볼라']",8.99
4473,타임 투 리브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184761,https://ssl.pstatic.net/imgmovie/mdi/mit110/1847/184761_P01_140116.jpg,2018,['오르한 테케오글루'],,0.00
4480,온리 유,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171549,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171549_P01_145251.jpg,2018,['해리 우리프'],"['라이아 코스타', '리사 맥그릴리스', '조쉬 오코너']",0.00
4490,원스 어게인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1544/154466_P01_165303.jpg,2016,['아두르 고팔라크리슈'],"['딜립', '카브야 마드하반']",0.00
4510,서유기 리턴즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72301,https://ssl.pstatic.net/imgmovie/mdi/mit110/0723/72301_P23_121128.jpg,2010,['신재호'],"['김병만', '류담', '한민관', '민아령']",5.84
4515,티탄,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206641,https://ssl.pstatic.net/imgmovie/mdi/mit110/2066/206641_P03_161228.jpg,2021,['쥘리아 뒤쿠르노'],"['아가트 루셀', '뱅상 랭동', '가렌스 마릴러']",6.85
4516,베르테르,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201852,,2020,['조광화'],,0.00
4528,플레이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222320,https://ssl.pstatic.net/imgmovie/mdi/mit110/2223/222320_P01_161819.jpg,2021,['고명준'],,0.00
4532,커피와 담배,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38453,https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/38453_P18_100835.jpg,2003,['짐 자무쉬'],"['로베르토 베니니', '케이트 블란쳇', '빌 머레이', '스티븐 라이트']",8.12
4534,코파카바나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12845,https://ssl.pstatic.net/imgmovie/mdi/mit110/0128/A2845-01.jpg,1947,['알프레드 E. 그린'],"['그루초 막스', '카르멘 미란다']",9.00
4560,로큰롤 인생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51347,https://ssl.pstatic.net/imgmovie/mdi/mit110/0513/E1347-00.jpg,2007,['스티븐 월커'],"['밥 실먼', '에일린 홀', '밥 샐비니', '프레드 니들', '스탠 골드먼', '도라 B. 모로우', '조 비노잇', '스티브 마틴']",9.28
4561,벨라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225346,https://ssl.pstatic.net/imgmovie/mdi/mit110/2253/225346_P01_170934.jpg,2022,['브리짓 무른네'],,0.00
4569,더 레이서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197450,https://ssl.pstatic.net/imgmovie/mdi/mit110/1974/197450_P21_154456.jpg,2020,['키에론 J. 월쉬'],"['이아인 글렌', '루이스 탈페', '마테오 시모니', '타라 리']",7.57
4573,인터스테이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107244,https://ssl.pstatic.net/imgmovie/mdi/mit110/1072/107244_P01_113906.jpg,2007,['마크-앤드리 샘슨'],"['실로 페르난데즈', '레기 바니스터']",0.00
4590,래빗 홀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66366,https://ssl.pstatic.net/imgmovie/mdi/mit110/0663/66366_P22_115446.jpg,2010,['존 카메론 미첼'],"['니콜 키드먼', '아론 에크하트']",8.07
4600,나이트 헌터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162266,https://ssl.pstatic.net/imgmovie/mdi/mit110/1622/162266_P15_171045.jpg,2018,['데이비드 레이몬드'],"['헨리 카빌', '알렉산드라 다드다리오']",5.38
4604,시스터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=205386,https://ssl.pstatic.net/imgmovie/mdi/mit110/2053/205386_P00_141335.jpg,2021,['안드레아 셀레소바'],,0.00
4622,퍼니셔,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38357,https://ssl.pstatic.net/imgmovie/mdi/mit110/0383/38357_P00_134510.jpg,2004,['조나단 헨슬레이'],"['토마스 제인', '존 트라볼타']",6.87
4625,피그,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221837,https://ssl.pstatic.net/imgmovie/mdi/mit110/2218/221837_P01_134627.jpg,2022,['요른 리우웨린크'],,0.00
4640,슈퍼히어로,https://movie.naver.com/movie/bi/mi/basic.nhn?code=111004,https://ssl.pstatic.net/imgmovie/mdi/mit110/1110/111004_P12_170555.jpg,2012,['에두와르도 슐츠'],,7.10
4641,실종,https://movie.naver.com/movie/bi/mi/basic.nhn?code=210031,https://ssl.pstatic.net/imgmovie/mdi/mit110/2100/210031_P13_121145.jpg,2021,['가타야마 신조'],"['사토 지로', '이토 아오이', '시미즈 히로야']",7.79
4662,카이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33038,https://ssl.pstatic.net/imgmovie/mdi/mit110/0330/C3038-01.jpg,1998,['우메츠 야스오미'],"['나루세 코토미', '시부사와 고로', '오야마다 링고', '마토바 타츠오', '야마구치 미치코']",8.62
4664,스피릿,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201798,https://ssl.pstatic.net/imgmovie/mdi/mit110/2017/201798_P00_150247.jpg,2021,['일레인 보겐'],"['줄리안 무어', '제이크 질렌할', '마르사이 마틴', '맥케나 그레이스', '이사벨라 모너']",7.71
4676,와즈다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97721,https://ssl.pstatic.net/imgmovie/mdi/mit110/0977/97721_P19_153413.jpg,2012,['하이파 알 만수르'],"['와드 모하메드', '림 압둘라']",8.65
4687,스틸라이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=215091,https://ssl.pstatic.net/imgmovie/mdi/mit110/2150/215091_P01_100225.jpg,2022,['마누엘 바우어'],,0.00
4693,두 개의 사랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162869,https://ssl.pstatic.net/imgmovie/mdi/mit110/1628/162869_P10_105850.jpg,2017,['프랑소와 오종'],"['마린 백트', '제레미 레니에']",6.92
4702,디어 마이 프렌드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172054,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172054_P13_114159.jpg,2018,['피터 허칭즈'],"['에이사 버터필드', '메이지 윌리암스', '니나 도브레브']",8.24
4714,녹턴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188831,https://ssl.pstatic.net/imgmovie/mdi/mit110/1888/188831_P17_141413.jpg,2019,['정관조'],,9.29
4718,더 컨덕터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186642,https://ssl.pstatic.net/imgmovie/mdi/mit110/1866/186642_P13_101918.jpg,2018,['마리아 피터스'],"['크리스탄 드 브루인', '벤자민 웨인라이트']",9.10
4720,라이크 크레이지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149100,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149100_P01_103945.jpg,2016,['파올로 비르지'],"['발레리아 브루니 테데스키', '미카엘라 라마조티']",0.00
4723,말리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91252,https://ssl.pstatic.net/imgmovie/mdi/mit110/0912/91252_P12_153617.jpg,2012,['캐빈 맥도널드'],"['밥 <b>말리</b>', '지기 <b>말리</b>', '지미 클리프']",8.85
4785,레 미제라블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171783,,1925,['앙리 페스쿠르'],"['가브리엘 가브리오', '폴 조르주', '산드라 밀라바노프']",0.00
4823,안티고네,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188431,https://ssl.pstatic.net/imgmovie/mdi/mit110/1884/188431_P09_103137.jpg,2019,['소피 데라스페'],"['나에마 리치', '라와드 엘-제인', '앙투안느 데로쉬에']",8.05
