영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
산타의 매직 크리스탈,앙티 하이칼라,(주)팝엔터테인먼트,2013-11-28,장편,기타,192,366202000,60485,"62,810,500","10,037",애니메이션,전체관람가,독립/예술영화
오픈 워터,크리스 켄티스,(주)씨제이이엔엠,2005-08-26,장편,미국,0,0,60457,0,"20,071",드라마,15세관람가,일반영화
바운티 헌터,앤디 테넌트,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-15,장편,미국,123,459904690,60376,"212,586,500","26,692",멜로/로맨스,15세관람가,일반영화
극장판 유희왕 : 시공을 초월한 우정,타케시타 켄이치,대원미디어(주),2011-02-24,장편,일본,103,590209500,60371,"144,581,000","14,552",애니메이션,전체관람가,일반영화
두 남자,이성태,(주)키다리이엔티,2016-11-30,장편,한국,397,459566121,60365,"164,888,821","21,095",범죄,청소년관람불가,일반영화
사탄의 인형,라스 클리브버그,(주)이수C&E,2019-06-20,장편,미국,465,558760590,60340,"159,974,800","16,862",공포(호러),청소년관람불가,일반영화
님포매니악 볼륨1,라스 폰 트리에,CGV아트하우스,2014-06-18,장편,기타,237,479242383,60265,"263,704,083","32,183",드라마,청소년관람불가,독립/예술영화
더 킬러: 죽어도 되는 아이,최재훈,(주)아이에이치큐,2022-07-13,장편,한국,314,601780660,60175,"148,344,520","15,356",액션,청소년관람불가,일반영화
극장판 아따맘마3D : 엄마는 초능력자,타카하시 와타루,씨너스엔터테인먼트(주),2011-09-08,장편,일본,123,401669000,60154,"74,799,500","10,782",애니메이션,전체관람가,일반영화
행오버 2,토드 필립스,워너브러더스 코리아(주),2011-08-25,장편,미국,157,473137500,60048,"251,162,000","30,748",코미디,청소년관람불가,일반영화
티켓 투 파라다이스,올 파커,유니버설픽쳐스인터내셔널 코리아(유),2022-10-12,장편,미국,581,572962108,60001,"255,611,601","27,567",멜로/로맨스,12세관람가,일반영화
스켈리톤 키,이안 소프틀리,UIP코리아,2005-08-25,장편,미국,0,0,60000,0,"19,526",공포(호러),12세관람가,일반영화
완벽한 그녀에게 딱 한가지 없는 것,게리 위닉,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-11-05,장편,미국,0,0,59929,0,"27,934",코미디,15세관람가,일반영화
번개맨과 신비의 섬,김지열,힘컨텐츠(주),2018-04-05,장편,한국,191,481474700,59923,"93,936,000","11,486",가족,전체관람가,일반영화
더 퍼지 : 거리의 반란,제임스 드모나코,유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,장편,미국,204,455583000,59881,"140,040,400","18,412",공포(호러),청소년관람불가,일반영화
엽문2,엽위신,(주)제이앤씨미디어그룹,2010-06-16,장편,기타,141,451282315,59881,"118,367,000","15,000",액션,15세관람가,일반영화
더 레슬러,대런 아로노프스키,(주)넥스트엔터테인먼트월드(NEW),2009-03-05,장편,미국,145,407039802,59662,"203,208,000","28,898",드라마,청소년관람불가,일반영화
내 생애 최고의 데이트,로버트 루케틱,(주)씨제이이엔엠,2004-03-19,장편,미국,0,0,59652,0,"35,571",멜로/로맨스,12세관람가,일반영화
흑심모녀,조남호,(주)쇼박스,2008-06-12,장편,한국,177,386362000,59624,"124,965,000","18,372",가족,12세관람가,일반영화
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,장편,일본,183,405278000,59611,"94,281,000","13,060",액션,전체관람가,일반영화
안녕 베일리,게일 맨쿠소,CGV아트하우스,2019-09-05,장편,미국,184,486987900,59397,"178,685,300","21,522",가족,전체관람가,일반영화
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,(주)이수C&E,2017-12-14,장편,일본,207,457902700,59375,"101,580,900","12,926",애니메이션,전체관람가,일반영화
고 녀석 맛나겠다,후지모리 마사야,(주)화앤담이엔티,2011-07-07,장편,일본,124,407827500,59374,"134,192,500","18,292",애니메이션,전체관람가,일반영화
시맨틱 에러: 더 무비,김수정,주식회사 왓챠,2022-08-31,장편,한국,57,656057000,59314,"403,417,800","34,719",멜로/로맨스,12세관람가,일반영화
태일이,홍준표,(주)리틀빅픽쳐스,2021-12-01,장편,한국,458,491149590,59215,"176,894,890","22,685",애니메이션,전체관람가,독립/예술영화
언더 더 쎄임 문,패트리시아 리건,유니코리아문예투자(주),2008-10-16,장편,기타,67,360506500,58960,"112,403,000","18,024",드라마,전체관람가,독립/예술영화
40살까지 못해본 사람,주드 아패토우,UIP코리아,2005-11-04,장편,미국,0,0,58800,0,"20,000",코미디,청소년관람불가,일반영화
트럼보,제이 로치,그린나래미디어(주),2016-04-07,장편,미국,310,462652100,58784,"235,668,600","29,659",드라마,15세관람가,독립/예술영화
파더 앤 도터,가브리엘 무치노,(주)박수엔터테인먼트,2015-12-10,장편,미국,352,447097100,58704,"167,035,100","20,871",드라마,15세관람가,일반영화
소공녀,전고운,CGV아트하우스,2018-03-22,장편,한국,284,469303200,58653,"236,153,600","28,592",멜로/로맨스,15세관람가,독립/예술영화
애프터,제니 게이지,판씨네마(주),2019-08-22,장편,미국,235,493655240,58645,"173,932,710","19,922",드라마,15세관람가,독립/예술영화
더티 댄싱 - 하바나 나이트,가이 퍼랜드,아우라엔터테인먼트,2004-04-23,장편,미국,0,0,58385,0,"14,026",멜로/로맨스,15세관람가,일반영화
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,와이드 릴리즈(주),2016-06-02,장편,영국,162,349288000,58345,"73,786,500","12,215",애니메이션,전체관람가,독립/예술영화
매치스틱 맨,리들리 스콧,워너브러더스 코리아(주),2003-10-17,장편,미국,0,0,58300,0,"29,100",코미디,15세관람가,일반영화
킬링 디어,요르고스 란티모스,오드,2018-07-12,장편,미국,68,501031000,58185,"311,865,300","35,513",스릴러,청소년관람불가,독립/예술영화
순종,김동민,(재)CBS,2016-11-17,장편,한국,104,414028200,58027,"118,389,600","14,827",다큐멘터리,전체관람가,독립/예술영화
극장판 미니특공대: 햄버거괴물의 습격,이영준,(주)리틀빅픽쳐스,2020-09-30,장편,한국,414,466063620,57883,"77,247,430","9,126",애니메이션,전체관람가,일반영화
더 랍스터,요르고스 란티모스,(주)팝엔터테인먼트,2015-10-29,장편,영국,75,476877300,57721,"351,915,400","41,413",판타지,청소년관람불가,독립/예술영화
엘리엇과 산타 썰매단,제니퍼 웨스트콧,(주)팝엔터테인먼트,2018-12-12,장편,기타,335,399517800,57674,"61,799,700","8,312",애니메이션,전체관람가,독립/예술영화
웃는 남자,장 피에르 아메리스,씨너스엔터테인먼트(주),2013-03-28,장편,프랑스,170,403906500,57652,"175,216,000","23,785",미스터리,15세관람가,독립/예술영화
시간을 달리는 소녀,호소다 마모루,(주)얼리버드픽쳐스,2007-06-14,장편,일본,0,0,57585,0,"38,023",애니메이션,전체관람가,독립/예술영화
사과,강이관,영화사청어람(주),2008-10-16,장편,한국,111,379387469,57525,"194,098,000","28,179",드라마,15세관람가,독립/예술영화
수면의 과학,미셸 공드리,(주)영화사 안다미로,2006-12-21,장편,프랑스,0,0,57447,0,"52,444",코미디,15세관람가,독립/예술영화
나의 붉은고래,양선,(주)영화사 빅,2017-06-15,장편,중국,390,438539500,57388,"138,499,700","17,318",애니메이션,전체관람가,독립/예술영화
킬러들의 도시,마틴 맥도나,(주)시너지하우스 (시너지),2009-03-05,장편,영국,85,394632089,57387,"152,579,500","21,313",범죄,청소년관람불가,일반영화
어드리프트:우리가 함께한 바다,발타자르 코루마쿠르,(주)이수C&E,2018-09-06,장편,미국,490,467136418,57331,"172,941,318","20,647",멜로/로맨스,12세관람가,독립/예술영화
듀 데이트,토드 필립스,워너브러더스 코리아(주),2010-11-24,장편,미국,148,440189148,57308,"184,248,500","22,993",코미디,청소년관람불가,독립/예술영화
미스 페티그루의 어느 특별한 하루,바랫 낼러리,(주)넥스트엔터테인먼트월드(NEW),2008-10-02,장편,영국,84,357938000,57271,"212,932,000","33,182",멜로/로맨스,12세관람가,일반영화
마미,자비에 돌란,(주)엣나인필름,2014-12-18,장편,기타,84,454117600,57247,"323,499,100","39,272",드라마,15세관람가,독립/예술영화
하하하,홍상수,(주)스폰지이엔티,2010-05-05,장편,한국,25,435417823,57234,"331,959,700","43,190",드라마,청소년관람불가,독립/예술영화
달빛 길어올리기,임권택,(주)쇼박스,2011-03-17,장편,한국,128,362535000,57186,"98,990,000","13,399",드라마,15세관람가,일반영화
밤의 해변에서 혼자,홍상수,(주)영화제작전원사,2017-03-23,장편,한국,133,438976092,56995,"275,454,892","34,627",드라마,청소년관람불가,독립/예술영화
2월 29일 - 어느날 갑자기 첫번째 이야기,정종훈,(주)씨제이이엔엠,2006-07-21,장편,한국,0,0,56958,0,"28,210",공포(호러),15세관람가,일반영화
다이애나,올리버 히르비겔,(주)영화사 빅,2014-03-06,장편,영국,279,402756100,56872,"170,925,100","22,976",드라마,15세관람가,일반영화
극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,2016-04-13,장편,한국,258,410518600,56835,"103,400,500","13,068",애니메이션,전체관람가,일반영화
더 룸,크리스티앙 볼크만,(주)퍼스트런,2019-09-25,장편,프랑스,163,461964100,56787,"175,815,300","21,429",미스터리,15세관람가,독립/예술영화
신암행어사,안태근,(주)시네마서비스,2004-11-26,장편,한국,0,0,56709,0,"20,345",애니메이션,15세관람가,일반영화
레볼루셔너리 로드,샘 멘데스,(주)씨제이이엔엠,2009-02-19,장편,미국,75,388157352,56552,"232,712,000","32,972",드라마,청소년관람불가,독립/예술영화
드래곤 블레이드,이인항,롯데쇼핑㈜롯데엔터테인먼트,2015-03-12,장편,중국,264,427722800,56547,"113,013,200","14,534",액션,15세관람가,독립/예술영화
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,(주)박수엔터테인먼트,2017-12-28,장편,일본,191,431771300,56539,"115,053,700","14,397",애니메이션,전체관람가,일반영화
대니 콜린스,댄 포겔맨,(주)나이너스엔터테인먼트,2015-09-30,장편,미국,309,426338305,56515,"198,998,405","25,288",드라마,15세관람가,독립/예술영화
돌아온 파워레인저 미라클포스,나가이시 다카오,롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,장편,일본,235,385525000,56420,"92,577,500","12,965",액션,전체관람가,일반영화
헌터 킬러,도노반 마시,(주)키다리이엔티,2018-12-06,장편,미국,226,462748450,56350,"159,119,600","18,822",액션,15세관람가,일반영화
마이 스파이,피터 시걸,(주)이수C&E,2020-04-29,장편,미국,240,482594500,56282,"165,572,600","19,676",액션,12세관람가,일반영화
우리집,윤가은,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-22,장편,한국,147,444391340,56087,"252,210,120","29,807",드라마,전체관람가,독립/예술영화
태풍태양,정재은,쇼이스트(주),2005-06-02,장편,한국,0,0,55970,0,"22,027",드라마,12세관람가,일반영화
나이트 크롤러,댄 길로이,(주)스톰픽쳐스코리아,2015-02-26,장편,미국,233,451041300,55892,"203,599,400","24,807",범죄,청소년관람불가,독립/예술영화
더 보이,윌리엄 브렌트 벨,(주)리틀빅픽쳐스,2016-06-01,장편,미국,186,441611821,55875,"84,467,821","10,054",공포(호러),15세관람가,독립/예술영화
매직빈,조이 주,(주)영화사 빅,2018-05-03,장편,중국,534,427992700,55804,"70,261,300","8,592",애니메이션,전체관람가,독립/예술영화
래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,2017-11-23,장편,독일,314,401768900,55784,"82,198,100","10,411",애니메이션,전체관람가,독립/예술영화
스윙걸즈,야구치 시노부,데이지엔터테인먼트,2006-03-23,장편,일본,0,0,55672,0,"27,561",코미디,12세관람가,일반영화
고녀석 맛나겠다2 : 함께라서 행복해,노나카 카즈미,(주)리틀빅픽쳐스,2015-07-29,장편,한국,142,384464000,55619,"115,174,700","16,105",애니메이션,전체관람가,독립/예술영화
더 라이트: 악마는 있다,미카엘 하프스트롬,워너브러더스 코리아(주),2011-04-20,장편,미국,104,422603000,55561,"167,645,500","21,089",미스터리,15세관람가,일반영화
워터 포 엘리펀트,프란시스 로렌스,이십세기폭스코리아(주),2011-05-04,장편,미국,182,418236500,55561,"215,500,000","27,531",드라마,15세관람가,일반영화
백설공주 : 사라진 아빠를 찾아서,벤 차오,예지림엔터테인먼트,2016-09-29,장편,중국,213,425994300,55355,"70,551,700","8,438",애니메이션,전체관람가,독립/예술영화
그물,김기덕,(주)넥스트엔터테인먼트월드(NEW),2016-10-06,장편,한국,381,416593300,55342,"112,920,600","14,136",드라마,15세관람가,독립/예술영화
드레스메이커,조셀린 무어하우스,(주)리틀빅픽쳐스,2016-02-11,장편,기타,176,440059500,55330,"144,520,800","17,846",드라마,15세관람가,독립/예술영화
자투라:스페이스 어드벤쳐,존 파브로,소니픽쳐스릴리징코리아,2006-02-23,장편,미국,0,0,55257,0,254,SF,전체관람가,일반영화
빅뱅 메이드,변진호,씨제이 씨지브이(CJ CGV)(주),2016-06-30,장편,한국,56,464727700,55227,"214,369,000","24,994",다큐멘터리,12세관람가,일반영화
내 눈에 콩깍지,이장수,(주)씨제이이엔엠,2009-11-05,장편,한국,128,405424788,55132,"128,419,000","16,765",멜로/로맨스,12세관람가,일반영화
위시 어폰,존 R. 레오네티,(주)이수C&E,2017-07-20,장편,미국,279,434148000,55110,"82,609,500","9,910",공포(호러),15세관람가,일반영화
대지진,펑샤오강,필라멘트픽쳐스,2010-11-04,장편,중국,90,379043639,55000,"119,095,000","16,777",드라마,전체관람가,일반영화
파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,(주)박수엔터테인먼트,2016-04-21,장편,미국,353,454055200,54972,"129,982,200","15,254",미스터리,15세관람가,일반영화
내가 죽기를 바라는 자들,테일러 쉐리던,워너브러더스 코리아(주),2021-05-05,장편,미국,669,511072350,54951,"138,693,360","14,877",범죄,15세관람가,일반영화
최면,최재훈,(주)스마일이엔티,2021-03-24,장편,한국,506,501754120,54927,"93,594,620","10,091",공포(호러),15세관람가,독립/예술영화
하프 라이트,크레이그 로젠버그,(주)미로비젼,2006-06-28,장편,미국,0,0,54624,0,"18,934",스릴러,15세관람가,일반영화
데이비드 게일,알란 파커,UIP코리아,2003-03-21,장편,미국,0,0,54623,0,"33,839",드라마,15세관람가,일반영화
더 프린세스 : 도둑맞은 공주,올레말라므,(주)팝엔터테인먼트,2020-08-12,장편,기타,423,445726660,54609,"60,674,330","7,007",애니메이션,전체관람가,일반영화
밴디다스,에스펜 샌버그,(주)누리픽쳐스,2006-06-22,장편,프랑스,0,0,54555,0,"17,107",액션,12세관람가,일반영화
헤이와이어,스티븐 소더버그,씨너스엔터테인먼트(주),2012-07-05,장편,미국,200,384196324,54511,"133,250,624","18,254",액션,15세관람가,일반영화
파라노말 액티비티4,아리엘 슐만,(주)씨제이이엔엠,2012-10-25,장편,미국,173,384064500,54461,"96,287,000","13,026",스릴러,15세관람가,일반영화
잡아야 산다,오인천,오퍼스픽쳐스(유),2016-01-07,장편,한국,219,410361400,54450,"91,032,800","11,245",코미디,15세관람가,일반영화
왓칭,김성기,(주)리틀빅픽쳐스,2019-04-17,장편,한국,488,456558262,54410,"100,830,552","11,564",공포(호러),15세관람가,일반영화
살인소설,스콧 데릭슨,씨너스엔터테인먼트(주),2012-11-15,장편,미국,186,394724176,54239,"164,418,159","21,572",미스터리,청소년관람불가,일반영화
라일 라일 크로커다일,윌 스펙,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-01-18,장편,미국,384,502081439,54192,"152,228,524","17,785",가족,전체관람가,일반영화
사일런스,존 R. 레오네티,(주)이수C&E,2019-07-17,장편,미국,456,463969062,54158,"108,881,682","12,405",공포(호러),15세관람가,일반영화
갓센드,닉 햄,(주)시네마서비스,2004-09-03,장편,미국,0,0,54100,0,"20,840",공포(호러),15세관람가,일반영화
5일의 마중,장예모,찬란,2014-10-08,장편,중국,86,405905100,54098,"233,534,000","30,525",멜로/로맨스,전체관람가,독립/예술영화
산상수훈,유영의,이언픽쳐스,2017-12-07,장편,한국,71,408105790,54004,"139,065,190","18,131",드라마,전체관람가,독립/예술영화
러브 미 이프 유 대어,얀 사뮤엘,(주)엔터모드,2004-03-05,장편,프랑스,0,0,54000,0,"30,454",멜로/로맨스,15세관람가,일반영화
화성으로 간 사나이,김정권,영화사청어람(주),2003-05-16,장편,한국,0,0,53838,0,"18,237",드라마,12세관람가,일반영화
맨체스터 바이 더 씨,케네스 로너건,THE 픽쳐스,2017-02-15,장편,미국,109,431623800,53779,"254,824,600","30,655",드라마,15세관람가,독립/예술영화
돌핀 : 꿈꾸는 다니엘의 용감한 모험,에두와르도 슐츠,팝엔터테인먼트,2013-03-21,장편,기타,197,354256000,53744,"69,371,500","9,461",애니메이션,전체관람가,일반영화
고고다이노 극장판: 얼음공룡의 비밀,이선명,(주)넥스트엔터테인먼트월드(NEW),2022-10-05,장편,한국,531,489650813,53685,"88,245,897","10,354",애니메이션,전체관람가,독립/예술영화
나의 첫 번째 슈퍼스타,니샤 가나트라,유니버설픽쳐스인터내셔널 코리아(유),2020-06-10,장편,미국,462,473919360,53684,"189,510,120","21,533",코미디,12세관람가,일반영화
개구리왕국,넬슨 신,예지림엔터테인먼트,2015-11-12,장편,중국,227,362895100,53576,"49,823,200","6,590",애니메이션,전체관람가,일반영화
베스트 엑조틱 메리골드 호텔,존 매든,이십세기폭스코리아(주),2012-07-12,장편,영국,149,379972500,53555,"185,428,000","25,167",코미디,15세관람가,독립/예술영화
러닝 스케어드,웨인 크라머,㈜스튜디오이쩜영,2006-06-08,장편,미국,0,0,53519,0,"17,763",액션,청소년관람불가,일반영화
길위에서,이창재,㈜영화사 백두대간,2013-05-23,장편,한국,23,361561500,53500,"182,604,500","25,751",다큐멘터리,전체관람가,독립/예술영화
언디스 퓨티드,월터 힐,(주)씨제이이엔엠,2003-03-07,장편,미국,0,0,53450,0,"16,622",액션,15세관람가,일반영화
인 디 에어,제이슨 라이트맨,(주)씨제이이엔엠,2010-03-11,장편,미국,53,412946426,53423,"291,688,000","36,969",드라마,15세관람가,일반영화
어댑테이션,스파이크 존즈,(주)쇼박스,2003-05-08,장편,미국,0,0,53418,0,"25,762",드라마,청소년관람불가,일반영화
당신이 그녀라면,커티스 핸슨,이십세기폭스코리아(주),2006-01-12,장편,미국,0,0,53200,0,"24,841",코미디,15세관람가,일반영화
"부르고뉴, 와인에서 찾은 인생",세드릭 클래피쉬,(주)티캐스트,2018-05-03,장편,프랑스,55,462165900,53175,"293,428,900","33,266",드라마,15세관람가,독립/예술영화
튤립 피버,저스틴 채드윅,(주)팝엔터테인먼트,2017-12-14,장편,영국,359,425521049,53121,"183,860,049","22,677",드라마,청소년관람불가,독립/예술영화
디센던트,알렉산더 페인,이십세기폭스코리아(주),2012-02-16,장편,미국,114,407991800,53103,"278,344,800","35,393",코미디,15세관람가,독립/예술영화
인생은 뷰티풀: 비타돌체,김선형,씨제이 씨지브이(CJ CGV)(주),2022-09-07,장편,한국,107,1667323500,52969,"647,908,500","19,918",다큐멘터리,전체관람가,일반영화
블랙 가스펠,히즈엠티 선교회,(주)넥스트엔터테인먼트월드(NEW),2013-11-14,장편,한국,143,364990500,52852,"200,172,000","27,504",드라마,전체관람가,독립/예술영화
더 라스트: 나루토 더 무비,코바야시 츠네오,와이드 릴리즈(주),2015-02-26,장편,일본,158,391905272,52816,"112,856,072","14,897",애니메이션,12세관람가,독립/예술영화
워,필립 G. 애트웰,롯데쇼핑㈜롯데엔터테인먼트,2008-02-28,장편,미국,137,342294500,52787,"75,104,000","11,229",스릴러,청소년관람불가,일반영화
콘트라밴드,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),2012-03-22,장편,미국,178,393549500,52743,"122,177,000","15,714",액션,청소년관람불가,일반영화
둠,안드레이 바르코비악,UIP코리아,2005-12-02,장편,미국,0,0,52700,0,"9,767",액션,청소년관람불가,일반영화
쿵푸 덩크,주연평,(주)싸이더스,2008-02-28,장편,기타,155,326514500,52688,"93,705,000","14,799",코미디,15세관람가,일반영화
머니백,허준형,(주)리틀빅픽쳐스,2018-04-12,장편,한국,472,411511600,52618,"105,898,500","12,994",액션,15세관람가,일반영화
폭풍전야,조창호,(주)성원아이컴,2010-04-01,장편,한국,134,393501207,52597,"162,652,500","20,740",드라마,청소년관람불가,일반영화
어메이징 그레이스,마이클 앱티드,이십세기폭스코리아(주),2008-03-20,장편,미국,50,321802167,52544,"138,728,667","22,216",사극,전체관람가,일반영화
프랭크,레니 에이브러햄슨,(주)영화사 진진,2014-09-25,장편,영국,208,410015145,52488,"264,763,445","32,798",코미디,15세관람가,독립/예술영화
도쿄타워,미나모토 타카시,스폰지,2005-11-23,장편,일본,0,0,52477,0,"52,477",드라마,청소년관람불가,일반영화
호프 스프링즈,데이빗 프랭클,(주)시너지하우스 (시너지),2013-04-04,장편,미국,179,368939500,52426,"182,120,000","25,266",멜로/로맨스,청소년관람불가,일반영화
캔디맨,니아 다코스타,유니버설픽쳐스인터내셔널 코리아(유),2021-09-22,장편,미국,608,509775750,52340,"168,324,330","17,557",미스터리,15세관람가,일반영화
더 비지트,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2015-10-15,장편,미국,279,403435581,52197,"125,714,081","15,652",스릴러,15세관람가,일반영화
사랑은 언제나 진행중,바트 프룬디치,(주)시너지하우스 (시너지),2010-03-11,장편,미국,181,388949159,52193,"139,336,500","17,517",코미디,15세관람가,일반영화
너의 췌장을 먹고 싶어,우시지마 신이치로,(주)넥스트엔터테인먼트월드(NEW),2018-11-15,장편,일본,319,408562605,52161,"142,430,905","16,738",애니메이션,12세관람가,독립/예술영화
별을 쫓는 아이,신카이 마코토,(주)미디어캐슬,2011-08-25,장편,일본,139,373288500,52159,"175,196,000","23,225",애니메이션,전체관람가,일반영화
꼬마영웅 경찰차 프로디,라스무스 A. 실버르센,예지림엔터테인먼트,2013-04-11,장편,기타,229,343590000,52154,"61,132,500","8,540",애니메이션,전체관람가,독립/예술영화
포인트 블랭크,프레드 카바예,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-07-13,장편,프랑스,153,397470300,52094,"156,695,800","19,602",스릴러,청소년관람불가,독립/예술영화
원피스 - 기계태엽성의 메카거병,우다 코우노스케,(주)엠케이픽처스,2006-10-26,장편,일본,0,0,52059,0,"13,469",애니메이션,전체관람가,일반영화
소중한 날의 꿈,안재훈,에이원엔터테인먼트,2011-06-23,장편,한국,128,360928100,52010,"188,132,100","26,312",애니메이션,전체관람가,독립/예술영화
인 더 하이츠,존 추,워너브러더스 코리아(주),2021-06-30,장편,미국,649,477691320,51987,"210,683,030","21,834",뮤지컬,12세관람가,일반영화
마하 2.6: 풀스피드,제라르 피레,유니버설픽쳐스인터내셔널 코리아(유),2007-04-05,장편,프랑스,0,0,51917,0,"18,789",액션,15세관람가,일반영화
바다 탐험대 옥토넛 스페셜,니키 팰런,와이드 릴리즈(주),2015-02-05,장편,영국,210,383427600,51884,"84,362,100","10,733",애니메이션,전체관람가,독립/예술영화
매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),2017-09-06,장편,미국,395,393548500,51867,"187,653,600","23,621",스릴러,15세관람가,독립/예술영화
빅샤크2: 해저2만리,신우,와이드 릴리즈(주),2019-06-06,장편,중국,344,372308920,51841,"41,575,060","5,105",애니메이션,전체관람가,일반영화
프리키 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2020-11-25,장편,미국,631,451260690,51816,"128,273,640","14,722",코미디,청소년관람불가,일반영화
아인보: 아마존의 전설,리처드 클라우스,(주)디스테이션,2022-10-26,장편,기타,401,397326479,51683,"30,757,888","3,576",애니메이션,전체관람가,일반영화
스트레스를 부르는 그 이름 직장상사,세스 고든,워너브러더스 코리아(주),2011-11-17,장편,미국,117,404070500,51646,"211,009,000","26,179",코미디,청소년관람불가,일반영화
오싱,토가시 신,(주)팝엔터테인먼트,2013-12-05,장편,일본,233,334512500,51637,"126,668,500","19,136",드라마,전체관람가,독립/예술영화
킬러 인사이드 미,마이클 윈터바텀,(주)프라임엔터테인먼트,2010-07-07,장편,미국,121,391822268,51555,"158,818,000","20,034",범죄,청소년관람불가,독립/예술영화
스카이포스 3D,토니 탕,(주)미디어데이,2013-02-28,장편,미국,183,349260500,51553,"82,973,500","10,911",애니메이션,전체관람가,일반영화
아웃포스트,로드 루리,(주)제이앤씨미디어그룹,2020-09-23,장편,미국,454,428533870,51381,"167,909,230","19,323",전쟁,15세관람가,일반영화
언어의 정원,신카이 마코토,(주)미디어캐슬,2013-08-14,장편,일본,64,384597200,51337,"220,381,700","28,007",애니메이션,12세관람가,독립/예술영화
킬 미,양종현,(주)싸이더스,2009-11-05,장편,한국,172,390480657,51304,"112,069,500","13,852",멜로/로맨스,청소년관람불가,일반영화
훌라걸스,이상일,(주)쇼박스,2007-03-01,장편,일본,0,0,51272,0,"32,720",코미디,전체관람가,일반영화
더블 스파이,토니 길로이,유니버설픽쳐스인터내셔널 코리아(유),2009-04-16,장편,미국,126,339420521,51270,"156,063,500","22,485",범죄,12세관람가,일반영화
트리 오브 라이프,테렌스 맬릭,(주)에스비에스콘텐츠허브,2011-10-27,장편,미국,125,369070500,51228,"221,825,500","29,125",드라마,15세관람가,독립/예술영화
미안해 사랑해 고마워,전윤수,(주)쇼박스,2015-10-28,장편,한국,344,359247800,51207,"106,619,300","14,482",드라마,15세관람가,일반영화
빅 미라클,켄 콰피스,유니버설픽쳐스인터내셔널 코리아(유),2012-02-23,장편,미국,170,344139500,51151,"117,016,500","16,293",드라마,전체관람가,일반영화
콜레트,워시 웨스트모어랜드,(주)넥스트엔터테인먼트월드(NEW),2019-03-27,장편,영국,169,409004989,51149,"248,891,499","30,789",드라마,15세관람가,독립/예술영화
서울이 보이냐,송동윤,(주)시네마서비스,2008-05-08,장편,한국,125,309567000,50956,"48,727,000","7,706",가족,전체관람가,일반영화
두 번의 결혼식과 한 번의 장례식,김조광수,(주)영화사 진진,2012-06-21,장편,한국,67,380102144,50905,"239,826,644","30,630",코미디,15세관람가,독립/예술영화
더 씽,매티스 반 헤이닌겐 주니어,(주)싸이더스,2012-06-14,장편,미국,174,367519589,50839,"91,566,089","11,900",공포(호러),15세관람가,일반영화
윈드 리버,테일러 쉐리던,(주)다자인소프트,2017-09-14,장편,미국,330,391358700,50783,"159,742,100","20,211",액션,15세관람가,독립/예술영화
브루클린,존 크로울리,이십세기폭스코리아(주),2016-04-21,장편,미국,40,410850100,50768,"285,430,600","34,858",드라마,12세관람가,독립/예술영화
부활: 그 증거,김상철,(주)영화사 진진,2020-10-08,장편,한국,111,419172070,50692,"67,857,200","8,358",다큐멘터리,전체관람가,독립/예술영화
포레스트: 죽음의 숲,제이슨 자다,유니버설픽쳐스인터내셔널 코리아(유),2016-03-30,장편,미국,312,391633862,50631,"65,795,262","8,286",공포(호러),12세관람가,일반영화
폴란드로 간 아이들,추상미,커넥트픽쳐스(주),2018-10-31,장편,한국,181,386723800,50545,"240,190,800","30,064",다큐멘터리,전체관람가,독립/예술영화
야마카시,아리엘 제이통,기타,2003-12-05,장편,프랑스,0,0,50529,0,"17,950",액션,15세관람가,일반영화
더 테너 리리코 스핀토,김상만,(주)박수엔터테인먼트,2014-12-31,장편,한국,185,391554441,50514,"199,819,741","25,656",드라마,12세관람가,독립/예술영화
젝스키스 에이틴,기타,씨제이 씨지브이(CJ CGV)(주),2018-01-18,장편,한국,25,364405500,50419,"225,891,500","29,333",다큐멘터리,전체관람가,일반영화
