,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나
4466,4497,퍼스널 쇼퍼,올리비에 아사야스,아이 엠,2017-02-09,장편,프랑스,79,105300600,13113,"72,294,800","8,730",드라마,15세관람가,독립/예술영화,2017,2,겨울,219876227,0
4468,4499,언플랜드,척 콘젤만,영화사오원,2020-12-17,장편,미국,281,112081660,13087,"36,023,570","4,208",드라마,15세관람가,일반영화,2020,12,겨울,59523967,1
4470,4501,극장판 유루캠△,기타,애니플러스,2022-10-27,장편,일본,84,134129789,13086,"51,680,505","4,898",애니메이션,전체관람가,일반영화,2022,10,가을,112805094,1
4471,4502,언더 더 씨2,에반 트라멜,이언픽쳐스,2019-05-23,장편,미국,269,92593360,13086,"11,023,340","1,432",애니메이션,전체관람가,일반영화,2019,5,봄,226678777,0
4472,4503,더 레이디,뤽 베송,씨제이이엔엠,2012-09-06,장편,프랑스,97,96024000,13051,"55,472,500","7,199",드라마,15세관람가,일반영화,2012,9,가을,194890587,0
4474,4505,숀더쉽 더 무비: 꼬마 외계인 룰라!,리처드 펠런,TCO더콘텐츠온,2020-02-19,장편,영국,270,98830340,13046,"34,431,940","4,234",애니메이션,전체관람가,일반영화,2020,2,겨울,59523967,1
4476,4507,베네데타,폴 버호벤,팝엔터테인먼트,2021-12-01,장편,프랑스,157,122446300,13019,"66,697,500","7,243",드라마,청소년관람불가,독립/예술영화,2021,12,겨울,60531087,1
4478,4509,작가 미상,플로리안 헨켈 폰 도너스마르크,영화사 진진,2020-02-20,장편,독일,55,104603460,13003,"75,661,180","9,087",드라마,청소년관람불가,독립/예술영화,2020,2,겨울,59523967,1
4479,4510,프리! 더 파이널 스트로크 전편,카와나미 에이사쿠,애니플러스,2022-01-20,장편,일본,77,127488230,12996,"55,330,050","5,315",애니메이션,전체관람가,일반영화,2022,1,겨울,112805094,1
4480,4511,온리 유,장하오,영화사 빅,2015-10-15,장편,중국,111,96822200,12990,"50,934,700","6,712",멜로/로맨스,15세관람가,독립/예술영화,2015,10,가을,217299523,0
4481,4512,사랑은 타이핑 중!,레지스 르왕사르,판씨네마,2013-05-22,장편,프랑스,114,87617561,12983,"48,112,061","7,011",멜로/로맨스,15세관람가,독립/예술영화,2013,5,봄,213351030,0
4483,4514,별의 정원,원종식,예지림엔터테인먼트,2019-07-04,장편,한국,210,85603300,12953,"19,514,180","2,358",애니메이션,전체관람가,독립/예술영화,2019,7,여름,226678777,0
4484,4515,"안녕, 전우치! 도술로봇대결전",김대창,리틀빅픽쳐스,2015-10-08,장편,한국,173,91427600,12943,"20,323,600","2,672",애니메이션,전체관람가,독립/예술영화,2015,10,가을,217299523,0
4485,4516,나의 판타스틱 데뷔작,가스 제닝스,예지림엔터테인먼트,2009-05-07,장편,영국,75,80703773,12941,"41,576,500","6,484",코미디,12세관람가,독립/예술영화,2009,5,봄,155398654,0
4486,4517,용순,신준,롯데엔터테인먼트,2017-06-08,장편,한국,126,95447200,12901,"51,672,500","6,816",드라마,15세관람가,독립/예술영화,2017,6,여름,219876227,0
4487,4518,사랑하고 있습니까,김정권, 블루필름웍스,2020-03-25,장편,한국,295,102673840,12878,"33,305,780","4,066",판타지,12세관람가,독립/예술영화,2020,3,봄,59523967,1
4488,4519,아바타 정글의 비밀,슈커,팝엔터테인먼트,2014-03-27,장편,중국,162,86145900,12876,"15,537,400","2,200",애니메이션,전체관람가,일반영화,2014,3,봄,215068958,0
4489,4520,아이 씨 유,아담 랜달,홈초이스,2021-03-11,장편,영국,113,118153190,12870,"45,595,620","4,895",스릴러,15세관람가,독립/예술영화,2021,3,봄,60531087,1
4491,4522,할리데이,다니아 파스퀴니,영화사 빅,2014-10-16,장편,영국,147,94888000,12859,"50,508,500","6,630",뮤지컬,15세관람가,독립/예술영화,2014,10,가을,215068958,0
4493,4524,세이빙 미스터 뱅크스,존 리 행콕,월트디즈니스튜디오스코리아,2014-04-03,장편,미국,56,100274300,12831,"50,048,800","6,236",코미디,12세관람가,일반영화,2014,4,봄,215068958,0
4494,4525,킥 애스 2 : 겁없는 녀석들,제프 와드로,유니버설픽쳐스인터내셔널 코리아,2013-10-17,장편,미국,152,92028000,12827,"45,288,500","6,085",액션,청소년관람불가,일반영화,2013,10,가을,213351030,0
4497,4528,트윈스터즈,라이언 미야모토,CGV아트하우스,2016-03-03,장편,미국,126,102163500,12804,"57,406,300","7,005",다큐멘터리,12세관람가,독립/예술영화,2016,3,봄,217026182,0
4498,4529,라라걸,레이첼 그리피스,판씨네마,2020-04-15,장편,기타,187,108684460,12785,"60,181,040","6,862",드라마,전체관람가,독립/예술영화,2020,4,봄,59523967,1
4499,4530,몰리스 게임,아론 소킨,영화사 빅,2018-09-06,장편,미국,271,98185971,12784,"38,376,771","4,724",드라마,15세관람가,독립/예술영화,2018,9,가을,216385269,0
4501,4532,로스트 도터,매기 질렌할,영화특별시에스엠씨,2022-07-14,장편,미국,66,119140200,12761,"81,111,200","8,268",드라마,15세관람가,독립/예술영화,2022,7,여름,112805094,1
4502,4533,빅 2: 황금열쇠 대소동,기타,영화사 그램,2019-10-30,장편,기타,257,96947060,12744,"20,182,440","2,495",애니메이션,전체관람가,일반영화,2019,10,가을,226678777,0
4503,4534,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,히시다 마사카즈,동우에이앤이,2020-04-02,장편,일본,55,102699510,12737,"69,158,980","8,323",애니메이션,12세관람가,일반영화,2020,4,봄,59523967,1
4506,4537,아스테릭스: 마법 물약의 비밀,루이 클리시,박수엔터테인먼트,2019-12-12,장편,프랑스,166,78814680,12714,"10,639,380","1,406",애니메이션,전체관람가,일반영화,2019,12,겨울,226678777,0
4507,4538,서버비콘,조지 클루니,영화사 진진,2018-07-12,장편,미국,101,106162500,12713,"67,451,000","7,834",범죄,15세관람가,독립/예술영화,2018,7,여름,216385269,0
4508,4539,가재가 노래하는 곳,올리비아 뉴먼,소니픽쳐스엔터테인먼트코리아극장배급지점,2022-11-02,장편,미국,264,126610889,12704,"60,583,244","6,001",드라마,15세관람가,일반영화,2022,11,가을,112805094,1
4509,4540,사다코 2,하나부사 츠토무,미디어데이,2014-03-13,장편,일본,100,92668200,12696,"21,654,300","2,919",공포(호러),15세관람가,일반영화,2014,3,봄,215068958,0
4510,4541,서유기 리턴즈,신동엽,영화사 조제,2011-02-17,장편,한국,59,80194000,12696,"13,435,000","2,044",코미디,전체관람가,일반영화,2011,2,겨울,159724465,0
4511,4542,시선,이장호,나이너스엔터테인먼트,2014-04-16,장편,한국,112,90171000,12694,"36,737,200","5,149",드라마,12세관람가,독립/예술영화,2014,4,봄,215068958,0
4512,4543,리플레이,데이비드 하인즈,다자인소프트,2020-12-16,장편,미국,242,103182310,12692,"56,517,660","6,934",드라마,12세관람가,독립/예술영화,2020,12,겨울,59523967,1
4513,4544,럼 다이어리,브루스 로빈슨,마인스 엔터테인먼트,2012-09-20,장편,미국,126,91844000,12685,"45,236,000","6,058",코미디,청소년관람불가,일반영화,2012,9,가을,194890587,0
4514,4545,메이드 인 이태리,제임스 다시,오드,2021-11-24,장편,영국,124,106797420,12678,"57,407,970","6,892",드라마,12세관람가,독립/예술영화,2021,11,가을,60531087,1
4515,4546,티탄,줄리아 듀코나우,영화특별시에스엠씨,2021-12-09,장편,프랑스,92,125658020,12663,"84,612,480","8,309",드라마,청소년관람불가,독립/예술영화,2021,12,겨울,60531087,1
4516,4547,베르테르,조광하,CGV ICECON,2021-05-05,장편,한국,68,223809000,12646,"81,065,500","4,585",뮤지컬,12세관람가,일반영화,2021,5,봄,60531087,1
4518,4549,레고:클러치파워의 모험,하워드 E.베이커,유니버설픽쳐스인터내셔널 코리아,2010-06-10,장편,미국,56,87727863,12631,"32,830,000","4,287",애니메이션,전체관람가,일반영화,2010,6,여름,147759214,0
4520,4551,미혹,김진영,엔케이컨텐츠,2022-10-19,장편,한국,224,99911491,12620,"38,889,797","4,808",미스터리,15세관람가,독립/예술영화,2022,10,가을,112805094,1
4521,4552,옷코는 초등학생 사장님!,코사카 키타로,트리플픽쳐스,2019-02-27,장편,일본,155,95118580,12611,"34,443,550","4,333",애니메이션,전체관람가,독립/예술영화,2019,2,겨울,226678777,0
4523,4554,브로큰 시티,알렌 휴즈,팝파트너스,2013-04-04,장편,미국,80,90551000,12557,"38,153,000","5,216",범죄,15세관람가,일반영화,2013,4,봄,213351030,0
4524,4555,페어웰,룰루 왕,오드,2021-02-04,장편,미국,162,104799900,12555,"59,982,100","6,948",가족,전체관람가,독립/예술영화,2021,2,겨울,60531087,1
4525,4556,시인의 사랑,김양희,CGV아트하우스,2017-09-14,장편,한국,119,97464900,12547,"59,196,400","7,243",드라마,15세관람가,독립/예술영화,2017,9,가을,219876227,0
4527,4558,호두까기 인형: 장난감 왕국 대모험,에두와르도 슐츠,THE 픽쳐스,2016-12-15,장편,기타,96,87481400,12542,"21,877,600","2,556",애니메이션,전체관람가,독립/예술영화,2016,12,겨울,217026182,0
4529,4560,슈퍼 햄찌,주나 테나,와이드 릴리즈,2019-09-26,장편,기타,209,94640540,12493,"23,103,400","2,842",애니메이션,전체관람가,일반영화,2019,9,가을,226678777,0
4531,4562,더 보이스,마르잔 사트라피,제이앤씨미디어그룹,2018-08-29,장편,미국,64,71256000,12487,"19,242,000","2,295",코미디,청소년관람불가,독립/예술영화,2018,8,여름,216385269,0
4533,4564,미스터 라잇,파코 카베자스,누리픽쳐스,2016-06-16,장편,미국,92,92430800,12465,"26,196,500","3,338",액션,청소년관람불가,일반영화,2016,6,여름,217026182,0
4535,4566,동쪽의 에덴 극장판 ① 더 킹오브 에덴,카미야마 켄지,애니박스 엔터테인먼트,2010-01-28,장편,일본,53,84550985,12460,"35,097,500","4,985",애니메이션,전체관람가,일반영화,2010,1,겨울,147759214,0
4536,4567,세인트 아가타,대런 린 보우즈만,디스테이션,2020-03-19,장편,미국,390,109460080,12450,"32,200,220","3,603",공포(호러),청소년관람불가,독립/예술영화,2020,3,봄,59523967,1
4537,4568,혼자 사는 사람들,홍성은, 더쿱,2021-05-19,장편,한국,159,110800560,12447,"63,579,970","6,980",드라마,12세관람가,독립/예술영화,2021,5,봄,60531087,1
4539,4570,아직 끝나지 않았다,자비에 르그랑,판씨네마,2018-06-21,장편,프랑스,70,101744100,12433,"65,575,700","7,651",드라마,15세관람가,독립/예술영화,2018,6,여름,216385269,0
4540,4571,레미제라블: 뮤지컬 콘서트,제임스 파우웰,유니버설픽쳐스인터내셔널 코리아,2020-05-13,장편,미국,339,162921920,12426,"68,174,940","5,768",뮤지컬,12세관람가,일반영화,2020,5,봄,59523967,1
4541,4572,소나기,안재훈,리틀빅픽쳐스,2017-08-31,장편,한국,151,79482808,12425,"21,701,600","3,182",애니메이션,전체관람가,독립/예술영화,2017,8,여름,219876227,0
4543,4574,레옹 디 오리지널,뤽 베송,제이앤씨미디어그룹,2020-06-11,장편,프랑스,130,76130900,12403,"39,190,480","6,359",액션,청소년관람불가,일반영화,2020,6,여름,59523967,1
4545,4576,뱅드림! 팝핀' 드림!,카키모토 코다이,애니플러스,2022-03-24,장편,일본,105,121601460,12386,"51,443,710","4,935",애니메이션,전체관람가,일반영화,2022,3,봄,112805094,1
4547,4578,너는 달밤에 빛나고,츠키카와 쇼,이수C&E,2020-06-10,장편,일본,178,109578000,12382,"39,604,500","4,378",멜로/로맨스,12세관람가,독립/예술영화,2020,6,여름,59523967,1
4549,4580,업 포 러브,로랑 티라르,엣나인필름,2016-12-21,장편,프랑스,64,97231300,12377,"66,438,200","8,098",멜로/로맨스,15세관람가,독립/예술영화,2016,12,겨울,217026182,0
4553,4584,우리 사랑이 향기로 남을 때,임성용, 콘텐츠존,2023-02-08,장편,한국,173,115272800,12346,"40,588,500","4,521",멜로/로맨스,15세관람가,일반영화,2023,2,겨울,112805094,0
4554,4585,불도저에 탄 소녀,박이웅,트윈플러스파트너스,2022-04-07,장편,한국,203,102995240,12335,"56,147,770","6,974",드라마,15세관람가,독립/예술영화,2022,4,봄,112805094,1
4555,4586,파워 오브 도그,제인 캠피온,씨제이 씨지브이,2021-11-17,장편,미국,113,111354070,12319,"66,479,670","7,391",드라마,15세관람가,일반영화,2021,11,가을,60531087,1
4559,4590,제로 포커스,이누도 잇신,씨제이이엔엠,2010-03-25,장편,일본,76,90753873,12260,"37,132,500","4,789",드라마,15세관람가,일반영화,2010,3,봄,147759214,0
4563,4594,피터팬: 후크 선장과 결투의 날,찬드라세카란,팝엔터테인먼트,2019-05-30,장편,기타,129,92201100,12220,"18,055,500","2,267",애니메이션,전체관람가,일반영화,2019,5,봄,226678777,0
4565,4596,걸리버 리턴즈,기타,박수엔터테인먼트,2022-11-03,장편,기타,206,95148587,12162,"14,617,100","1,552",애니메이션,전체관람가,일반영화,2022,11,가을,112805094,1
4566,4597,시크릿 가든,마크 먼든,이수C&E,2020-08-19,장편,영국,267,101869660,12137,"45,906,660","5,249",드라마,전체관람가,독립/예술영화,2020,8,여름,59523967,1
4567,4598,도성풍운 3,왕정,드림팩트엔터테인먼트,2016-11-30,장편,기타,51,67033500,12135,"20,172,000","3,541",코미디,15세관람가,독립/예술영화,2016,11,가을,217026182,0
4568,4599,특수요원 빼꼼,장양,띵크,2022-06-01,장편,중국,115,106392400,12122,"18,980,340","1,928",애니메이션,전체관람가,독립/예술영화,2022,6,여름,112805094,1
4569,4600,더 레이서,키에론 J 월쉬,다자인소프트,2021-02-24,장편,기타,146,99539540,12117,"53,261,480","6,380",드라마,15세관람가,독립/예술영화,2021,2,겨울,60531087,1
4570,4601,타투,이서,와이드 릴리즈,2015-12-10,장편,한국,133,99263100,12103,"31,315,000","3,727",스릴러,청소년관람불가,일반영화,2015,12,겨울,217299523,0
4572,4603,맨데이트: 신이 주신 임무,박희준,메가픽쳐스제이씨,2008-10-30,장편,한국,84,78616000,12087,"18,421,000","2,648",스릴러,청소년관람불가,일반영화,2008,10,가을,147428639,0
4575,4606,성덕,오세연,오드,2022-09-28,장편,한국,60,105907892,12078,"77,074,693","8,452",다큐멘터리,12세관람가,독립/예술영화,2022,9,가을,112805094,1
4576,4607,피닉스,크리스티안 펫졸드,M&M 인터내셔널,2021-07-22,장편,독일,54,101760190,12057,"72,534,290","8,286",드라마,12세관람가,독립/예술영화,2021,7,여름,60531087,1
4580,4611,쿵푸 요가,당계례,브릿지웍스 엔터테인먼트,2017-03-29,장편,중국,108,91563500,12048,"34,534,000","4,403",액션,12세관람가,독립/예술영화,2017,3,봄,219876227,0
4581,4612,낫아웃,이정곤,케이티알파,2021-06-03,장편,한국,203,91294980,12045,"52,982,670","7,428",드라마,15세관람가,독립/예술영화,2021,6,여름,60531087,1
4586,4617,랜드 오브 마인,마틴 잔드블리엣,싸이더스,2017-04-06,장편,기타,97,89516900,12026,"38,545,500","4,900",드라마,15세관람가,독립/예술영화,2017,4,봄,219876227,0
4591,4622,바이올렛 에버가든 – 영원과 자동 수기 인형 -,후지타 하루카,라이크콘텐츠,2020-03-26,장편,일본,62,104091460,11934,"43,978,500","4,790",애니메이션,전체관람가,독립/예술영화,2020,3,봄,59523967,1
4592,4623,리틀 맨하탄,마크 레빈,영화사 빅,2018-06-27,장편,미국,139,96947500,11909,"43,690,300","5,235",멜로/로맨스,전체관람가,일반영화,2018,6,여름,216385269,0
4593,4624,엘프,우테 폰 뮌쇼폴,박수엔터테인먼트,2021-02-10,장편,독일,228,100001300,11906,"36,326,410","4,325",애니메이션,전체관람가,일반영화,2021,2,겨울,60531087,1
4594,4625,마티아스와 막심,자비에 돌란,엣나인필름,2020-07-23,장편,기타,91,106464420,11896,"82,123,420","8,651",드라마,15세관람가,독립/예술영화,2020,7,여름,59523967,1
