순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
17987,이혼의 조건,긴다이치 코고로,,(주)플라이어,(주)플라이어,2017-02-08,개봉영화,장편,일본,1,8000,1,0,0,드라마,청소년관람불가,일반영화
17988,이혼한 여자동창,후지모리 다카야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-14,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
17989,익스트림 터미네이터 TR,자비에르 S. 푸슬로우스키,,(주)케이알씨지,(주)케이알씨지,2016-04-07,개봉영화,장편,미국,1,5000,1,0,0,액션,15세이상관람가,일반영화
17990,익스트림 파이트 클럽,미구엘 A. 페레르,,(주)영화사 안다미로,(주)영화사 안다미로,2018-05-02,개봉영화,장편,미국,1,3000,1,0,0,액션,15세이상관람가,일반영화
17991,익스펜더블 에셋,티노 스트럭맨,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-29,개봉영화,장편,미국,1,5000,1,0,0,액션,15세이상관람가,일반영화
17992,인 더 다크: 악령의 부활,,,(주)더그레이트컴퍼니,(주)더그레이트컴퍼니,2020-07-03,개봉영화,장편,영국,1,5000,1,0,0,공포(호러),청소년관람불가,일반영화
17993,인 서클,"조니 헌,이안 맨슨",,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-02-12,개봉영화,장편,영국,1,3000,1,0,0,미스터리,15세이상관람가,일반영화
17994,인간 사냥 게임,데이비드 A. 프라이어,,(유)조이앤시네마,(유)조이앤시네마,2018-08-26,개봉영화,장편,미국,1,1000,1,1000,1,액션,청소년관람불가,일반영화
17995,인도식 오일 마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-01,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
17996,인디펜던츠 데이: 외계의 대침공,,,(유)조이앤시네마,(유)조이앤시네마,2017-12-06,개봉영화,장편,미국,1,3000,1,0,0,액션,15세이상관람가,일반영화
17997,인류 멸종 - 좀비 바이러스,프란시스코 피콘,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-16,개봉영화,장편,캐나다,1,8000,1,0,0,액션,청소년관람불가,일반영화
17998,인사불성 취객녀와의 뜨거운 밤,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-09,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
17999,인사이드 워,"브렛 바벨,드류 바벨",,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-01-23,개봉영화,장편,미국,1,2000,1,2000,1,드라마,12세이상관람가,일반영화
18000,인시디어스: 더 하우스,데이브 파커,,주식회사 레드아이스,주식회사 레드아이스,2018-12-17,개봉영화,장편,미국,1,1000,1,0,0,스릴러,15세이상관람가,일반영화
18001,인어공주 이야기,,,(주)영화사 안다미로,(주)영화사 안다미로,2017-11-03,개봉영화,장편,미국,1,3000,1,0,0,판타지,전체관람가,일반영화
18002,인퀴지터: 엘도라도의 저주,해리 록,,제인앤유,제인앤유,2018-12-04,개봉영화,장편,미국,1,1000,1,0,0,어드벤처,청소년관람불가,일반영화
18003,인크레더블 스파이더,티보 타카스,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,2000,1,2000,1,SF,15세이상관람가,일반영화
18004,인터뷰 그녀의 속사정,데니 장,P&미디어,,P&미디어,2020-08-15,개봉영화,장편,한국,1,2000,1,2000,1,멜로/로맨스,청소년관람불가,일반영화
18005,인테로게이션,스테판 레이놀즈,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-01-06,개봉영화,장편,미국,1,4000,1,4000,1,액션,15세이상관람가,일반영화
18006,인투 더 다크,마크 에드윈 로빈슨,,유니콘미디어(주),유니콘미디어(주),2015-12-03,개봉영화,장편,미국,1,5000,1,0,0,공포(호러),15세이상관람가,일반영화
18007,인투 더 샤크스톰,안소니 C. 페란트,,(유)조이앤시네마,(유)조이앤시네마,2018-07-14,개봉영화,장편,미국,1,1000,1,1000,1,SF,15세이상관람가,일반영화
18008,인트루더: 낯선 침입자,트래비스 자리니,,(주)스마일이엔티,(주)스마일이엔티,2016-10-20,개봉영화,장편,미국,1,5000,1,0,0,스릴러,15세이상관람가,일반영화
18009,인페르날,브라이언 코인,,(주)나우콘텐츠,(주)나우콘텐츠,2017-05-11,개봉영화,장편,미국,1,8000,1,0,0,공포(호러),15세이상관람가,일반영화
18010,인페르노 타워,에릭 섬머,,위드 라이언 픽쳐스,위드 라이언 픽쳐스,2017-10-16,개봉영화,장편,프랑스,1,5000,1,0,0,스릴러,15세이상관람가,독립/예술영화
18011,인형같은 노조미짱-전력봉사,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18012,인형같은 애인클럽,야마자키 쿠니노리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18013,일 잘하는 여직원,히로아키,,(주)플라이어,(주)플라이어,2018-05-18,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
18014,일개인적무림,진덕삼,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-05-07,개봉영화,장편,홍콩,1,8000,1,8000,1,액션,청소년관람불가,일반영화
18015,일본 누나:화끈 플레이,쿠와티,,,(주)영진크리에이티브,2021-11-02,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18016,일본 란제리 속옷모델을 소파에서,나카무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-07,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18017,일본 료칸형 호텔의 마사지사,가토 마사키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-05,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18018,일본 막장 불륜 호텔,나리타 유스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-22,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
18019,일본 모텔도우미,사카타 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18020,일본 엄마 무삭제,김무원,(주)영화사 사계절,,(주)영화사 사계절,2017-08-15,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18021,일본 엄마 2 무삭제,김무원,(주)영화사 사계절,,(주)영화사 사계절,2018-03-20,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18022,일본 여대생 기숙사,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-02-17,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
18023,일본 여대생 친구,오가와 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-11,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
18024,일본 온천 여행기,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-05,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
18025,일본 춘화도 - 창녀의 몸매,히로토미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-20,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
18026,일본 혼혈여대생 마사지,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-14,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18027,일본:불륜 주부들,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-03-25,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18028,일본꽐라녀:달아오른 몸뚱이,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-17,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18029,일본부부몰카,후지모리 켄이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-09,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18030,일본식 아내 길들이기,김영민,유한회사 영화사 반딧불,,유한회사 영화사 반딧불,2019-07-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
18031,일본여성 3인과 한집에서,오무라 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-05-03,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18032,일본여자:섹스 스파링,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-26,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18033,일본여자:화끈한 성생활,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-16,개봉영화,장편,일본,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18034,일본호텔 유부녀의 첫날,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-02-01,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18035,일정식집 거유모녀,가토 코우지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18036,잃어버린 세계를 찾아 2015,C. 토마스 하우웰,,(주)케이알씨지,(주)케이알씨지,2015-12-03,개봉영화,장편,미국,1,4000,1,0,0,어드벤처,12세이상관람가,일반영화
18037,잃어버린 지구 속으로,"데이빗 존스,스콧 휠러",,(주)케이알씨지,(주)케이알씨지,2016-12-29,개봉영화,장편,미국,1,5000,1,0,0,어드벤처,12세이상관람가,일반영화
18038,임베디드,스티븐 스웰,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-02-13,개봉영화,장편,호주,1,2000,1,2000,1,스릴러,청소년관람불가,일반영화
18039,임신 시켜주세요,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2019-01-30,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18040,임신스캔들:아내가 당했다,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-13,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18041,임신한 아내 대신 옆집 여자,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2019-01-25,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18042,입부터 가랑이까지,모소조쿠,,,(주)가온콘텐츠,2022-11-10,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18043,입사동기,최정자,폭풍의 눈,,주식회사 플릭스코,2022-11-29,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18044,입양딸 : 여자가 되다,민정현,(주)영화사가을,,(주)영화사가을,2022-12-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18045,입원환자 부인의 유혹,아카바네 키쿠지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-02,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18046,잊지못한 그놈의 물건,카즈마,,,(주)코빈커뮤니케이션즈,2022-05-23,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
18047,잊혀질 남편의 맛,,,,(주)라온컴퍼니플러스,2022-02-14,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18048,잊혀질 남편의 맛 무삭제판,,,,(주)라온컴퍼니플러스,2022-05-01,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18049,자꾸 열리는 검은 속옷,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-01-25,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18050,자매 돌려먹기,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2021-08-19,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18051,자매 돌려먹기 - 무삭제판,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2021-11-11,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18052,자매 : 탐스러운 가슴,한대위,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18053,자매 : 탐스러운 가슴 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2021-07-10,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18054,자매들: 감금의 추억 무삭제판,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-06-30,개봉영화,장편,한국,1,6000,1,0,0,드라마,청소년관람불가,일반영화
18055,자매바이러스,최재후,오디씨네마,,오디씨네마,2021-02-24,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
18056,자매의 사정,"윤채아,유남선",에이원 미디어,,에이원 미디어,2017-09-12,개봉영화,장편,한국,1,2000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18057,자매의 섹스수업,마태수,아우라 필름,,케이엘 픽쳐스,2022-04-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
18058,자매의 속사정,키리시마 아키코,,(주)플라이어,(주)플라이어,2018-07-26,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
18059,자매의 유혹 무삭제판,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2021-03-09,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
18060,자매의 은밀한 동거 감독판,리차드 킴,(주)액티버스엔터테인먼트,,(주)액티버스엔터테인먼트,2020-08-05,개봉영화,장편,한국,1,2000,1,2000,1,성인물(에로),청소년관람불가,일반영화
18061,자매의교환섹스-무삭제,장두만,에이원 미디어,,에이원 미디어,2019-04-05,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18062,자매의교환섹스2,천성준,에이원 미디어,,에이원 미디어,2020-09-04,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18063,자매의교환섹스2-무삭제,천성준,에이원 미디어,,에이원 미디어,2021-01-20,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18064,자매의은밀한스와핑,정민용,스마일컨텐츠,,스마일컨텐츠,2018-12-21,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
18065,자매전쟁,리차드 킴,영화사 산들바람,,(주)액티버스엔터테인먼트,2020-01-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
