순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
6538,여배우 공작단,전태윤,(주)케이알씨지,,(주)케이알씨지,2014-06-19,개봉영화,장편,한국,21,15839000,2729,6361000,1015,멜로/로맨스,청소년관람불가,일반영화
6539,괴물들,김백준,"(주)케이프로덕션,버티고필름,플로우식스(주)",,(주)리틀빅픽쳐스,2018-03-08,개봉영화,장편,한국,56,22584500,2725,9275800,1087,드라마,청소년관람불가,독립/예술영화
6540,상견니 대만판 13화,황천인,,오드,오드,2021-09-08,개봉영화,장편,기타,88,19520550,2724,10938080,1515,드라마,12세이상관람가,일반영화
6541,아이엠 호프맨,나현태,52DAYS FILM,,52DAYS FILM,2017-11-16,개봉영화,장편,한국,7,19892000,2724,17143500,2236,다큐멘터리,전체관람가,독립/예술영화
6542,이웃집 좀비,"오영두,류훈,홍서백,장윤정",키노망고스틴,,㈜인디스토리,2010-02-18,개봉영화,옴니버스,한국,12,19933671,2721,12856700,1715,공포(호러),15세이상관람가,독립/예술영화
6543,토미카 무비,오카모토 토모로,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2014-12-11,개봉영화,장편,일본,33,17586000,2719,7092000,1065,애니메이션,전체관람가,독립/예술영화
6544,고스트랜드,소노 시온,,(주)더세컨드웨이브,(주)영화사오원,2022-06-29,개봉영화,장편,미국,48,21826800,2717,10629800,1274,액션,15세이상관람가,일반영화
6545,말아,곽민승,왓에버웍스,,㈜인디스토리,2022-08-25,개봉영화,장편,한국,33,22826900,2714,16683400,1836,드라마,12세이상관람가,독립/예술영화
6546,우리는 매일매일,강유가람,영희야 놀자,,㈜인디스토리,2021-06-30,개봉영화,장편,한국,30,21284670,2710,15058370,1639,다큐멘터리,12세이상관람가,독립/예술영화
6547,에브리띵 윌 체인지,,,(주)영화사 안다미로,(주)영화사 안다미로,2022-11-09,개봉영화,장편,독일,15,15452900,2708,6661400,1011,SF,12세이상관람가,독립/예술영화
6548,밀레니엄 맘보,허우 샤오시엔,,화인프로덕션,화인프로덕션,2003-05-30,개봉영화,장편,대만,0,0,2700,0,1400,드라마,18세관람가,독립/예술영화
6549,진저 앤 로사,샐리 포터,,그린나래미디어(주),그린나래미디어(주),2014-05-15,개봉영화,장편,영국,17,19507500,2699,14970500,2000,드라마,15세이상관람가,독립/예술영화
6550,리틀 뱀파이어,조안 스파,,(주)퍼스트런,(주)디스테이션,2021-12-29,개봉영화,장편,프랑스,116,22761560,2698,3757440,418,애니메이션,전체관람가,일반영화
6551,릴라와 마법의 책,마르셀라 링콘 곤잘레스,,씨네힐,(주)영화사오원,2018-11-08,개봉영화,장편,콜롬비아,24,14141000,2698,0,0,어드벤처,전체관람가,독립/예술영화
6552,겁쟁이 페달: 리라이드,나베시마 오사무,,(주)미디어캐슬,(주)미디어캐슬,2016-01-14,개봉영화,장편,일본,7,18320192,2697,13914324,2062,애니메이션,전체관람가,독립/예술영화
6553,사랑이 눈뜰 때,마이클 메일러,,(주)이놀미디어,(주)이놀미디어,2020-08-26,개봉영화,장편,미국,92,20322070,2695,9157640,1195,드라마,12세이상관람가,독립/예술영화
6554,줄탁동시,김경묵,"얼라이브픽쳐스,경픽쳐스",,㈜인디스토리,2012-03-01,개봉영화,장편,한국,16,19403100,2692,14001600,1865,드라마,청소년관람불가,독립/예술영화
6555,트웬티 해커,한현석,(주)도어이앤엠,,(주)도어이앤엠,2021-03-24,개봉영화,장편,한국,74,15435500,2691,6428000,953,액션,15세이상관람가,일반영화
6556,창피해,김수현,주식회사 가비안필름스튜디오,,주식회사 마운틴픽쳐스,2011-12-08,개봉영화,장편,한국,12,19826700,2690,12127200,1535,멜로/로맨스,청소년관람불가,독립/예술영화
6557,속물들,"신아가,이상철",영화사고래,,(주)삼백상회,2019-12-12,개봉영화,장편,한국,95,20122240,2686,6042200,739,드라마,15세이상관람가,독립/예술영화
6558,팬텀: 라스트 커맨더,토드 로빈슨,,주식회사 루믹스미디어,브릿지웍스 엔터테인먼트(주),2013-07-04,개봉영화,장편,미국,46,19102500,2684,6006000,802,액션,15세이상관람가,일반영화
6559,랜드 오브 플렌티,빔 벤더스,IFC필름,스폰지,스폰지,2005-09-16,개봉영화,장편,독일,0,0,2681,0,2681,드라마,15세관람가,독립/예술영화
6560,존 레논 컨피덴셜,"데이비드 레프,존 쉐인필드",,(주)영화사 진진,(주)영화사 진진,2008-07-31,개봉영화,장편,미국,3,17945300,2681,14689300,2138,다큐멘터리,12세이상관람가,독립/예술영화
6561,여배우는 너무해,유정환,골든타이드픽처스(주),,(주)인벤트스톤,2014-02-27,개봉영화,장편,한국,42,19836400,2673,9895500,1290,멜로/로맨스,청소년관람불가,일반영화
6562,중화 명탐정,나지량,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-07-26,개봉영화,장편,중국,4,10368000,2673,10368000,2673,액션,15세이상관람가,독립/예술영화
6563,디테일스,제이콥 아론 이스터스,,유니코리아문예투자(주),예지림엔터테인먼트,2013-04-11,개봉영화,장편,미국,12,20148500,2669,13812000,1753,코미디,청소년관람불가,독립/예술영화
6564,베카신!,브뤼노 포달리데,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2019-04-25,개봉영화,장편,프랑스,16,19910210,2666,13672610,1793,가족,전체관람가,독립/예술영화
6565,리프레쉬,김길영,㈜케이엠글로벌미디어,,(주)이놀미디어,2022-02-16,개봉영화,장편,한국,44,18819100,2664,12656700,1706,드라마,12세이상관람가,독립/예술영화
6566,샤크어택,스콧 휠러,,,(주)소나무픽쳐스,2014-09-04,개봉영화,장편,캐나다,20,7885000,2664,3105000,1464,액션,청소년관람불가,독립/예술영화
6567,깨끗하고 연약한,신조 타케히코,,(주)시네마천국,(유)영화사 화수분,2014-10-30,개봉영화,장편,일본,12,18232600,2661,13821300,2084,멜로/로맨스,12세이상관람가,독립/예술영화
6568,노조키메,미키 코이치로,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2016-08-10,개봉영화,장편,일본,49,20793900,2661,7902000,930,공포(호러),15세이상관람가,독립/예술영화
6569,더 요트,,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,2022-10-20,개봉영화,장편,미국,53,19273895,2660,8070699,1020,스릴러,15세이상관람가,일반영화
6570,마술피리,,,(주)케빈앤컴퍼니,(주)쓰리캣프로덕션,2014-08-02,개봉영화,장편,독일,5,40326500,2658,31121000,2024,공연,전체관람가,독립/예술영화
6571,그 여름 가장 조용한 바다,기타노 다케시,"오피스 키타노,토호 컴퍼니","(주)영화사 진진,(주)스폰지이엔티","(주)영화사 진진,(주)스폰지이엔티",2004-08-13,개봉영화,장편,일본,0,0,2657,0,2657,드라마,12세관람가,독립/예술영화
6572,스프링 블라썸,,,(주)영화사 진진,(주)영화사 진진,2022-05-04,개봉영화,장편,프랑스,36,23111000,2651,15301100,1633,드라마,12세이상관람가,독립/예술영화
6573,피쉬 스토리,나카무라 요시히로,어뮤즈소프트엔터테인먼트,CJ ENM,CJ ENM,2009-07-30,개봉영화,장편,일본,8,18279103,2649,17083500,2397,코미디,12세이상관람가,독립/예술영화
6574,바람의 검심,오오토모 케이시,,(주)도키엔터테인먼트,"(주)도키엔터테인먼트,예지림엔터테인먼트",2013-01-03,개봉영화,장편,일본,7,20105500,2648,13487500,1719,액션,청소년관람불가,독립/예술영화
6575,사이즈의 문제,"샤론 메이몬,에레즈 다드모르",K5 FILM,벨진인터내셔널,프리비젼엔터테인먼트,2010-04-15,개봉영화,장편,이스라엘,12,20086567,2647,16672400,2169,드라마,12세이상관람가,독립/예술영화
6576,플레이그라운드,,,해피송,해피송,2022-05-25,개봉영화,장편,벨기에,43,22802100,2647,15720000,1743,드라마,12세이상관람가,독립/예술영화
6577,뮤지컬 브로드웨이 42번가,마크 브램블,,C 무비,C 무비,2020-07-08,개봉영화,장편,미국,48,47531000,2644,18240500,1014,뮤지컬,전체관람가,일반영화
6578,히든,미카엘 하네케,,"(주)영화사 안다미로,(주)스폰지이엔티","(주)영화사 안다미로,(주)스폰지이엔티",2006-03-30,개봉영화,장편,프랑스,0,0,2641,0,2350,스릴러,15세관람가,독립/예술영화
6579,조류인간,신연식,(주) 루스이소니도스,,(주) 루스이소니도스,2015-02-26,개봉영화,장편,한국,21,20120700,2640,16765700,2129,드라마,15세이상관람가,독립/예술영화
6580,백설공주의 마지막 키스,파블로 베르헤르,,㈜영화사 백두대간,㈜영화사 백두대간,2014-05-01,개봉영화,장편,스페인,10,21592400,2635,17837400,2064,드라마,12세이상관람가,독립/예술영화
6581,빈폴,칸테미르 발라고프,,(주)티앤엘엔터테인먼트,(주)팝엔터테인먼트,2020-02-27,개봉영화,장편,러시아,33,23274440,2635,18391260,1991,드라마,15세이상관람가,독립/예술영화
6582,더 킹,제임스 마쉬,,(주)유레카픽쳐스,(주)유레카픽쳐스,2008-06-05,개봉영화,장편,미국,2,17371500,2634,16201500,2439,드라마,청소년관람불가,독립/예술영화
6583,히어 애프터,매그너스 본 혼,,(주)엣나인필름,(주)엣나인필름,2016-05-12,개봉영화,장편,폴란드,26,20268037,2633,16573037,2048,드라마,15세이상관람가,독립/예술영화
6584,부기,에디 황,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-04-21,개봉영화,장편,미국,13,13945000,2625,13649000,2589,드라마,15세이상관람가,독립/예술영화
6585,광주비디오: 사라진 4시간,이조훈,(주)훈프로,,(주)인디플러그,2020-07-16,개봉영화,장편,한국,70,19897980,2623,8339980,1036,다큐멘터리,12세이상관람가,독립/예술영화
6586,온 더 로드,월터 살레스,,(주)영화사 조제,하준사,2014-03-27,개봉영화,장편,미국,11,20155500,2622,17585500,2207,어드벤처,청소년관람불가,독립/예술영화
6587,더 크로니클: 뮤턴트의 반격,제제 다카히사,,(주)엔케이컨텐츠,(주)영화사오원,2015-11-12,개봉영화,장편,일본,41,20126500,2613,17107500,2205,SF,15세이상관람가,독립/예술영화
6588,뮤즈 드론즈 월드투어 실황,톰 커크,,에스디시코리아 주식회사,에스디시코리아 주식회사,2018-07-12,개봉영화,장편,영국,32,36537500,2613,21830500,1597,공연,12세이상관람가,일반영화
6589,엘로이즈: 그녀들의 사랑,지저스 가라이,,스크린조이,스크린조이,2014-02-06,개봉영화,장편,스페인,5,2600000,2610,1000000,200,드라마,청소년관람불가,일반영화
6590,에쥬케이터,한스 바인가르트너,,스폰지,스폰지,2005-05-06,개봉영화,장편,독일,0,0,2609,0,2609,드라마,15세관람가,독립/예술영화
6591,엔드게임: 나는 킬러다,,,찬란,찬란,2022-01-20,개봉영화,장편,홍콩,41,17642360,2609,9620520,1460,액션,15세이상관람가,독립/예술영화
6592,나이트 레이더스,다니스 고렛,,주식회사 더쿱,"(주)하이스트레인저,주식회사 더쿱",2022-03-03,개봉영화,장편,뉴질랜드,72,22237600,2607,10941600,1270,스릴러,15세이상관람가,독립/예술영화
6593,색다른 그녀,김진영,(주)박스미디어,,(주)이놀미디어,2021-10-14,개봉영화,장편,한국,20,16618010,2605,10450170,1622,멜로/로맨스,청소년관람불가,일반영화
6594,바람에 젖은 여자,시오타 아키히코,,(주)오렌지옐로우하임,"(주)오렌지옐로우하임,홀리가든",2017-05-25,개봉영화,장편,일본,10,19174000,2602,16085000,2124,코미디,청소년관람불가,독립/예술영화
6595,내 아내와 결혼해 주세요,미야케 요시시게,,(주)미디어캐슬,(주)스마일이엔티,2017-05-18,개봉영화,장편,일본,49,20128000,2600,12139500,1529,멜로/로맨스,전체관람가,독립/예술영화
6596,오마르,하니 아부 아사드,,감 픽쳐스,(주)판다미디어,2015-02-05,개봉영화,장편,팔레스타인,16,18043400,2597,11419400,1486,드라마,15세이상관람가,독립/예술영화
6597,사토미를 찾아라,NEW PISTOL,(주)어나더스타,,브릿지웍스 엔터테인먼트(주),2014-10-16,개봉영화,장편,한국,20,13164000,2595,6856000,1313,코미디,청소년관람불가,일반영화
6598,초록밤,윤서진,디파이언트,,㈜인디스토리,2022-07-28,개봉영화,장편,한국,31,22363327,2595,16069027,1693,기타,15세이상관람가,독립/예술영화
6599,아이카,,,(주)달빛공장,(주)디오시네마,2021-03-25,개봉영화,장편,기타,38,22881210,2590,13049910,1427,드라마,12세이상관람가,독립/예술영화
6600,소리아이,백연아,프로덕션공방,,"(주)영화사 진진,아트플러스시네마네트워크",2008-09-18,개봉영화,장편,한국,13,17321000,2588,10819500,1530,다큐멘터리,전체관람가,독립/예술영화
6601,미스테리어스 스킨,그렉 아라키,,찬란,찬란,2017-11-23,개봉영화,장편,미국,33,19650558,2587,16308158,2111,드라마,청소년관람불가,독립/예술영화
6602,이로도리 인생2막,미노리카와 오사무,,다솔기획,"다솔기획,(주)추억을 파는 극장",2013-09-27,개봉영화,장편,일본,1,5212000,2586,5212000,2586,드라마,12세이상관람가,독립/예술영화
6603,파밍 보이즈,"장세정,변시연,강호준",(주)콘텐츠나무,,(주)영화사 진진,2017-07-13,개봉영화,장편,한국,24,17564200,2586,10077500,1369,다큐멘터리,전체관람가,독립/예술영화
6604,브로큰,루퍼스 노리스,,판씨네마(주),판씨네마(주),2013-07-18,개봉영화,장편,영국,16,17884000,2582,11899000,1694,드라마,청소년관람불가,독립/예술영화
6605,리틀 제이콥,유형,데이브인터랙티브,,데이브인터랙티브,2012-11-08,개봉영화,장편,한국,9,11336000,2581,7510000,1710,애니메이션,전체관람가,독립/예술영화
6606,죽은 자의 제국,마키하라 료타로,,(주)미디어캐슬,(주)프레인글로벌,2016-02-25,개봉영화,장편,일본,43,19453500,2581,10268000,1306,애니메이션,15세이상관람가,독립/예술영화
6607,단델리온 더스트,존 건,,가나미디어,주식회사 마운틴픽쳐스,2012-05-10,개봉영화,장편,미국,31,17482000,2579,9325500,1269,드라마,12세이상관람가,독립/예술영화
6608,태극권 2014 : 어전시위,지아오 시아오유,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-10-02,개봉영화,장편,중국,21,8122000,2579,3130000,1466,액션,15세이상관람가,독립/예술영화
6609,매니악 : 슬픈 살인의 기록,프랭크 칼폰,,(주)퍼스트런,(주)퍼스트런,2013-07-04,개봉영화,장편,미국,34,19046000,2578,7401500,989,공포(호러),청소년관람불가,일반영화
6610,고양이와 할아버지,미츠아키 이와고,,(주)엔케이컨텐츠,(주)디스테이션,2020-04-23,개봉영화,장편,일본,71,21749340,2577,12309140,1445,드라마,전체관람가,독립/예술영화
6611,컨택트 2020,,,위드 라이언 픽쳐스,위드 라이언 픽쳐스,2020-07-15,개봉영화,장편,미국,1,13017000,2576,4917000,956,SF,12세이상관람가,일반영화
6612,대공습,페테르 내스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-25,개봉영화,장편,노르웨이,20,7498000,2572,3126000,1461,전쟁,15세이상관람가,독립/예술영화
6613,플러스 원,데니스 일리아디스,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2014-09-25,개봉영화,장편,미국,35,19587100,2569,8217600,1037,스릴러,청소년관람불가,독립/예술영화
6614,피어썸,이상헌,"㈜에스에이치엔터앤컴퍼니,(주)스토리제이",,(주)스토리제이,2021-10-07,개봉영화,장편,한국,45,15714800,2569,4055800,638,공포(호러),15세이상관람가,독립/예술영화
6615,슈퍼쇼 4 3D,유호진,(주)에스엠엔터테인먼트,,(주)마인스 엔터테인먼트,2013-08-08,개봉영화,장편,한국,26,30332000,2567,22394000,1850,공연,전체관람가,일반영화
6616,다섯은 너무 많아,안슬기,씨알필름,,"(사)한국독립영화협회,아트플러스시네마네트워크",2005-11-25,개봉영화,장편,한국,0,0,2565,0,2216,드라마,15세관람가,독립/예술영화
6617,마법안개의 비밀: 황금 보물선을 찾아라,카스파 앤시스,,,와이드 릴리즈(주),2019-11-14,개봉영화,장편,에스토니아,85,18025960,2564,4769100,582,애니메이션,전체관람가,일반영화
6618,코마,,,위드 라이언 픽쳐스,(주)까멜리아이엔티,2020-11-12,개봉영화,장편,러시아,46,18739450,2563,12110950,1652,SF,15세이상관람가,독립/예술영화
6619,언포기버블,,,,씨제이 씨지브이(CJ CGV)(주),2021-11-24,개봉영화,장편,미국,41,20383800,2561,10122900,1196,드라마,15세이상관람가,일반영화
6620,악몽,송정우,(주)에이치에스이디,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2020-03-12,개봉영화,장편,한국,165,21953720,2553,4537180,497,미스터리,청소년관람불가,독립/예술영화
6621,히어 앤 데어,다코 룬구로브,,㈜인디스토리,㈜인디스토리,2011-12-15,개봉영화,장편,미국,9,17857000,2553,12872000,1797,멜로/로맨스,15세이상관람가,독립/예술영화
6622,저수지에서 건진 치타,양해훈,릴레이필름,,"㈜인디스토리,아트플러스시네마네트워크",2007-10-25,개봉영화,장편,한국,0,0,2551,0,1949,드라마,청소년관람불가,독립/예술영화
6623,사랑은 부엉부엉,람지 베디아,,찬란,찬란,2016-12-29,개봉영화,장편,프랑스,21,19766200,2546,15084000,1904,드라마,12세이상관람가,독립/예술영화
6624,나에게 유일한,가브리엘 무치노,판당고,(주)동숭아트센터,(주)동숭아트센터,2004-08-06,개봉영화,장편,이탈리아,0,0,2545,0,2545,코미디,15세관람가,일반영화
6625,프리키 데스데이 순한맛,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2020-12-10,개봉영화,장편,미국,159,23273230,2541,5965220,637,코미디,15세이상관람가,일반영화
6626,택시,자파르 파나히,,주식회사 씨네룩스,주식회사 씨네룩스,2015-11-05,개봉영화,장편,이란,17,17804100,2540,12344500,1625,드라마,전체관람가,독립/예술영화
6627,빙 줄리아,이스트반 자보,미리어드 픽쳐스,(주)아름다운영화사,(주)쇼타임,2005-10-27,개봉영화,장편,헝가리,0,0,2538,0,1539,드라마,15세관람가,일반영화
6628,미세스 하이드,세르쥬 보종,,(주)엣나인필름,(주)엣나인필름,2018-05-31,개봉영화,장편,프랑스,31,21460300,2536,16788700,1843,드라마,15세이상관람가,독립/예술영화
6629,파티51,정용택,51+ 필름,,㈜인디스토리,2014-12-11,개봉영화,장편,한국,9,18934900,2536,15047400,1932,다큐멘터리,청소년관람불가,독립/예술영화
6630,피터팬의 공식,조창호,(주)엘제이필름,,CJ ENM,2006-04-13,개봉영화,장편,한국,0,0,2536,0,1741,드라마,18세관람가,일반영화
6631,도쿄 데카당스,무라카미 류,,㈜영화사 백두대간,㈜영화사 백두대간,2005-12-02,개봉영화,장편,일본,0,0,2533,0,2533,드라마,18세관람가,일반영화
6632,"바다 쪽으로, 한 뼘 더",최지영,엠비씨 드라마넷,,㈜인디스토리,2009-05-21,개봉영화,장편,한국,6,16884926,2529,12340000,1780,드라마,전체관람가,독립/예술영화
6633,태양을 덮다,사토 후토시,,,(주)트리플픽쳐스,2021-03-11,개봉영화,장편,일본,21,16966420,2525,9647600,1412,드라마,전체관람가,독립/예술영화
6634,웰컴 투 사우스,루카 미니에로,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2012-12-13,개봉영화,장편,이탈리아,16,19349000,2524,13912000,1761,코미디,전체관람가,독립/예술영화
6635,"동물, 원",왕민철,케프-ㄹ러49,,(주)시네마달,2019-09-05,개봉영화,장편,한국,25,17878980,2522,9725180,1205,다큐멘터리,전체관람가,독립/예술영화
6636,피가로~피가로~피가로,벤 루윈,,주식회사 디에스이이디,(주)트리플픽쳐스,2022-11-10,개봉영화,장편,영국,28,21966400,2521,14163300,1515,코미디,12세이상관람가,독립/예술영화
6637,꺼져버려 종양군,한연,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-12,개봉영화,장편,중국,73,20091000,2519,12578000,1555,드라마,12세이상관람가,독립/예술영화
6638,메가 스파이더,마이크 멘데즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-12,개봉영화,장편,미국,21,8065000,2519,3090000,1459,코미디,15세이상관람가,일반영화
6639,옥스포드 살인사건,알렉스 드 라 이글레시아,,(주)영화사 안다미로,(주)팝엔터테인먼트,2021-07-21,개봉영화,장편,스페인,91,23552070,2519,9388660,1022,범죄,15세이상관람가,독립/예술영화
6640,살인의 강,김대현,"썸머트리 주식회사,인디라인",,주식회사 마운틴픽쳐스,2010-09-30,개봉영화,장편,한국,14,19238557,2515,8153500,1014,미스터리,청소년관람불가,독립/예술영화
6641,맹글혼,데이빗 고든 그린,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-11-26,개봉영화,장편,미국,42,17543500,2511,9382000,1276,드라마,15세이상관람가,독립/예술영화
6642,우키시마호,김진홍,(주)영화사메이플러스,,"(주)영화사메이플러스,주식회사 마운틴픽쳐스",2019-09-19,개봉영화,장편,한국,65,20838940,2508,7084900,792,다큐멘터리,전체관람가,독립/예술영화
6643,일주일간 친구,무라카미 쇼스케,,위드 라이언 픽쳐스,노바엔터테인먼트,2017-12-28,개봉영화,장편,일본,30,18679300,2508,9743800,1240,멜로/로맨스,12세이상관람가,독립/예술영화
6644,캐리비안 해적과 마법 다이아몬드,라스무스 A. 실버르센,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-08-26,개봉영화,장편,노르웨이,138,19680980,2507,3569540,430,애니메이션,전체관람가,일반영화
6645,양의 나무,요시다 다이하치,,(주)오렌지옐로우하임,(주)영화사오원,2018-10-18,개봉영화,장편,일본,24,22541500,2505,17431300,1779,스릴러,15세이상관람가,독립/예술영화
6646,하나식당,최낙희,에이케이엔터테인먼트(주),,(주)영화사오원,2018-11-22,개봉영화,장편,한국,40,21398450,2505,14701300,1653,드라마,12세이상관람가,독립/예술영화
6647,워터스,니시무라 료,,"시네마밸리,CNS엔터테인먼트",프리비젼엔터테인먼트,2006-09-14,개봉영화,장편,일본,0,0,2502,0,1683,코미디,12세관람가,일반영화
6648,뷰티풀 레이디스,오드리 에스트루고,,(주)유로커뮤니케이션,(주)디스테이션,2016-11-10,개봉영화,장편,프랑스,39,18699400,2501,11850400,1514,드라마,15세이상관람가,독립/예술영화
6649,인퍼머스,,,(주)스톰픽쳐스코리아,(주)디스테이션,2020-11-11,개봉영화,장편,미국,135,23058650,2499,9517970,998,범죄,청소년관람불가,독립/예술영화
6650,래시 컴 홈,올더디센 하노,,찬란,찬란,2021-01-07,개봉영화,장편,독일,13,15022450,2498,8405300,1392,가족,전체관람가,독립/예술영화
6651,다슬이,박철순,"더리얼오지픽쳐스,동아방송대학 디마키네마,디마엔터테인먼트",,어뮤즈,2011-11-24,개봉영화,장편,한국,15,18282400,2492,7921400,1037,드라마,전체관람가,독립/예술영화
6652,아워즈,에릭 헤이저러,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-04-16,개봉영화,장편,미국,29,13626700,2492,4408700,1184,드라마,15세이상관람가,일반영화
6653,열혈형사,윤여창,굿픽처스,,(주)제이앤씨미디어그룹,2020-06-18,개봉영화,장편,한국,121,20539960,2492,7381000,850,코미디,12세이상관람가,일반영화
6654,퍼,스티븐 세인버그,,(주)미로비젼,(주)미로비젼,2008-01-17,개봉영화,장편,미국,1,17194500,2492,16456500,2343,드라마,청소년관람불가,독립/예술영화
6655,역으로 가는 길을 알려줘,,,(주)영화사 진진,(주)영화사 진진,2022-02-17,개봉영화,장편,일본,25,19281300,2491,12719800,1572,드라마,전체관람가,독립/예술영화
6656,영하의 바람,김유리,"비밀의화원,브릿지 프로덕션",,(주)영화사 진진,2019-11-14,개봉영화,장편,한국,26,20635700,2490,14385300,1580,드라마,12세이상관람가,독립/예술영화
6657,폭력의 역사,데이빗 크로넨버그,,(주)미로비젼,(주)미로비젼,2007-07-26,개봉영화,장편,미국,0,0,2489,0,2195,범죄,청소년관람불가,독립/예술영화
6658,레드 툼,구자환,레드무비,,(주)따미픽쳐스,2015-07-09,개봉영화,장편,한국,13,15690000,2487,4915000,725,다큐멘터리,15세이상관람가,독립/예술영화
6659,감동주의보,김우석,(주)글로빅엔터테인먼트,,(주)스튜디오 보난자,2022-06-22,개봉영화,장편,한국,28,21009000,2483,14318000,1564,멜로/로맨스,전체관람가,독립/예술영화
6660,물 좀 주소,홍현기,"나우필름(주),유니코리아문예투자(주)",,유니코리아문예투자(주),2009-06-04,개봉영화,장편,한국,10,16496662,2483,10937500,1620,코미디,15세이상관람가,독립/예술영화
6661,어거스트 버진,,,,M&M 인터내셔널,2022-03-24,개봉영화,장편,스페인,49,20966600,2483,13343800,1417,드라마,15세이상관람가,독립/예술영화
6662,톰 오브 핀란드,돔 카루코스키,,(주)레인보우팩토리,아이 엠,2018-08-30,개봉영화,장편,핀란드,17,20583500,2482,16240700,1794,드라마,15세이상관람가,독립/예술영화
6663,해커스,세드릭 히메네즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-10-01,개봉영화,장편,프랑스,20,7646000,2479,3154000,1466,스릴러,15세이상관람가,독립/예술영화
6664,어떤 여인의 고백,아틱 라히미,,찬란,찬란,2013-10-03,개봉영화,장편,프랑스,10,17003500,2477,11050500,1443,드라마,청소년관람불가,독립/예술영화
6665,용루각2: 신들의 밤,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)그노스,2021-02-10,개봉영화,장편,한국,20,14792790,2475,7799180,1302,액션,15세이상관람가,일반영화
6666,카우보이 비밥-천국의문,와타나베 신이치로,,콜럼비아트라이스타㈜,콜럼비아트라이스타㈜,2003-10-03,개봉영화,장편,일본,0,0,2475,0,2475,애니메이션,12세관람가,일반영화
6667,브레이킹,프레드랙 안토니제빅,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2014-08-21,개봉영화,장편,미국,20,12002000,2474,1770000,354,액션,청소년관람불가,일반영화
6668,가능한 변화들,민병국,(주)무비넷,,(주)무비넷,2005-03-18,개봉영화,장편,한국,0,0,2467,0,2166,드라마,18세관람가,일반영화
6669,한낮의 피크닉,"강동완,김한라,임오정",서울독립영화제,,서울독립영화제,2019-07-04,개봉영화,옴니버스,한국,21,18734310,2460,12105810,1434,드라마,12세이상관람가,독립/예술영화
6670,나의 흑역사 로맨티카,,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2021-09-22,개봉영화,장편,이탈리아,41,21949270,2458,16485570,1818,멜로/로맨스,12세이상관람가,독립/예술영화
6671,계몽영화,박동훈,3767필름,,㈜인디스토리,2010-09-16,개봉영화,장편,한국,9,18400702,2456,13785300,1774,드라마,15세이상관람가,독립/예술영화
6672,나의 마음은 지지 않았다,안해룡,재일 위안부 재판을 지원하는 모임,,"㈜인디스토리,시네마달",2009-02-26,개봉영화,장편,한국,6,15881405,2456,12046100,1825,다큐멘터리,12세이상관람가,독립/예술영화
6673,숏버스 이별행,"유현,김세희,김홍기,원은선",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-07-22,개봉영화,장편,한국,53,21261000,2455,9742600,1062,코미디,15세이상관람가,독립/예술영화
6674,투란도트,마르코 아르투로 마렐리,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-02-07,개봉영화,장편,독일,10,64412500,2455,50322000,1929,공연,12세이상관람가,일반영화
6675,그레타 툰베리,나탄 그로스만,,(주)영화사 진진,(주)영화사 진진,2021-06-17,개봉영화,장편,미국,30,20773100,2454,15453100,1743,다큐멘터리,전체관람가,독립/예술영화
6676,달이 지는 밤,"김종관,장건재",(재)무주산골문화재단,,(주)디오시네마,2022-09-22,개봉영화,장편,한국,47,22102396,2451,14882596,1354,드라마,15세이상관람가,독립/예술영화
6677,22,궈커,(주)아시아홈 엔터테인먼트,,플러스엠 엔터테인먼트,2018-08-14,개봉영화,장편,한국,31,18668000,2434,15406200,1911,다큐멘터리,전체관람가,독립/예술영화
