영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
그랜드 부다페스트 호텔,웨스 앤더슨,,2014-03-20,장편,미국,163,6012395982,773649,"3,516,635,882","444,985",미스터리,청소년관람불가,독립/예술영화
푸른소금,이현승,씨제이이엔엠,2011-08-31,장편,한국,476,5739824500,771699,"1,634,205,500","208,701",액션,15세관람가,일반영화
나는 왕이로소이다,장규성,롯데엔터테인먼트,2012-08-08,장편,한국,471,5317185404,768971,"1,274,113,835","176,961",사극,12세관람가,일반영화
상류사회,변혁,롯데컬처웍스롯데엔터테인먼트,2018-08-29,장편,한국,867,6313416163,768442,"1,519,155,763","181,389",드라마,청소년관람불가,일반영화
뽀로로 극장판 보물섬 대모험,김현호,넥스트엔터테인먼트월드,2019-04-25,장편,한국,736,5886268900,766758,"1,016,498,870","126,872",애니메이션,전체관람가,일반영화
레슬러,김대웅,롯데엔터테인먼트,2018-05-09,장편,한국,957,6440492657,765963,"1,392,248,057","159,549",드라마,15세관람가,일반영화
토르: 마법망치의 전설,거나 칼슨,롯데엔터테인먼트,2012-02-09,장편,기타,383,5529185000,765315,"1,122,505,000","146,284",애니메이션,전체관람가,일반영화
레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,유니버설픽쳐스인터내셔널 코리아,2017-01-25,장편,미국,599,6422202365,765259,"1,676,603,015","193,951",액션,청소년관람불가,일반영화
공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,롯데엔터테인먼트,2017-03-29,장편,미국,807,6285970884,764072,"1,900,110,084","222,563",SF,15세관람가,일반영화
리오 2,카를로스 살다나,이십세기폭스코리아,2014-05-01,장편,미국,598,5631146900,761404,"1,224,776,100","159,313",애니메이션,전체관람가,일반영화
모던보이,정지우,(주)씨제이이엔엠,2008-10-02,장편,한국,373,4971421000,758473,"1,695,482,500","246,098",드라마,12세관람가,일반영화
스플릿,최국희,오퍼스픽쳐스,2016-11-09,장편,한국,702,6097721539,757430,"1,497,661,939","177,946",드라마,15세관람가,일반영화
볼트,바이론 하워드,한국소니픽쳐스릴리징브에나비스타영화,2008-12-31,장편,미국,299,4993959268,757337,"2,561,818,514","373,046",애니메이션,전체관람가,일반영화
캣츠,톰 후퍼,유니버설픽쳐스인터내셔널 코리아,2019-12-24,장편,미국,1143,6322357050,756232,"2,199,706,940","253,537",뮤지컬,12세관람가,일반영화
"안녕, 헤이즐",조쉬 분,이십세기폭스코리아,2014-08-13,장편,미국,323,5795507000,744387,"1,934,275,000","238,850",드라마,12세관람가,일반영화
주유소 습격사건 2,김상진,시네마서비스,2010-01-21,장편,한국,322,5466499511,742475,"1,378,973,500","176,464",액션,15세관람가,일반영화
시간 여행자의 아내,로베르트 슈벤트케,넥스트엔터테인먼트월드,2009-10-28,장편,미국,300,5485456860,738963,"2,328,463,000","299,300",멜로/로맨스,12세관람가,일반영화
자백,윤종석,롯데컬처웍스롯데엔터테인먼트,2022-10-26,장편,한국,1115,7352587230,738122,"1,851,324,308","181,290",범죄,15세관람가,일반영화
김씨표류기,이해준,시네마서비스,2009-05-14,장편,한국,288,4796220849,733931,"1,674,506,000","244,182",코미디,12세관람가,일반영화
런던 해즈 폴른,바박 나자피,플러스엠 엔터테인먼트,2016-03-10,장편,미국,523,5908203979,731551,"1,743,777,879","207,959",액션,15세관람가,일반영화
더 파이브,정연식,씨제이이엔엠,2013-11-14,장편,한국,501,5343797000,731212,"1,474,402,500","192,286",스릴러,청소년관람불가,일반영화
언차티드,루벤 플레셔,소니픽쳐스엔터테인먼트코리아극장배급지점,2022-02-16,장편,미국,1536,7116304100,730924,"2,044,063,780","203,638",액션,12세관람가,일반영화
순정만화,류장하,(주)씨제이이엔엠,2008-11-27,장편,한국,386,4674779333,730343,"1,698,524,333","250,747",멜로/로맨스,12세관람가,일반영화
비스티 보이즈,윤종빈,롯데엔터테인먼트,2008-04-30,장편,한국,278,4785372500,727409,"1,874,552,500","273,065",드라마,청소년관람불가,독립/예술영화
푸시,폴 맥기건,롯데엔터테인먼트,2009-03-19,장편,미국,258,4817364578,726998,"1,553,269,500","222,735",SF,15세관람가,일반영화
슬픔보다 더 슬픈 이야기,원태연,쇼박스,2009-03-11,장편,한국,353,4774850499,724107,"1,319,444,000","189,190",멜로/로맨스,15세관람가,일반영화
스파이더맨: 뉴 유니버스,로드니 로스맨,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-12-12,장편,미국,722,6008476176,723450,"2,397,450,086","276,005",애니메이션,12세관람가,일반영화
물괴,허종호,롯데컬처웍스키다리이엔티,2018-09-12,장편,한국,1183,6104164954,723414,"1,317,227,754","149,475",액션,15세관람가,일반영화
미쓰백,이지원,리틀빅픽쳐스,2018-10-11,장편,한국,638,6027243066,720558,"1,575,923,166","184,908",드라마,15세관람가,일반영화
신데렐라,케네스 브래너,월트디즈니스튜디오스코리아,2015-03-19,장편,미국,531,5499767900,716386,"1,654,573,800","205,943",멜로/로맨스,전체관람가,일반영화
기적,이장훈,롯데컬처웍스롯데엔터테인먼트,2021-09-15,장편,한국,1198,6630962710,715434,"1,524,679,140","173,897",드라마,12세관람가,일반영화
풍산개,전재홍,넥스트엔터테인먼트월드,2011-06-23,장편,한국,286,5395019500,714102,"1,709,358,000","217,988",드라마,청소년관람불가,일반영화
날씨의 아이,신카이 마코토,플러스엠 엔터테인먼트,2019-10-30,장편,일본,716,5845763050,712750,"1,916,097,650","224,294",애니메이션,15세관람가,일반영화
고질라,가렛 에드워즈,워너브러더스 코리아,2014-05-15,장편,미국,610,5972847963,709734,"1,655,498,463","180,321",액션,12세관람가,일반영화
마음이2,이정철,롯데엔터테인먼트,2010-07-21,장편,한국,261,4705692210,707748,"988,226,500","143,504",드라마,전체관람가,독립/예술영화
라스베가스에서만 생길 수 있는 일,톰 바우건,이십세기폭스코리아,2008-05-29,장편,미국,273,4604235334,704834,"1,859,935,834","273,802",멜로/로맨스,15세관람가,일반영화
스위니 토드 : 어느 잔혹한 이발사 이야기,팀 버튼,워너브러더스 코리아,2008-01-17,장편,미국,246,4761820000,704058,"2,320,324,000","331,508",뮤지컬,청소년관람불가,일반영화
고질라 VS. 콩,아담 윈가드,워너브러더스 코리아,2021-03-25,장편,미국,1295,6772634130,703485,"1,715,996,700","165,888",액션,12세관람가,일반영화
국가대표 2,김종현,플러스엠 엔터테인먼트,2016-08-10,장편,한국,562,5424324942,703024,"1,319,827,542","166,219",드라마,12세관람가,일반영화
천일의 스캔들,저스틴 채드윅,유니버설픽쳐스인터내셔널 코리아,2008-03-20,장편,미국,131,4599546001,700095,"2,149,808,001","314,614",사극,15세관람가,일반영화
내 깡패 같은 애인,김광식,롯데엔터테인먼트,2010-05-20,장편,한국,248,5109441315,699973,"1,408,953,500","182,817",드라마,15세관람가,독립/예술영화
트랜센던스,월리 피스터,롯데엔터테인먼트,2014-05-14,장편,미국,417,5478201500,696412,"2,099,194,700","256,854",SF,12세관람가,일반영화
님스 아일랜드,마크 레빈,롯데엔터테인먼트,2008-07-17,장편,미국,266,4273735000,694728,"1,207,202,500","186,728",코미디,전체관람가,일반영화
통증,곽경택,롯데엔터테인먼트,2011-09-07,장편,한국,317,5207167000,693101,"1,461,450,500","184,530",멜로/로맨스,15세관람가,일반영화
인페르노,론 하워드,유니버설픽쳐스인터내셔널 코리아,2016-10-19,장편,미국,754,5656281303,689071,"1,920,944,703","224,942",미스터리,15세관람가,일반영화
명탐정 피카츄,롭 레터맨,워너브러더스 코리아,2019-05-09,장편,미국,817,5730788546,686809,"1,767,248,906","201,613",액션,전체관람가,일반영화
분노의 질주: 더 오리지널,저스틴 린,유니버설픽쳐스인터내셔널 코리아,2009-04-02,장편,미국,289,4598492639,685746,"1,439,667,000","202,705",액션,15세관람가,일반영화
스텝 업 3D,존 추,화앤담이엔티,2010-08-05,장편,미국,253,7462604919,682712,"2,419,206,500","214,074",드라마,12세관람가,일반영화
스파이더위크가의 비밀,마크 S. 워터스,(주)씨제이이엔엠,2008-02-14,장편,미국,172,4151259500,682525,"1,289,418,500","202,462",어드벤처,전체관람가,일반영화
픽셀,크리스 콜럼버스,유니버설픽쳐스인터내셔널 코리아,2015-07-16,장편,미국,557,5390909947,681945,"1,644,960,347","195,473",액션,12세관람가,일반영화
앵그리버드 더 무비,클레이 케이티스,유니버설픽쳐스인터내셔널 코리아,2016-05-19,장편,미국,661,5218111744,680606,"1,150,894,444","140,314",애니메이션,전체관람가,일반영화
경관의 피,이규만,에이스메이커무비웍스,2022-01-05,장편,한국,1187,6687389520,679503,"1,585,404,290","158,145",범죄,15세관람가,일반영화
신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,씨제이이엔엠,2018-07-25,장편,한국,762,5001247250,678091,"699,258,600","91,723",애니메이션,전체관람가,일반영화
트롤,마이크 미첼,씨제이이엔엠,2017-02-16,장편,미국,622,5011161500,675966,"1,057,171,000","136,139",애니메이션,전체관람가,일반영화
몬스터 vs 에이리언,롭 레터맨,(주)씨제이이엔엠,2009-04-23,장편,미국,324,4622178693,672285,"1,500,897,000","196,845",애니메이션,전체관람가,일반영화
고양이: 죽음을 보는 두 개의 눈,변승욱,넥스트엔터테인먼트월드,2011-07-07,장편,한국,304,4767098000,670295,"1,119,188,000","149,463",공포(호러),15세관람가,일반영화
패신저스,모튼 틸덤,유니버설픽쳐스인터내셔널 코리아,2017-01-04,장편,미국,608,5467466918,668576,"1,753,464,218","208,036",어드벤처,12세관람가,일반영화
퍼스트맨,데이미언 셔젤,유니버설픽쳐스인터내셔널 코리아,2018-10-18,장편,미국,1190,6094765639,665364,"2,286,908,439","234,728",SF,12세관람가,일반영화
하늘에서 음식이 내린다면,크리스 밀러,한국소니픽쳐스릴리징브에나비스타영화,2010-02-11,장편,미국,281,5500218152,665096,"1,686,106,500","187,169",애니메이션,전체관람가,일반영화
극장판 주술회전 0,박성후,대교 미디어콘텐츠사업본부,2022-02-17,장편,일본,836,6622836893,664066,"2,023,992,901","191,871",애니메이션,15세관람가,일반영화
유령,이해영,씨제이이엔엠,2023-01-18,장편,한국,1099,6758040280,663836,"1,744,143,007","168,021",액션,15세관람가,일반영화
명탐정 코난 : 칠흑의 추적자,야마모토 타이치로,에이원엔터테인먼트,2009-07-29,장편,일본,200,4248881868,661550,"918,625,000","137,471",애니메이션,전체관람가,일반영화
삼총사 3D,폴 W.S. 앤더슨,롯데엔터테인먼트,2011-10-12,장편,독일,510,5710755500,657564,"2,047,683,000","217,628",액션,12세관람가,일반영화
샤잠!,데이비드 F. 샌드버그,워너브러더스 코리아,2019-04-03,장편,미국,1148,5730673797,656492,"1,794,508,367","196,571",액션,12세관람가,일반영화
실종,김성홍,,2009-03-19,장편,한국,257,4415413589,654587,"1,084,313,000","150,809",범죄,청소년관람불가,일반영화
열정같은소리하고있네,정기훈,넥스트엔터테인먼트월드,2015-11-25,장편,한국,566,4761399902,654407,"1,351,744,002","177,071",드라마,15세관람가,일반영화
아이 엠 넘버 포,D.J. 카루소,한국소니픽쳐스릴리징브에나비스타영화,2011-02-24,장편,미국,284,4955215500,654386,"1,576,235,000","197,802",액션,12세관람가,일반영화
엔더스 게임,개빈 후드,롯데엔터테인먼트,2013-12-31,장편,미국,460,4925056000,654212,"1,564,711,500","199,025",SF,12세관람가,일반영화
그날의 분위기,조규장,쇼박스,2016-01-14,장편,한국,592,5142899612,652453,"1,404,786,825","171,304",멜로/로맨스,15세관람가,일반영화
여고괴담 5,이종용,롯데엔터테인먼트,2009-06-18,장편,한국,318,4205826795,652097,"1,087,081,000","157,643",공포(호러),15세관람가,일반영화
울학교 이티,박광춘,에스케이텔레콤,2008-09-11,장편,한국,298,4156170833,651439,"1,076,953,333","160,113",드라마,15세관람가,일반영화
오션스,자끄 페렝,롯데엔터테인먼트,2010-07-28,장편,프랑스,217,4473889375,650994,"1,145,436,000","158,175",다큐멘터리,전체관람가,독립/예술영화
아빠는 딸,김형협,플러스엠 엔터테인먼트,2017-04-12,장편,한국,520,5047634395,646412,"1,154,175,195","141,570",코미디,12세관람가,일반영화
사냥,이우철,롯데엔터테인먼트,2016-06-29,장편,한국,696,4912658515,645922,"1,275,511,815","162,472",액션,15세관람가,일반영화
눈먼자들의 도시,페르난도 메이렐레스,싸이더스,2008-11-20,장편,기타,238,4356692000,645218,"1,700,769,000","241,012",드라마,청소년관람불가,일반영화
리오,카를로스 살다나,이십세기폭스코리아,2011-07-27,장편,미국,333,5022007500,645191,"1,246,908,000","148,653",애니메이션,전체관람가,일반영화
나를 찾아줘,김승우,워너브러더스 코리아,2019-11-27,장편,한국,875,5117014620,645082,"1,211,838,780","146,847",스릴러,15세관람가,일반영화
명탐정 코난 : 침묵의 15분,시즈노 코분,미디어데이,2011-08-03,장편,일본,275,4209588000,644216,"853,386,500","124,473",애니메이션,전체관람가,일반영화
페임,케빈 탄차로엔,다자인소프트,2009-09-24,장편,미국,328,4727133460,644163,"2,008,257,500","261,798",뮤지컬,12세관람가,독립/예술영화
머니볼,베넷 밀러,한국소니픽쳐스릴리징브에나비스타영화,2011-11-17,장편,미국,385,4677562000,641099,"2,129,201,500","277,225",드라마,12세관람가,일반영화
호튼,스티브 마티노,이십세기폭스코리아,2008-04-30,장편,미국,336,3802813334,638598,"1,098,249,334","176,858",애니메이션,전체관람가,일반영화
광대들: 풍문조작단,김주호,워너브러더스 코리아,2019-08-21,장편,한국,806,5226776088,637021,"1,097,148,968","129,821",사극,12세관람가,일반영화
스노우 화이트 앤 더 헌츠맨,루퍼트 샌더스,유니버설픽쳐스인터내셔널 코리아,2012-05-30,장편,미국,447,4646250000,636631,"1,477,032,000","191,591",액션,12세관람가,일반영화
널 기다리며,모홍진,넥스트엔터테인먼트월드,2016-03-10,장편,한국,551,5232611336,634953,"1,188,915,987","138,898",스릴러,청소년관람불가,일반영화
