,0,1,2,3,4,5,6
104,97,주토피아,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130850,https://ssl.pstatic.net/imgmovie/mdi/mit110/1308/130850_P23_141447.jpg,"['바이론 하워드', '리치 무어']","['지니퍼 굿윈', '제이슨 베이트먼', '샤키라', '알란 터딕', '이드리스 엘바', 'J.K. 시몬스']",9.36
105,97,주토피아,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92071,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92071_P01_135131.jpg,['브라이언 포겔'],"['샘 울프슨', '제니퍼 러브 휴잇', '피터 스토메어']",5.67
106,97,주토피아,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68527,,['이병직'],NaN,5.50
107,98,엣지 오브 투모로우,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,['더그 라이만'],"['톰 크루즈', '에밀리 블런트', '빌 팩스톤']",8.96
108,100,쿵푸 팬더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62262,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2262-00.jpg,"['마크 오스본', '존 스티븐슨']","['잭 블랙', '더스틴 호프만', '성룡', '루시 리우', '안젤리나 졸리', '이안 맥쉐인', '데이빗 크로스', '세스 로건']",9.02
109,101,신비한 동물사전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=115642,https://ssl.pstatic.net/imgmovie/mdi/mit110/1156/115642_P40_141424.jpg,['데이빗 예이츠'],"['에디 레드메인', '캐서린 워터스턴', '콜린 파렐', '앨리슨 수돌']",8.18
110,102,도가니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75413,https://ssl.pstatic.net/imgmovie/mdi/mit110/0754/75413_P29_111906.jpg,['황동혁'],"['공유', '정유미']",9.27
111,103,내 아내의 모든 것,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89606,https://ssl.pstatic.net/imgmovie/mdi/mit110/0896/89606_P10_161836.jpg,['민규동'],"['임수정', '이선균', '류승룡']",8.59
112,104,나쁜 녀석들: 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177909,https://ssl.pstatic.net/imgmovie/mdi/mit110/1779/177909_P32_103957.jpg,['손용호'],"['마동석', '김상중', '김아중', '장기용']",6.42
113,105,판도라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132933,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132933_P148_093846.jpg,['박정우'],"['김남길', '김주현', '정진영', '김영애', '문정희', '김대명']",8.20
114,105,판도라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87557,https://ssl.pstatic.net/imgmovie/mdi/mit110/0875/87557_P01_150809.jpg,['허명행'],['박지훈'],5.50
115,106,터미네이터: 미래전쟁의 시작,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66520,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/F6520-00.jpg,['맥지'],"['크리스찬 베일', '샘 워싱턴', '안톤 옐친', '문 블러드굿']",8.19
116,107,맘마미아!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66381,https://ssl.pstatic.net/imgmovie/mdi/mit110/0663/F6381-00.jpg,['필리다 로이드'],"['메릴 스트립', '피어스 브로스넌', '콜린 퍼스', '스텔란 스카스가드', '아만다 사이프리드']",8.43
117,108,연가시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88225,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88225_P08_114914.jpg,['박정우'],"['김명민', '문정희', '김동완', '이하늬']",7.16
118,108,연가시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66876,https://ssl.pstatic.net/imgmovie/mdi/mit110/0668/66876_P02_180937.jpg,['최복동'],NaN,9.75
119,109,아이언맨 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49008,https://ssl.pstatic.net/imgmovie/mdi/mit110/0490/49008_P52_162130.jpg,['존 파브로'],"['로버트 다우니 주니어', '기네스 팰트로', '돈 치들', '스칼릿 조핸슨', '미키 루크']",7.37
