,순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점,연도
609,1600,에베레스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118952,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118952_P12_094439.jpg,2015,['발타자르 코루마쿠르'],"['제이크 질렌할', '로빈 라이트', '키이라 나이틀리', '제이슨 클락', '조슈 브롤린', '샘 워싱턴']",7.57,2015
611,1603,무서운 이야기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96326,https://ssl.pstatic.net/imgmovie/mdi/mit110/0963/96326_P30_180213.jpg,2012,"['정범식', '임대웅', '홍지영', '김곡', '김선', '민규동']","['김지영', '정은채', '남보라', '배수빈', '김현수', '노강민', '진태현', '최윤영', '나영희', '김예원', '조한철', '유연석', '김지원']",6.70,2012
613,1606,가필드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38414,https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/C8414-00.jpg,2004,['피터 휴잇'],"['빌 머레이', '제니퍼 러브 휴잇', '브레킨 메이어', '스티븐 토보로스키']",7.08,2004
617,1609,프로포즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54565,https://ssl.pstatic.net/imgmovie/mdi/mit110/0545/54565_P00_121829.jpg,2009,['앤 플레쳐'],"['산드라 블록', '라이언 레이놀즈']",8.67,2009
619,1611,파랑주의보,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43508,https://ssl.pstatic.net/imgmovie/mdi/mit110/0435/D3508-01.jpg,2005,['전윤수'],"['차태현', '송혜교']",5.80,2005
621,1623,가면,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65064,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5064-00.jpg,2007,['양윤호'],"['김강우', '김규리', '이수경']",7.81,2007
624,1647,미녀와 야수,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136872,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136872_P12_113639.jpg,2017,['빌 콘돈'],"['엠마 왓슨', '댄 스티븐스', '루크 에반스']",8.79,2017
627,1647,미녀와 야수,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119456,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119456_P24_114115.jpg,2014,['크리스토프 갱스'],"['뱅상 카셀', '레아 세이두']",7.72,2014
628,1647,미녀와 야수,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136872,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136872_P12_113639.jpg,2017,['빌 콘돈'],"['엠마 왓슨', '댄 스티븐스', '루크 에반스']",8.79,2017
631,1647,미녀와 야수,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119456,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119456_P24_114115.jpg,2014,['크리스토프 갱스'],"['뱅상 카셀', '레아 세이두']",7.72,2014
633,1650,스카우트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66510,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/F6510-01.jpg,2007,['김현석'],"['임창정', '엄지원']",8.16,2007
635,1657,헨젤과 그레텔,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65067,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5067-01.jpg,2007,['임필성'],"['천정명', '은원재', '심은경', '진지희', '박희순']",7.74,2007
639,1677,리크루트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36351,https://ssl.pstatic.net/imgmovie/mdi/mit110/0363/C6351-00.jpg,2003,['로저 도널드슨'],"['알 파치노', '콜린 파렐']",7.90,2003
643,1687,위험한 관계,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88270,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88270_P24_160414.jpg,2012,['허진호'],"['장동건', '장쯔이', '장백지']",8.01,2012
647,1693,서핑 업,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62896,https://ssl.pstatic.net/imgmovie/mdi/mit110/0628/F2896-00.jpg,2007,"['애쉬 브래넌', '크리스 벅']","['샤이아 라보프', '제프 브리지스']",7.32,2007
649,1696,첫키스만 50번째,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38227,https://ssl.pstatic.net/imgmovie/mdi/mit110/0382/38227_P13_143424.jpg,2004,['피터 시걸'],"['아담 샌들러', '드류 베리모어']",9.23,2004
653,1727,런,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190722,https://ssl.pstatic.net/imgmovie/mdi/mit110/1907/190722_P19_095924.jpg,2020,['아니쉬 차간티'],"['사라 폴슨', '키에라 앨<b>런</b>']",8.22,2020
659,1756,가비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82081,https://ssl.pstatic.net/imgmovie/mdi/mit110/0820/82081_P12_164833.jpg,2012,['장윤현'],"['주진모', '김소연', '박희순', '유선']",6.85,2012
663,1771,저스틴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97856,https://ssl.pstatic.net/imgmovie/mdi/mit110/0978/97856_P36_110140.jpg,2013,['마누엘 시실라'],"['시얼샤 로넌', '안토니오 반데라스', '프레디 하이모어']",7.93,2013
669,1785,원더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151196,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151196_P45_151803.jpg,2017,['스티븐 크보스키'],"['제이콥 트렘블레이', '줄리아 로버츠', '오웬 윌슨', '이자벨라 비도빅']",9.53,2017
672,1788,킹덤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65968,https://ssl.pstatic.net/imgmovie/mdi/mit110/0659/F5968-01.jpg,2007,['피터 버그'],"['제이미 폭스', '크리스 쿠퍼', '제니퍼 가너']",7.85,2007
675,1793,쓰리 데이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72043,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72043_P11_101647.jpg,2010,['폴 해기스'],"['러셀 크로우', '엘리자베스 뱅크스']",8.31,2010
677,1809,포가튼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39474,https://ssl.pstatic.net/imgmovie/mdi/mit110/0394/C9474-00.jpg,2004,['조셉 루벤'],"['줄리안 무어', '크리스토퍼 코바레스키']",4.53,2004
685,1817,어느 멋진 순간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62174,https://ssl.pstatic.net/imgmovie/mdi/mit110/0621/F2174-00.jpg,2006,['리들리 스콧'],"['러셀 크로우', '마리옹 꼬띠아르']",7.82,2006
688,1825,디센트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68707,https://ssl.pstatic.net/imgmovie/mdi/mit110/0687/F8707-01.jpg,2007,['탈리아 루게시'],['로사리오 도슨'],5.50,2007
693,1828,적과의 동침,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74621,https://ssl.pstatic.net/imgmovie/mdi/mit110/0746/74621_P00_165005.jpg,2011,['박건용'],"['김주혁', '정려원', '유해진']",7.52,2011
697,1834,인터내셔널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68434,https://ssl.pstatic.net/imgmovie/mdi/mit110/0684/F8434-00.jpg,2009,['톰 티크베어'],"['클라이브 오웬', '나오미 왓츠']",6.07,2009
701,1847,케이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39393,https://ssl.pstatic.net/imgmovie/mdi/mit110/0393/C9393-01.jpg,2005,['브루스 헌트'],"['콜 하우저', '모리스 체스트넛']",6.68,2005
702,1848,하우스 오브 왁스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40743,https://ssl.pstatic.net/imgmovie/mdi/mit110/0407/D0743-00.jpg,2005,['자움 콜렛 세라'],"['엘리샤 커스버트', '채드 마이클 머레이']",7.86,2005
707,1861,비행기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100935,https://ssl.pstatic.net/imgmovie/mdi/mit110/1009/100935_P09_113859.jpg,2013,['클레이 홀'],"['발 킬머', '테리 해처', '세드릭 더 엔터테이너', '줄리아 루이스 드레이퍼스', '브래드 거렛', '존 클리즈', '데인 쿡', '안소니 에드워즈', '프리앙카 초프라', '카를로스 엘라즈라퀴', '스테이시 키치']",7.46,2013
711,1874,인플루언스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73478,https://ssl.pstatic.net/imgmovie/mdi/mit110/0734/73478_P05_181017.jpg,2010,['이재규'],"['이병헌', '한채영', '조재현', '전노민', '김태우', '이제훈', '박병은']",6.00,2010
715,1890,딥,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163663,https://ssl.pstatic.net/imgmovie/mdi/mit110/1636/163663_P15_095410.jpg,2017,['줄리오 소토 거피드'],"['심규혁', '사문영', '이인성', '이지현']",8.05,2017
719,1905,원더풀 데이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31574,https://ssl.pstatic.net/imgmovie/mdi/mit110/0315/31574_P27_113321.jpg,2003,['김문생'],"['장민혁', '한신', '공경은']",7.19,2003
721,1912,일라이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70000,https://ssl.pstatic.net/imgmovie/mdi/mit110/0700/70000_P46_110528.jpg,2010,"['알버트 휴즈', '알렌 휴즈']","['덴젤 워싱턴', '게리 올드만']",7.22,2010
724,1914,마마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79565,https://ssl.pstatic.net/imgmovie/mdi/mit110/0795/79565_P45_170006.jpg,2011,['최익환'],"['엄정화', '김해숙', '유해진', '전수경', '류현경', '이형석']",7.88,2011
729,1917,가족의 탄생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56447,https://ssl.pstatic.net/imgmovie/mdi/mit110/0564/E6447-01.jpg,2006,['김태용'],"['문소리', '고두심', '엄태웅', '공효진', '김혜옥', '봉태규', '정유미']",8.59,2006
731,1920,라이어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37899,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7899-00.jpg,2004,['김경형'],"['주진모', '공형진', '송선미', '서영희', '손현주', '임현식']",7.52,2004
733,1921,우리 집에 왜 왔니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51957,https://ssl.pstatic.net/imgmovie/mdi/mit110/0519/E1957-01.jpg,2009,['황수아'],"['박희순', '강혜정']",8.33,2009
735,1933,메카닉,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71769,https://ssl.pstatic.net/imgmovie/mdi/mit110/0717/71769_P35_172615.jpg,2011,['사이먼 웨스트'],"['제이슨 스타뎀', '벤 포스터']",8.13,2011
736,1934,프리즌 이스케이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193804,https://ssl.pstatic.net/imgmovie/mdi/mit110/1938/193804_P04_105152.jpg,2020,['프란시스 아난'],"['다니엘 래드클리프', '다니엘 웨버']",8.34,2020
743,1966,13일의 금요일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49857,https://ssl.pstatic.net/imgmovie/mdi/mit110/0498/D9857-00.jpg,2009,['마커스 니스펠'],"['제러드 파달렉키', '다니엘 파나베이커', '아만다 리게티']",6.30,2009
745,1974,한나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76456,https://ssl.pstatic.net/imgmovie/mdi/mit110/0764/76456_P10_172957.jpg,2011,['조 라이트'],"['시얼샤 로넌', '에릭 바나', '케이트 블란쳇']",6.17,2011
750,1982,헬보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164200,https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164200_P05_105455.jpg,2019,['닐 마샬'],"['데이빗 하버', '밀라 요보비치']",6.80,2019
755,1984,드림캐쳐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33175,https://ssl.pstatic.net/imgmovie/mdi/mit110/0331/C3175-00.jpg,2003,['로렌스 캐스단'],"['모건 프리먼', '토마스 제인', '제이슨 리', '데미안 루이스', '티모시 올리펀트', '톰 시즈모어', '도니 월버그']",6.81,2003
761,1995,비스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179875,https://ssl.pstatic.net/imgmovie/mdi/mit110/1798/179875_P37_142918.jpg,2019,['이정호'],"['이성민', '유재명', '전혜진', '최다니엘']",5.19,2019
767,1998,참을 수 없는 사랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36846,https://ssl.pstatic.net/imgmovie/mdi/mit110/0368/C6846-00.jpg,2003,['조엘 코엔'],"['조지 클루니', '캐서린 제타 존스']",6.32,2003
775,2017,엄마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214665,https://ssl.pstatic.net/imgmovie/mdi/mit110/2146/214665_P17_140143.jpg,2022,['아이리스 심'],"['산드라 오', '피벨 스튜어트']",3.97,2022
783,2039,디어 존,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71623,https://ssl.pstatic.net/imgmovie/mdi/mit110/0716/71623_P35_191758.jpg,2010,['라세 할스트롬'],"['채닝 테이텀', '아만다 사이프리드']",6.82,2010
785,2050,골든 에이지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65091,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5091-00.jpg,2007,['세자르 카푸르'],['케이트 블란쳇'],6.52,2007
788,2052,커넥트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50580,https://ssl.pstatic.net/imgmovie/mdi/mit110/0505/E0580-01.jpg,2008,['진목승'],"['고천락', '서희원', '장가휘']",7.32,2008
791,2054,프리즈너스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100203,https://ssl.pstatic.net/imgmovie/mdi/mit110/1002/100203_P17_151420.jpg,2013,['드니 빌뇌브'],"['휴 잭맨', '제이크 질렌할']",8.14,2013
793,2058,팬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119431,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119431_P11_135004.jpg,2015,['조 라이트'],"['휴 잭맨', '가렛 헤드룬드', '루니 마라', '리바이 밀러', '아만다 사이프리드']",7.78,2015
795,2061,플라이 미 투 더 문,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50610,https://ssl.pstatic.net/imgmovie/mdi/mit110/0506/E0610-01.jpg,2008,['벤 스타센'],"['트레버 객넌', '필립 볼든', '데이빗 고어']",5.87,2008
797,2065,저지 걸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=35941,https://ssl.pstatic.net/imgmovie/mdi/mit110/0359/C5941-00.jpg,2004,['케빈 스미스'],"['벤 애플렉', '리브 타일러', '라켈 카스트로']",8.17,2004
803,2100,채비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162932,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162932_P40_134805.jpg,2017,['조영준'],"['고두심', '김성균']",8.72,2017
806,2104,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1334/133496_P32_105520.jpg,2016,['케빈 레이놀즈'],"['톰 펠튼', '조셉 파인즈', '클리프 커티스']",8.40,2016
809,2118,사마리아,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37757,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7757-00.jpg,2004,['김기덕'],"['이얼', '곽지민', '서민정']",6.91,2004
813,2127,그랑프리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74425,https://ssl.pstatic.net/imgmovie/mdi/mit110/0744/74425_P29_223112.jpg,2010,['양윤호'],"['김태희', '양동근']",7.26,2010
817,2128,히트맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44864,https://ssl.pstatic.net/imgmovie/mdi/mit110/0448/D4864-00.jpg,2007,['자비에르 젠스'],"['티모시 올리펀트', '더그레이 스콧', '올가 쿠릴렌코']",8.09,2007
821,2128,히트맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44864,https://ssl.pstatic.net/imgmovie/mdi/mit110/0448/D4864-00.jpg,2007,['자비에르 젠스'],"['티모시 올리펀트', '더그레이 스콧', '올가 쿠릴렌코']",8.09,2007
826,2136,렛 미 인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49726,https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/49726_P38_111222.jpg,2010,['맷 리브스'],"['코디 스밋 맥피', '클로이 모레츠', '리차드 젠킨스']",8.05,2010
831,2146,사랑니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36055,https://ssl.pstatic.net/imgmovie/mdi/mit110/0360/C6055-01.jpg,2005,['정지우'],"['김정은', '이태성']",5.64,2005
837,2166,더 큐어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143372_P13_151006.jpg,2017,['고어 버빈스키'],"['데인 드한', '제이슨 아이삭스', '셀리아 아임리', '미아 고스']",7.22,2017
838,2169,니코,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51775,https://ssl.pstatic.net/imgmovie/mdi/mit110/0517/E1775-01.jpg,2008,"['마이클 해트너', '캐리 주스넌']","['한누-펙카 뵤르크만', '부오코 호바타', '올리 얀투넨']",8.01,2008
844,2174,데스 레이스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47407,https://ssl.pstatic.net/imgmovie/mdi/mit110/0474/D7407-00.jpg,2008,['폴 앤더슨'],"['제이슨 스타뎀', '타이레스 깁슨']",8.58,2008
849,2191,더 레이븐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82487,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82487_P39_114024.jpg,2012,['제임스 맥티그'],"['존 쿠삭', '루크 에반스', '앨리스 이브']",6.80,2012
855,2210,웰컴 투 더 정글,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37464,https://ssl.pstatic.net/imgmovie/mdi/mit110/0374/37464_P21_143513.jpg,2003,['피터 버그'],"['드웨인 존슨', '숀 윌리엄 스코트', '크리스토퍼 월켄', '로사리오 도슨', '이완 브렘너', '존 그리스']",7.73,2003
861,2226,발리언트(애니),https://movie.naver.com/movie/bi/mi/basic.nhn?code=42584,https://ssl.pstatic.net/imgmovie/mdi/mit110/0425/D2584-00.jpg,2005,['게리 채프먼'],"['이완 맥그리거', '릭키 제바이스']",6.56,2005
867,2242,헬프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82432,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82432_P00_140907.jpg,2011,['테이트 테일러'],"['엠마 스톤', '비올라 데이비스', '옥타비아 스펜서', '브라이스 달라스 하워드', '제시카 차스테인']",9.42,2011
869,2250,키친,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67562,https://ssl.pstatic.net/imgmovie/mdi/mit110/0675/F7562-01.jpg,2009,['홍지영'],"['신민아', '김태우', '주지훈']",6.42,2009
874,2260,크롤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183803_P14_153255.jpg,2019,['알렉산드르 아야'],"['카야 스코델라리오', '배리 페퍼']",6.35,2019
879,2267,꽃보다 남자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46874,https://ssl.pstatic.net/imgmovie/mdi/mit110/0468/D6874-00.jpg,2008,['이시이 야스하루'],"['이노우에 마오', '마츠모토 준', '오구리 슌', '마츠다 쇼타', '아베 츠요시']",8.46,2008
881,2268,나이트메어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70883,https://ssl.pstatic.net/imgmovie/mdi/mit110/0708/70883_P10_103927.jpg,2010,['사무엘 베이어'],"['잭키 얼 헤일리', '카일 갈너', '루니 마라', '케이티 캐시디', '토마스 데커', '켈란 루츠', '클랜시 브라운', '코니 브리튼', '리아 D. 모텐슨']",5.81,2010
887,2290,연리지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43495,https://ssl.pstatic.net/imgmovie/mdi/mit110/0434/D3495-01.jpg,2006,['김성중'],"['최지우', '조한선']",5.20,2006
889,2307,은장도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37052,https://ssl.pstatic.net/imgmovie/mdi/mit110/0370/C7052-00.jpg,2003,['김성덕'],"['신애', '오지호', '윤다훈', '송선미']",4.06,2003
891,2310,쉘 위 댄스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37743,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7743-00.jpg,2004,['피터 첼섬'],"['리차드 기어', '제니퍼 로페즈']",7.11,2004
895,2321,두 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73396,https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73396_P12_152900.jpg,2010,['정윤수'],"['신은경', '정준호', '심이영']",6.57,2010
901,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146534,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146534_P16_104225.jpg,2016,['최승호'],"['최승호', '김기춘', '원세훈']",9.29,2016
905,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146534,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146534_P16_104225.jpg,2016,['최승호'],"['최승호', '김기춘', '원세훈']",9.29,2016
907,2330,맨홀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117863,https://ssl.pstatic.net/imgmovie/mdi/mit110/1178/117863_P21_101609.jpg,2014,['신재영'],"['정경호', '정유미', '김새론']",3.74,2014
918,2375,더 박스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225034,https://ssl.pstatic.net/imgmovie/mdi/mit110/2250/225034_P01_094841.jpg,2021,['사샤 시블리'],['앤드류 엡리슨'],0.00,2021
921,2376,겟 썸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47359,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/D7359-00.jpg,2008,['제프 와드로'],"['숀 패리스', '앰버 허드']",8.58,2008
923,2385,블랙아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38275,https://ssl.pstatic.net/imgmovie/mdi/mit110/0382/C8275-00.jpg,2005,['필립 카우프만'],"['애슐리 쥬드', '사무엘 L. 잭슨', '앤디 가르시아']",4.77,2005
929,2396,죽여주는 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146508,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146508_P01_135729.jpg,2016,['이재용'],"['윤여정', '전무송', '윤계상']",8.83,2016
935,2406,데블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76037,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76037_P16_101835.jpg,2010,['존 에릭 도들'],"['크리스 메시나', '로건 마샬 그린', '제니 오하라', '보자나 노바코빅', '보킴 우드바인', '제프리 아렌드', '제이콥 바가스', '맷 크레이븐']",7.44,2010
938,2437,로스트 시티,https://movie.naver.com/movie/bi/mi/basic.nhn?code=212098,https://ssl.pstatic.net/imgmovie/mdi/mit110/2120/212098_P15_142254.jpg,2022,"['아론 니', '애덤 니']","['산드라 블록', '채닝 테이텀', '다니엘 래드클리프']",6.12,2022
942,2459,금발이 너무해 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36698,https://ssl.pstatic.net/imgmovie/mdi/mit110/0366/C6698-00.jpg,2003,['찰스 허먼 움펠드'],['리즈 위더스푼'],6.35,2003
945,2465,언더워터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160437,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160437_P12_134245.jpg,2020,['윌리엄 유뱅크'],"['제시카 헨윅', '크리스틴 스튜어트', 'T.J. 밀러', '뱅상 카셀', '존 갤러거 주니어']",7.09,2020
947,2466,걸프렌즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70666,https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70666_P34_174705.jpg,2009,['강석범'],"['강혜정', '한채영', '허이재', '배수빈', '조은지', '김혜옥']",4.90,2009
951,2470,히트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85697,https://ssl.pstatic.net/imgmovie/mdi/mit110/0856/85697_P12_165609.jpg,2011,['이성한'],"['한재석', '송영창', '정성화', '박성웅', '이하늬', '윤택', '마르코']",3.60,2011
953,2473,할로윈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,2018,['데이빗 고든 그린'],"['주디 그리어', '제이미 리 커티스']",6.25,2018
955,2474,21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69040,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/F9040-00.jpg,2008,['로버트 루케틱'],"['짐 스터게스', '케이트 보스워스', '아론 유', '리자 라피라', '제이콥 피츠', '조시 게드', '샘 골자리', '로렌스 피시번', '케빈 스페이시']",8.03,2008
957,2480,디바,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177039,https://ssl.pstatic.net/imgmovie/mdi/mit110/1770/177039_P56_113324.jpg,2020,['조슬예'],"['신민아', '이유영']",6.09,2020
959,2485,울트라바이올렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38930,https://ssl.pstatic.net/imgmovie/mdi/mit110/0389/C8930-01.jpg,2006,['커트 위머'],['밀라 요보비치'],5.77,2006
967,2501,바람이 분다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103704,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103704_P08_151520.jpg,2013,['미야자키 하야오'],"['안노 히데아키', '타키모토 미오리']",5.27,2013
971,2511,선샤인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58155,https://ssl.pstatic.net/imgmovie/mdi/mit110/0581/E8155-00.jpg,2007,['대니 보일'],"['로즈 번', '클리프 커티스', '크리스 에반스', '트로이 가리티', '킬리언 머피', '사나다 히로유키', '마크 스트롱', '베네딕트 웡', '양자경']",7.57,2007
975,2524,원더랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168086,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168086_P01_105302.jpg,2019,['딜런 브라운'],"['소연', '장민혁', '안장혁', '안소이', '제니퍼 가너', '밀라 쿠니스', '켄 정', '브리아나 덴스키']",8.39,2019
991,2568,맥베스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113364,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113364_P44_153548.jpg,2015,['저스틴 커젤'],"['마이클 패스벤더', '마리옹 꼬띠아르']",7.83,2015
995,2584,나탈리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75735,https://ssl.pstatic.net/imgmovie/mdi/mit110/0757/75735_P16_110428.jpg,2010,['주경중'],"['이성재', '김지훈', '박민경', '김기연']",4.72,2010
1001,2595,빈집,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39134,https://ssl.pstatic.net/imgmovie/mdi/mit110/0391/C9134-00.jpg,2004,['김기덕'],"['이승연', '재희', '권혁호']",7.94,2004
1006,2612,스텔라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222280,https://ssl.pstatic.net/imgmovie/mdi/mit110/2222/222280_P01_170302.jpg,2022,['다렌 나폰세'],,0.00,2022
1009,2613,프리스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66506,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/66506_P05_110515.jpg,2011,['스콧 찰스 스튜어트'],"['폴 베타니', '매기 큐']",6.35,2011
1011,2619,루이스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178214,https://ssl.pstatic.net/imgmovie/mdi/mit110/1782/178214_P10_102058.jpg,2018,"['울프강 라우엔슈타인', '크리스토프 라우엔슈타인']","['폴 타이랙', '캘럼 말로니', '더모트 마제니스', '이안 코핑거']",8.94,2018
1016,2625,아미티빌 호러,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40552,https://ssl.pstatic.net/imgmovie/mdi/mit110/0405/D0552-00.jpg,2005,['앤드류 더글러스'],"['라이언 레이놀즈', '멜리사 조지', '제시 제임스', '지미 베넷', '클로이 모레츠']",6.99,2005
