,순번,영화명,네이버URL,이미지URL,연도,감독,출연,평점
593,2960,슈퍼처방전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120565,https://ssl.pstatic.net/imgmovie/mdi/mit110/1205/120565_P10_150608.jpg,2014,['대니 분'],"['대니 분', '카드 므라드', '엘리스 폴']",8.07
594,2962,어제 일은 모두 괜찮아,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173842,https://ssl.pstatic.net/imgmovie/mdi/mit110/1738/173842_P12_112840.jpg,2019,['이성한'],"['김재철', '윤찬영', '손상연', '김민주', '김진영']",8.8
595,2963,극장판 토마스와 친구들: 안개섬 구출작전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84190,https://ssl.pstatic.net/imgmovie/mdi/mit110/0841/84190_P26_163723.jpg,2010,['그렉 티어난'],"['신용우', '엄상현', '전태열', '김은아']",7.15
596,2964,누구에게나 찬란한,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123386,https://ssl.pstatic.net/imgmovie/mdi/mit110/1233/123386_P16_105105.jpg,2014,['임유철'],"['김남길', '김태근', '박철우', '신성훈']",9.4
597,2967,슬립리스: 크리미널 나이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140257,https://ssl.pstatic.net/imgmovie/mdi/mit110/1402/140257_P19_104225.jpg,2017,['바란 보 오다르'],"['제이미 폭스', '미셸 모나한', '데이빗 하버', '더모트 멀로니', '가브리엘 유니온']",6.2
598,2969,미스 스티븐스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=147045,https://ssl.pstatic.net/imgmovie/mdi/mit110/1470/147045_P13_095432.jpg,2016,['줄리아 하트'],"['릴리 레이브', '티모시 샬라메', '릴리 라인하트', '앤서니 퀸틀']",8.03
599,2972,프리! 더 파이널 스트로크 후편,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217742,https://ssl.pstatic.net/imgmovie/mdi/mit110/2177/217742_P06_172114.jpg,2021,['카와나미 에이사쿠'],"['시마자키 노부나가', '스즈키 타츠히사', '미야노 마모루', '우치야마 코우키']",8.61
600,2973,꼬마영웅 바비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171441,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171441_P12_164925.jpg,2016,['지안밍 후앙'],"['캐리 월그렌', '체비 체이스', '존 헤저', '안토니 파딜라', '이안 헤콕스', '젠 맥앨리스터', '김명준', '최낙윤', '안현서', '이인석', '김주호', '김민성']",7.94
601,2974,체리마호: 30살까지 동정이면 마법사가 될 수 있대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213471,https://ssl.pstatic.net/imgmovie/mdi/mit110/2134/213471_P11_113350.jpg,2022,['카자마 히로키'],"['아카소 에이지', '마치다 케이타', '아사카 코다이', '유타로']",8.72
602,2975,섬. 사라진 사람들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120188,https://ssl.pstatic.net/imgmovie/mdi/mit110/1201/120188_P29_100625.jpg,2015,['이지승'],"['박효주', '배성우', '이현욱']",7.86
603,2978,드림빌더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200179,https://ssl.pstatic.net/imgmovie/mdi/mit110/2001/200179_P14_180618.jpg,2019,['킴 하겐 젠슨'],,7.9
604,2979,드래곤볼 슈퍼: 슈퍼 히어로,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217038,https://ssl.pstatic.net/imgmovie/mdi/mit110/2170/217038_P18_173633.png,2022,['코다마 테츠로'],"['노자와 마사코', '후루카와 토시오', '미나구치 유코', '호리카와 료', '카미야 히로시', '미야노 마모루']",8.99
605,2980,아이 앰 히스 레저,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161963,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161963_P01_092449.jpg,2017,"['아드리안 부이텐후이스', '데릭 머레이']",['<b>히스</b> <b>레저</b>'],9.09
606,2982,비포 : 치즈와 초콜릿을 찾아서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125837,https://ssl.pstatic.net/imgmovie/mdi/mit110/1258/125837_P01_152409.jpg,2013,['이도 엔젤'],,5.92
607,2984,아이들은 즐겁다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203468,https://ssl.pstatic.net/imgmovie/mdi/mit110/2034/203468_P10_175621.jpg,2020,['이지원'],"['이경훈', '박예찬', '홍정민', '박시완', '옥예린']",9.39
608,2986,무민 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131099,https://ssl.pstatic.net/imgmovie/mdi/mit110/1310/131099_P15_103728.jpg,2014,['자비에르 피카드'],"['마리아 시드', '매츠 랑백카', '크리스토퍼 검머러스', '알마 포이스티', '라그니 그뢴블롬', 'C.G. 웬젤', '카를 크리스티안 룬드만']",7.92
609,2987,트와이스랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180361,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180361_P01_111045.jpg,2018,,"['나연', '정연', '모모', '사나', '지효', '미나', '다현', '채영', '쯔위']",9.17
610,2988,신서유기 : 몽키킹의 부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143250,https://ssl.pstatic.net/imgmovie/mdi/mit110/1432/143250_P11_135846.jpg,2015,['텐 샤오펑'],"['성룡', '장뢰', '임자걸', '조연우', '오은수', '신정훈', '박상우', '이민형', '방지원']",7.6
611,2989,스페이스 잼: 새로운 시대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203678,https://ssl.pstatic.net/imgmovie/mdi/mit110/2036/203678_P00_161020.jpg,2021,['말콤 D. 리'],"['르브론 제임스', '돈 치들', '젠데이아 콜먼', '소네쿠아 마틴 그린', '제프 버그먼', '에릭 바우사']",7.73
612,2990,액슬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167481,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167481_P05_145414.jpg,2018,['올리버 달리'],"['알렉스 뉴이스테터', '베키 지', '토마스 제인', '도미닉 레인스']",7.02
613,2991,택스 콜렉터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196373,https://ssl.pstatic.net/imgmovie/mdi/mit110/1963/196373_P16_173623.jpg,2020,['데이비드 에이어'],"['바비 소토', '샤이아 라보프']",4.24
614,2993,스페이스 치킨: 마법 부적의 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169649,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169649_P16_180539.jpg,2017,"['에두와르도 슐츠', '알렉스 오렐']","['류승곤', '이인석', '이명희', '안현서']",7.48
615,2994,이디야와 얼음왕국의 전설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=110127,https://ssl.pstatic.net/imgmovie/mdi/mit110/1101/110127_P02_104521.jpg,2013,['낸시 플로렌스 사바르'],"['팀 로존', '레이첼 르페브르']",6.02
616,2998,버스 657,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131579,https://ssl.pstatic.net/imgmovie/mdi/mit110/1315/131579_P07_163324.jpg,2015,['스콧 만'],"['데이브 바티스타', '로버트 드 니로', '제프리 딘 모건', '케이트 보스워스']",7.97
617,2999,인카네이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118965,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118965_P03_100050.jpg,2016,['브래드 페이튼'],"['아론 에크하트', '데이비드 매주즈', '캐리스 밴 허슨']",6.46
618,3000,초[민망한]능력자들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70395,https://ssl.pstatic.net/imgmovie/mdi/mit110/0703/70395_P28_102910.jpg,2009,['그랜트 헤슬로브'],"['조지 클루니', '제프 브리지스', '이완 맥그리거', '케빈 스페이시']",6.24
619,3001,본타: 땅콩왕국의 전설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=115701,https://ssl.pstatic.net/imgmovie/mdi/mit110/1157/115701_P13_171122.jpg,2013,['레오 리'],['오뢰'],5.71
620,3002,옐로우버드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131100,https://ssl.pstatic.net/imgmovie/mdi/mit110/1311/131100_P13_152822.jpg,2014,['크리스티앙 드 비타'],"['세스 그린', '다코타 패닝', '대니 글로버', '아르튀르 뒤퐁', '사라 포레스티에', '브루노 살로몬']",8.05
621,3005,당신자신과 당신의 것,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151154,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151154_P01_105242.jpg,2016,['홍상수'],"['김주혁', '이유영', '김의성', '권해효', '유준상']",7.02
622,3007,"불량소녀, 너를 응원해!",https://movie.naver.com/movie/bi/mi/basic.nhn?code=138877,https://ssl.pstatic.net/imgmovie/mdi/mit110/1388/138877_P13_104743.jpg,2015,['도이 노부히로'],['아리무라 카스미'],9.21
623,3008,이별계약,https://movie.naver.com/movie/bi/mi/basic.nhn?code=105002,https://ssl.pstatic.net/imgmovie/mdi/mit110/1050/105002_P04_164826.jpg,2013,['오기환'],"['펑위옌', '바이바이허', '장경부']",8.36
624,3009,나는 나를 해고하지 않는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194074,https://ssl.pstatic.net/imgmovie/mdi/mit110/1940/194074_P15_151559.jpg,2020,['이태겸'],"['유다인', '오정세']",8.04
625,3010,나라타주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163670,https://ssl.pstatic.net/imgmovie/mdi/mit110/1636/163670_P13_095222.jpg,2017,['유키사다 이사오'],"['마츠모토 준', '아리무라 카스미', '사카구치 켄타로']",6.38
626,3011,"괜찮아요, 미스터 브래드",https://movie.naver.com/movie/bi/mi/basic.nhn?code=163832,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163832_P16_142344.jpg,2017,['마이크 화이트'],['벤 스틸러'],8.45
627,3012,로빈슨의 언더워터 어드벤처,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179127,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179127_P15_134305.jpg,2018,"['막심 볼코브', '비탈리 무카메지아노브']","['김명준', '이인석', '신한호', '김정훈', '신경선', '김유림', '안현서']",6.19
628,3014,유랑지구,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181104,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181104_P18_101445.jpg,2019,['곽범'],"['굴초소', '조금맥', '오경']",5.72
629,3017,미라클 프롬 헤븐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140787,https://ssl.pstatic.net/imgmovie/mdi/mit110/1407/140787_P28_142814.jpg,2016,['패트리시아 리건'],"['제니퍼 가너', '마틴 헨더슨', '카일리 로저스']",8.34
630,3018,이 멋진 세계에 축복을! 붉은 전설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181287,https://ssl.pstatic.net/imgmovie/mdi/mit110/1812/181287_P01_132359.jpg,2019,['카나사키 타카오미'],"['아마미야 소라', '타카하시 리에', '카야노 아이', '토요사키 아키', '후쿠시마 준']",8.58
631,3019,비틀스: 에잇 데이즈 어 위크 - 투어링 이어즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152266,https://ssl.pstatic.net/imgmovie/mdi/mit110/1522/152266_P09_134005.jpg,2016,['론 하워드'],"['존 레논', '폴 매카트니', '조지 해리슨', '링고 스타']",8.99
632,3020,킨: 더 비기닝,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171466_P13_134121.jpg,2018,"['조나단 베이커', '조쉬 베이커']","['조 크라비츠', '데니스 퀘이드', '잭 레이너', '마일스 트루잇']",6.62
633,3021,위험한 패밀리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95808,https://ssl.pstatic.net/imgmovie/mdi/mit110/0958/95808_P16_175029.jpg,2013,['뤽 베송'],"['로버트 드 니로', '미셸 파이퍼', '토미 리 존스']",8.4
634,3024,꼬마 보트 토토: 타요 타요 배 타요,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175614,https://ssl.pstatic.net/imgmovie/mdi/mit110/1756/175614_P08_112634.jpg,2017,['시멘 알스빅'],['마리 블로쿠스'],6.14
635,3025,뚜르: 내 생애 최고의 49일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142304,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142304_P84_105354.jpg,2016,"['임정하', '전일우', '박형준', '김양래']","['이윤혁', '이장훈', '윤학병', '임영석', '이남규']",9.22
636,3026,태양을 쏴라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109987,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109987_P08_174727.jpg,2014,['김태식'],"['강지환', '윤진서']",4.0
637,3027,빌리어네어 보이즈클럽,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144987,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144987_P46_103649.jpg,2018,['제임스 콕스'],"['안셀 엘고트', '태런 에저튼']",4.9
638,3029,밀리언 웨이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103770,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103770_P09_111501.jpg,2014,['세스 맥팔레인'],"['아만다 사이프리드', '샤를리즈 테론', '리암 니슨', '세스 맥팔레인', '지오바니 리비시', '닐 패트릭 해리스', '사라 실버맨']",7.37
639,3031,두레소리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72631,https://ssl.pstatic.net/imgmovie/mdi/mit110/0726/72631_P00_160349.jpg,2011,['조정래'],"['김슬기', '조아름', '함현상', '최은영', '임하늬', '최은혜']",8.82
640,3032,스윗 프랑세즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103331,https://ssl.pstatic.net/imgmovie/mdi/mit110/1033/103331_P17_144340.jpg,2014,['사울 딥'],"['미셸 윌리엄스', '마고 로비', '크리스틴 스콧 토마스', '마티아스 쇼에나에츠']",9.1
641,3033,엘리아스 : 바다의 보물을 찾아라!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=126378,https://ssl.pstatic.net/imgmovie/mdi/mit110/1263/126378_P04_144820.jpg,2010,['리스 오스볼'],"['데니스 스토헤이', '엘리자베스 모버그']",8.08
642,3034,판타스틱 부니베어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146331,https://ssl.pstatic.net/imgmovie/mdi/mit110/1463/146331_P12_120910.jpg,2016,['정량'],"['조연우', '신정훈', '박상우', '오은수', '송영인', '방지원']",6.72
643,3036,몬테크리스토: 더 뮤지컬 라이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203095,https://ssl.pstatic.net/imgmovie/mdi/mit110/2030/203095_P01_103506.jpg,2020,['오윤동'],"['카이', '린아', '김준현', '이종문', '최성원', '이상준', '김영주', '신재범', '최지혜']",9.34
644,3037,어떤살인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130755,https://ssl.pstatic.net/imgmovie/mdi/mit110/1307/130755_P35_153123.jpg,2015,['안용훈'],"['윤소이', '신현빈', '임서주', '김혁']",7.53
645,3039,100% 울프: 푸들이 될 순 없어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=195370,https://ssl.pstatic.net/imgmovie/mdi/mit110/1953/195370_P10_175644.jpg,2020,['알렉스 슈타더만'],,8.52
646,3040,룸 쉐어링,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216171,https://ssl.pstatic.net/imgmovie/mdi/mit110/2161/216171_P13_111658.jpg,2021,['이순성'],"['나문희', '최우성']",8.46
647,3041,호비와 쿠우의 어드벤처 : 고래의 노래,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122516,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122516_P00_111231.jpg,2014,"['히라바야시 이사무', '히로시 카와마타']","['미나미 오미', '미키 타카하시', '야마자키 타쿠미']",7.12
648,3043,프렌즈: 둥지탈출,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184253,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184253_P10_155905.jpg,2019,"['안드레아 블록', '크리스티안 하스']","['케이트 윈슬렛', '윌렘 대포', '조쉬 키튼']",8.55
649,3045,파이널 포트레이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156195,https://ssl.pstatic.net/imgmovie/mdi/mit110/1561/156195_P18_180740.jpg,2017,['스탠리 투치'],"['제프리 러쉬', '아미 해머', '클레멘스 포시', '토니 샬호브']",7.79
650,3047,하늘이 보내준 딸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88783,https://ssl.pstatic.net/imgmovie/mdi/mit110/0887/88783_P00_151811.jpg,2011,['A.L. 비자이'],"['치얀 비크람', '사라 아준']",8.65
651,3048,잉투기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=105289,https://ssl.pstatic.net/imgmovie/mdi/mit110/1052/105289_P49_135025.jpg,2013,['엄태화'],"['엄태구', '류혜영', '권율']",7.56
652,3049,프린스 챠밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222535,https://ssl.pstatic.net/imgmovie/mdi/mit110/2225/222535_P37_182558.jpg,2018,['로스 베노커'],"['데미 로바토', '윌머 발더라마', '시아', '에이브릴 라빈', '애슐리 티스데일', '등자기']",6.34
653,3050,비스트 앵콜 콘서트 3D,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92543,https://ssl.pstatic.net/imgmovie/mdi/mit110/0925/92543_P03_122027.jpg,2012,['손석'],['<b>비스트</b>'],8.99
654,3052,잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=209094,https://ssl.pstatic.net/imgmovie/mdi/mit110/2090/209094_P00_163402.jpg,2021,['페포니뮤직'],,0.0
655,3053,토니스토리2: 고철왕국의 친구들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174878,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174878_P11_143134.jpg,2017,"['토머스 보덴스테인', '마커스 하먼']","['신정훈', '이민형', '오은수', '송영인']",5.93
656,3054,주문은 토끼입니까?? ~디어 마이 시스터~,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170427,https://ssl.pstatic.net/imgmovie/mdi/mit110/1704/170427_P01_161851.jpg,2017,['하시모토 히로유키'],"['사쿠라 아야네', '미나세 이노리', '타네다 리사', '사토 사토미', '우치다 마아야']",4.85
657,3058,호비와 동화나라 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=147886,https://ssl.pstatic.net/imgmovie/mdi/mit110/1478/147886_P10_141420.jpg,2016,['히라바야시 이사무'],"['미나미 오미', '미키 타카하시', '야마자키 타쿠미', '스기모토 사오리', '이나바 미노루', '키자키 유리아', '키모토 카논']",8.59
658,3059,사마에게,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184571,https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184571_P12_113920.jpg,2019,"['와드 알-카팁', '에드워드 와츠']","['와드 알-카팁', '사마 알-카팁', '함자 알-카팁']",9.21
659,3060,7년-그들이 없는 언론,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146526,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146526_P04_162620.jpg,2016,['김진혁'],"['강지웅', '권성민', '권석재', '노종면', '박성제', '박성호', '박진수', '우장균', '이근행', '이용마', '정영하', '정유신', '조승호', '최승호', '현덕수', '이정호', '이채훈', '정대균', '조상운', '황일송']",8.44
660,3061,헤이트 발렌타인데이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=55161,https://ssl.pstatic.net/imgmovie/mdi/mit110/0551/55161_P12_165209.jpg,2009,['니아 발다로스'],"['니아 발다로스', '존 코베트']",5.86
661,3062,오드 토머스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84217,https://ssl.pstatic.net/imgmovie/mdi/mit110/0842/84217_P13_112027.jpg,2013,['스티븐 소머즈'],"['안톤 옐친', '윌렘 대포', '애디슨 팀린', '레오노어 바레라', '애슐리 소머즈']",7.89
662,3063,바니부기: 드래곤 에그를 찾아서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177507,https://ssl.pstatic.net/imgmovie/mdi/mit110/1775/177507_P00_113843.jpg,2017,['리양우'],"['오은수', '신정훈', '조연우', '방지원', '송영인', '박상우']",7.3
663,3065,아기곰 보보 구출 대작전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163664,https://ssl.pstatic.net/imgmovie/mdi/mit110/1636/163664_P05_152741.jpg,2016,['라스무스 A. 실버르센'],"['조연우', '박상우', '신정훈', '방지원', '오은수', '허성재']",7.54
664,3066,가구야공주 이야기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103708,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103708_P01_104130.jpg,2013,['다카하타 이사오'],"['아사쿠라 아키', '코라 켄고']",8.18
665,3067,천룡팔부: 교봉전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225697,https://ssl.pstatic.net/imgmovie/mdi/mit110/2256/225697_P21_172202.jpg,2022,['견자단'],"['견자단', '진옥기']",7.4
666,3071,소와 함께 여행하는 법,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74522,https://ssl.pstatic.net/imgmovie/mdi/mit110/0745/74522_P48_120300.jpg,2010,['임순례'],"['김영필', '공효진', '먹보']",7.06
667,3072,빅 배드 폭스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166807,https://ssl.pstatic.net/imgmovie/mdi/mit110/1668/166807_P03_140606.jpg,2017,"['파트릭 암베르', '벤자민 레너']","['카메레 압둘사독', '쥘 비앙브뉘']",8.78
668,3073,김군,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179506,https://ssl.pstatic.net/imgmovie/mdi/mit110/1795/179506_P28_145226.jpg,2018,['강상우'],"['<b>김군</b>', '지만원']",8.16
669,3075,광대: 소리꾼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189118,https://ssl.pstatic.net/imgmovie/mdi/mit110/1891/189118_P95_152937.jpg,2020,['조정래'],"['이봉근', '이유리', '김하연', '박철민', '김동완', '김민준']",8.46
670,3076,송가인 더 드라마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202381,https://ssl.pstatic.net/imgmovie/mdi/mit110/2023/202381_P00_115140.jpg,2021,"['이태슬', '김성윤']",['<b>송가</b>인'],9.07
671,3079,예전부터 계속 좋아했어. ~고백실행위원회~,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150338,https://ssl.pstatic.net/imgmovie/mdi/mit110/1503/150338_P14_104128.jpg,2016,['야나기자와 테츠야'],"['카미야 히로시', '토마츠 하루카', '카지 유우키', '아스미 카나', '스즈무라 켄이치', '토요사키 아키', '요나가 츠바사', '하나에 나츠키', '미도리카와 히카루', '아마미야 소라']",7.96
672,3080,토마스와 친구들: 선로 위의 영웅,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75526,https://ssl.pstatic.net/imgmovie/mdi/mit110/0755/75526_P08_144742.jpg,2009,['그렉 티어난'],"['마이클 안젤리스', '마이클 브랜든']",6.53
673,3082,초미의 관심사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189119,https://ssl.pstatic.net/imgmovie/mdi/mit110/1891/189119_P33_165600.jpg,2019,['남연우'],"['조민수', '치타']",7.43
674,3083,위 베어 베어스: 베이비 베어스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174806,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174806_P01_095311.jpg,2018,['매니 에르난데스'],"['이재현', '조경이', '안영미']",7.86
675,3087,헤로니모,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189054,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189054_P13_104111.jpg,2019,['전후석'],"['<b>헤로니모</b> 임', '전후석']",9.44
676,3088,십계: 구원의 길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153941,https://ssl.pstatic.net/imgmovie/mdi/mit110/1539/153941_P31_163251.jpg,2015,['알렉상드르 아반치니'],"['길예르미 윈터', '세르지오 마로네', '카밀라 로드리게즈', '지젤 이티에']",6.81
677,3089,매직키드 보보,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159407,https://ssl.pstatic.net/imgmovie/mdi/mit110/1594/159407_P12_095824.jpg,2016,['니잠 라작'],,7.35
678,3090,내친구호비 극장판 호비와 매직아일랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174811,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174811_P01_143158.jpg,2018,"['히로시 카와마타', '히로 타카시마']","['오은수', '송영인', '방지원', '신정훈']",9.1
679,3092,마왕의 딸 이리샤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179461,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179461_P06_103645.JPG,2018,['장형윤'],"['천우희', '심희섭']",6.2
680,3093,극장판 살아남기 시리즈: 인체에서 살아남기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218758,https://ssl.pstatic.net/imgmovie/mdi/mit110/2187/218758_P15_102408.jpg,2021,"['나스카와 미츠루', '이리요시 사토루']","['김현지', '여민정', '남도형']",9.23
681,3095,아기돼지 3형제와 쿵푸랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171754,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171754_P01_101253.jpg,2017,['유위'],"['윤아영', '이소은', '최정현', '이규창']",9.1
682,3096,어바웃 리키,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130956,https://ssl.pstatic.net/imgmovie/mdi/mit110/1309/130956_P12_181403.jpg,2015,['조나단 드미'],"['세바스찬 스탠', '메릴 스트립', '케빈 클라인', '마미 검머', '릭 스프링필드']",8.02
683,3097,로코왕국의 전설: 엘프킹을 찾아서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123100,https://ssl.pstatic.net/imgmovie/mdi/mit110/1231/123100_P14_112420.jpg,2013,['위성준'],"['이선호', '배정미', '임주현', '유지원']",6.03
684,3098,키즈모노가타리 II 열혈편,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153653_P01_103355.jpg,2016,"['오이시 타츠야', '신보 아키유키']","['카미야 히로시', '사카모토 마아야', '호리에 유이', '사쿠라이 타카히로']",8.46
685,3099,극장판 샤이닝스타:새로운 루나퀸의 탄생!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185925,https://ssl.pstatic.net/imgmovie/mdi/mit110/1859/185925_P22_112934.jpg,2019,"['박일호', '정지훈']","['정혜원', '이명호', '박리나', '이지현']",9.17
686,3100,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=208074,https://ssl.pstatic.net/imgmovie/mdi/mit110/2080/208074_P09_095743.jpg,2020,['코다이 카키모토'],,9.14
687,3101,웨스턴 리벤지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=110653,https://ssl.pstatic.net/imgmovie/mdi/mit110/1106/110653_P08_174743.jpg,2014,['크리스티안 레브링'],"['매즈 미켈슨', '에바 그린', '제프리 딘 모건']",7.79
688,3102,밥정,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186114,https://ssl.pstatic.net/imgmovie/mdi/mit110/1861/186114_P51_102222.jpg,2018,['박혜령'],['임지호'],9.6
689,3104,마틴 에덴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159286,https://ssl.pstatic.net/imgmovie/mdi/mit110/1592/159286_P11_163051.jpg,2019,['피에트로 마르첼로'],"['루카 마리넬리', '제시카 크레시', '데니스 사르디스코']",8.68
690,3105,런던 블러바드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72076,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72076_P39_143020.jpg,2010,['윌리엄 모나한'],"['콜린 파렐', '키이라 나이틀리']",5.89
