,순번,영화명,네이버URL,이미지URL,연도,감독,출연,평점
263,312,배트맨 대 슈퍼맨: 저스티스의 시작,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109960,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109960_P40_151903.jpg,2016,['잭 스나이더'],"['헨리 카빌', '벤 애플렉', '에이미 아담스', '로렌스 피시번', '제시 아이젠버그', '제레미 아이언스', '홀리 헌터', '갤 가돗', '로렌 코핸', '제프리 딘 모건', '제이슨 모모아', '에즈라 밀러', '다이안 레인']",6.86
264,313,레디 플레이어 원,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136898,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136898_P05_175007.jpg,2018,['스티븐 스필버그'],"['올리비아 쿡', '벤 멘델슨', '타이 쉐리던', '사이먼 페그', '마크 라이런스', 'T.J. 밀러']",8.53
265,314,배틀쉽,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77128,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77128_P07_160149.jpg,2012,['피터 버그'],"['테일러 키취', '리암 니슨', '리아나', '브룩클린 데커', '알렉산더 스카스가드']",7.41
266,315,셜록홈즈 : 그림자 게임,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73508,https://ssl.pstatic.net/imgmovie/mdi/mit110/0735/73508_P30_154625.jpg,2011,['가이 리치'],"['로버트 다우니 주니어', '주드 로']",8.0
267,316,박쥐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=59845,https://ssl.pstatic.net/imgmovie/mdi/mit110/0598/59845_P00_124820.jpg,2009,['박찬욱'],"['송강호', '김옥빈']",6.34
268,317,7광구,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48246,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48246_P24_142814.jpg,2011,['김지훈'],"['하지원', '안성기', '오지호', '박철민', '송새벽']",3.34
269,318,타짜: 원 아이드 잭,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96951,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96951_P88_183336.jpg,2019,['권오광'],"['박정민', '류승범', '최유화']",5.37
270,319,셜록 홈즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51132,https://ssl.pstatic.net/imgmovie/mdi/mit110/0511/51132_P31_200710.jpg,2009,['가이 리치'],"['로버트 다우니 주니어', '주드 로', '레이첼 맥아담스', '마크 스트롱']",8.19
271,320,007 퀀텀 오브 솔러스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65610,https://ssl.pstatic.net/imgmovie/mdi/mit110/0656/F5610-00.jpg,2008,['마크 포스터'],"['다니엘 크레이그', '올가 쿠릴렌코', '마티유 아말릭', '주디 덴치']",7.1
272,321,마당을 나온 암탉,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41585,https://ssl.pstatic.net/imgmovie/mdi/mit110/0415/41585_P00_112858.jpg,2011,['오성윤'],"['문소리', '유승호', '최민식', '박철민', '김상현']",8.88
273,322,싱크홀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188472,https://ssl.pstatic.net/imgmovie/mdi/mit110/1884/188472_P29_111923.jpg,2021,['김지훈'],"['차승원', '김성균', '이광수', '김혜준', '권소현']",6.36
274,323,악의 연대기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122535,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122535_P27_095941.jpg,2015,['백운학'],"['손현주', '마동석', '최다니엘', '박서준']",7.59
275,324,강남 1970,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103760,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103760_P23_113038.jpg,2014,['유하'],"['이민호', '김래원', '정진영']",7.16
276,325,이상한 나라의 앨리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50163,https://ssl.pstatic.net/imgmovie/mdi/mit110/0501/50163_P46_092323.jpg,2010,['팀 버튼'],"['조니 뎁', '앤 해서웨이', '헬레나 본햄 카터', '크리스핀 글로버', '미아 와시코브스카']",7.56
277,326,맨 오브 스틸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68196,https://ssl.pstatic.net/imgmovie/mdi/mit110/0681/68196_P29_190058.jpg,2013,['잭 스나이더'],"['에이미 아담스', '러셀 크로우', '헨리 카빌', '케빈 코스트너', '다이안 레인', '마이클 섀넌', '안체 트라우', '아예렛 주러']",7.93
278,327,황해,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69986,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69986_P47_160507.jpg,2010,['나홍진'],"['하정우', '김윤석', '조성하']",7.94
279,329,초능력자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73344,https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73344_P48_103251.jpg,2010,['김민석'],"['강동원', '고수', '정은채']",6.71
280,330,내 사랑 내 곁에,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51076,https://ssl.pstatic.net/imgmovie/mdi/mit110/0510/51076_P00_103306.jpg,2009,['박진표'],"['하지원', '김명민']",7.04
281,331,극장판 귀멸의 칼날: 무한열차편,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196051,https://ssl.pstatic.net/imgmovie/mdi/mit110/1960/196051_P21_112323.jpg,2020,['소토자키 하루오'],"['하나에 나츠키', '키토 아카리', '이경태', '김연우', '김지율', '이호산', '장민혁', '김현욱', '전태열']",9.27
282,332,신의 한 수: 귀수편,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179159,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179159_P50_104524.jpg,2019,['리건'],"['권상우', '김희원', '김성균']",7.76
283,334,겟 아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156083,https://ssl.pstatic.net/imgmovie/mdi/mit110/1560/156083_P09_134520.jpg,2017,['조던 필'],"['브래드리 휘트포드', '앨리슨 윌리암스', '캐서린 키너', '다니엘 칼루야']",8.31
284,335,나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113312,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113312_P33_101211.jpg,2014,['임찬상'],"['조정석', '신민아']",7.96
285,336,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187323,https://ssl.pstatic.net/imgmovie/mdi/mit110/1873/187323_P11_172124.jpg,2021,['앤디 서키스'],"['톰 하디', '미셸 윌리엄스']",6.02
286,338,굿바이 싱글,https://movie.naver.com/movie/bi/mi/basic.nhn?code=139700,https://ssl.pstatic.net/imgmovie/mdi/mit110/1397/139700_P09_183031.jpg,2016,['김태곤'],"['김혜수', '마동석', '김현수']",8.1
287,339,블랙 팬서: 와칸다 포에버,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184516,https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184516_P22_172546.jpg,2022,['라이언 쿠글러'],"['레티티아 라이트', '다나이 구리라', '루피타 뇽', '테노치 우에르타 메히아']",6.03
288,341,몽타주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96911,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96911_P57_103936.jpg,2012,['정근섭'],"['엄정화', '김상경', '송영창']",8.56
289,342,명당,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162981_P72_153440.jpg,2017,['박희곤'],"['조승우', '지성', '김성균', '문채원', '유재명', '박충선', '백윤식']",7.06
290,343,논스톱,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98484,https://ssl.pstatic.net/imgmovie/mdi/mit110/0984/98484_P07_164612.jpg,2014,['자움 콜렛 세라'],"['리암 니슨', '줄리안 무어', '미셀 도커리']",8.62
291,344,내부자들: 디 오리지널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=147001,https://ssl.pstatic.net/imgmovie/mdi/mit110/1470/147001_P01_200343.jpg,2015,['우민호'],"['이병헌', '조승우', '백윤식']",9.05
292,345,쩨쩨한 로맨스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75724,https://ssl.pstatic.net/imgmovie/mdi/mit110/0757/75724_P42_152655.jpg,2010,['김정훈'],"['이선균', '최강희']",8.52
293,346,장화신은 고양이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83546,https://ssl.pstatic.net/imgmovie/mdi/mit110/0835/83546_P14_121611.jpg,2011,['크리스 밀러'],"['안토니오 반데라스', '셀마 헤이엑', '자흐 갈리피아나키스']",8.39
294,347,인투 더 스톰,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100990,https://ssl.pstatic.net/imgmovie/mdi/mit110/1009/100990_P04_095232.jpg,2014,['스티븐 쿼일'],"['리처드 아미티지', '사라 웨인 콜리스', '맷 월쉬', '제레미 섬터']",8.24
295,348,로건,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117787,https://ssl.pstatic.net/imgmovie/mdi/mit110/1177/117787_P30_095926.jpg,2017,['제임스 맨골드'],['휴 잭맨'],9.08
296,351,혹성탈출: 종의 전쟁,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143394,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143394_P08_111418.jpg,2017,['맷 리브스'],"['앤디 서키스', '우디 해럴슨', '스티브 잔', '아미아 밀러']",7.93
297,353,봉이 김선달,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134895,https://ssl.pstatic.net/imgmovie/mdi/mit110/1348/134895_P29_102224.jpg,2016,['박대민'],"['유승호', '조재현', '고창석', '라미란', '시우민']",7.72
298,354,비상선언,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184519,https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184519_P67_142223.jpg,2022,['한재림'],"['송강호', '이병헌', '전도연', '김남길', '임시완', '김소진', '박해준']",6.44
299,356,레버넌트: 죽음에서 돌아온 자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124212,https://ssl.pstatic.net/imgmovie/mdi/mit110/1242/124212_P19_162208.jpg,2015,['알레한드로 곤잘레스 이냐리투'],"['레오나르도 디카프리오', '톰 하디', '윌 폴터', '도널 글리슨']",7.88
300,357,페르시아의 왕자: 시간의 모래,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67374,https://ssl.pstatic.net/imgmovie/mdi/mit110/0673/67374_P31_151015.jpg,2010,['마이크 뉴웰'],"['제이크 질렌할', '젬마 아터튼', '벤 킹슬리']",8.69
301,358,박물관이 살아있다 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50621,https://ssl.pstatic.net/imgmovie/mdi/mit110/0506/E0621-00.jpg,2009,['숀 레비'],"['벤 스틸러', '에이미 아담스', '오웬 윌슨', '행크 아자리아', '로빈 윌리엄스']",7.46
302,359,천문: 하늘에 묻는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181381,https://ssl.pstatic.net/imgmovie/mdi/mit110/1813/181381_P72_100241.jpg,2018,['허진호'],"['최민식', '한석규']",8.81
303,360,테넷,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190010,https://ssl.pstatic.net/imgmovie/mdi/mit110/1900/190010_P02_162156.jpg,2020,['크리스토퍼 놀란'],"['로버트 패틴슨', '엘리자베스 데비키', '존 데이비드 워싱턴']",8.14
304,361,더 퍼스트 슬램덩크,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223800,https://ssl.pstatic.net/imgmovie/mdi/mit110/2238/223800_P09_101811.jpg,2022,['이노우에 다케히코'],,9.44
305,362,크루엘라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187322,https://ssl.pstatic.net/imgmovie/mdi/mit110/1873/187322_P12_150740.jpg,2021,['크레이그 질레스피'],['엠마 스톤'],9.19
306,363,육사오(6/45),https://movie.naver.com/movie/bi/mi/basic.nhn?code=204640,https://ssl.pstatic.net/imgmovie/mdi/mit110/2046/204640_P66_160157.jpg,2022,['박규태'],"['고경표', '이이경', '음문석', '박세완', '이순원', '곽동연', '김민호']",8.56
307,364,남자가 사랑할 때,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106540,https://ssl.pstatic.net/imgmovie/mdi/mit110/1065/106540_P16_175934.jpg,2013,['한동욱'],"['황정민', '한혜진']",8.75
308,366,협상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,2018,['이종석'],"['손예진', '현빈']",7.32
309,367,알리타: 배틀 엔젤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66728,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66728_P38_102726.jpg,2018,['로버트 로드리게즈'],"['로사 살라자르', '크리스토프 왈츠', '마허샬라 알리', '키언 존슨', '제니퍼 코넬리']",8.7
310,368,뉴 문,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51918,https://ssl.pstatic.net/imgmovie/mdi/mit110/0519/51918_P75_193228.jpg,2009,['크리스 웨이츠'],"['크리스틴 스튜어트', '로버트 패틴슨']",6.59
311,369,천사와 악마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61503,https://ssl.pstatic.net/imgmovie/mdi/mit110/0615/F1503-00.jpg,2009,['론 하워드'],['톰 행크스'],8.15
312,370,애나벨: 인형의 주인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152341,https://ssl.pstatic.net/imgmovie/mdi/mit110/1523/152341_P04_110827.jpg,2017,['데이비드 F. 샌드버그'],"['스테파니 시그만', '미란다 오토', '앨리시아 벨라 베일리', '탈리타 베이트먼']",7.31
313,371,컨저링 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114282,https://ssl.pstatic.net/imgmovie/mdi/mit110/1142/114282_P07_150453.jpg,2016,['제임스 완'],"['베라 파미가', '패트릭 윌슨', '프란시스 오코너', '프란카 포텐테', '스털링 제린스', '매디슨 울프']",8.23
314,372,터보,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97826,https://ssl.pstatic.net/imgmovie/mdi/mit110/0978/97826_P28_153005.jpg,2013,['데이빗 소렌'],"['라이언 레이놀즈', '폴 지아마티', '마이클 페나', '사무엘 L. 잭슨', '루이스 구즈만', '스눕 독']",9.04
315,373,애자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51407,https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/51407_P00_124309.jpg,2009,['정기훈'],"['최강희', '김영애']",8.76
316,374,그림자 살인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49480,https://ssl.pstatic.net/imgmovie/mdi/mit110/0494/D9480-01.jpg,2009,['박대민'],"['황정민', '류덕환', '엄지원', '오달수']",7.36
317,375,#살아있다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189537,https://ssl.pstatic.net/imgmovie/mdi/mit110/1895/189537_P44_112943.jpg,2020,['조일형'],"['유아인', '박신혜']",4.09
318,376,내안의 그놈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164172,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164172_P08_114039.jpg,2018,['강효진'],"['진영', '박성웅', '라미란', '이수민', '이준혁', '김광규']",8.19
319,377,수어사이드 스쿼드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=126032,https://ssl.pstatic.net/imgmovie/mdi/mit110/1260/126032_P19_142851.jpg,2016,['데이비드 에이어'],"['마고 로비', '윌 스미스', '자레드 레토', '카라 델레바인', '제이 코트니']",6.96
320,378,헤어질 결심,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198413,https://ssl.pstatic.net/imgmovie/mdi/mit110/1984/198413_P36_163451.jpg,2021,['박찬욱'],"['박해일', '탕웨이', '이정현']",8.64
321,379,오늘의 연애,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74027,https://ssl.pstatic.net/imgmovie/mdi/mit110/0740/74027_P81_112601.jpg,2014,['박진표'],"['이승기', '문채원', '이서진', '정준영']",6.64
322,380,글러브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73477,https://ssl.pstatic.net/imgmovie/mdi/mit110/0734/73477_P31_112919.jpg,2011,['강우석'],"['정재영', '유선', '강신일', '조진웅', '김미경']",8.84
323,381,퍼시 잭슨과 번개 도둑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69958,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69958_P11_054330.jpg,2010,['크리스 콜럼버스'],"['로건 레먼', '피어스 브로스넌', '우마 서먼', '숀 빈', '로사리오 도슨', '케빈 맥키드']",6.5
324,382,해결사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72962,https://ssl.pstatic.net/imgmovie/mdi/mit110/0729/72962_P19_111739.jpg,2010,['권혁재'],"['설경구', '이정진', '오달수']",7.57
325,383,연애의 온도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96959,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96959_P35_144245.jpg,2012,['노덕'],"['이민기', '김민희']",7.47
326,385,마약왕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157297,https://ssl.pstatic.net/imgmovie/mdi/mit110/1572/157297_P23_134212.jpg,2017,['우민호'],"['송강호', '조정석', '배두나']",6.34
327,386,테이큰 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109982,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109982_P03_133458.jpg,2015,['올리비에 메가턴'],"['리암 니슨', '매기 그레이스', '팜케 얀센']",7.88
328,388,지.아이.조 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72405,https://ssl.pstatic.net/imgmovie/mdi/mit110/0724/72405_P65_102151.jpg,2013,['<b>존</b> 추'],"['채닝 테이텀', '이병헌', '브루스 윌리스', '드웨인 존슨', '아드리안 팔리키', '레이 스티븐슨', '레이 파크']",7.07
329,389,노무현입니다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162173,https://ssl.pstatic.net/imgmovie/mdi/mit110/1621/162173_P21_105034.jpg,2017,['이창재'],['<b>노무현</b>'],8.92
330,390,집으로 가는 길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96961,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96961_P63_101259.jpg,2013,['방은진'],"['전도연', '고수']",8.83
331,391,악마를 보았다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72408,https://ssl.pstatic.net/imgmovie/mdi/mit110/0724/72408_P22_110138.jpg,2010,['김지운'],"['이병헌', '최민식']",8.03
332,392,뺑반,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164173,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164173_P45_171744.jpg,2018,['한준희'],"['공효진', '류준열', '조정석']",5.97
333,393,나의 PS 파트너,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90885,https://ssl.pstatic.net/imgmovie/mdi/mit110/0908/90885_P24_115143.jpg,2012,['변성현'],"['지성', '김아중']",8.26
334,394,007 스펙터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99701,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99701_P22_131720.jpg,2015,['샘 멘데스'],"['다니엘 크레이그', '랄프 파인즈', '레아 세이두', '모니카 벨루치', '크리스토프 왈츠', '데이브 바티스타']",7.03
335,395,변신,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180351,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180351_P52_141008.jpg,2019,['김홍선'],"['배성우', '성동일', '장영남', '김혜준', '조이현', '김강훈']",6.73
336,396,차우,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45921,https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/45921_P00_123433.jpg,2009,['신정원'],"['엄태웅', '정유미', '장항선', '윤제문', '박혁권']",7.58
337,397,작전명 발키리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68063,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/F8063-00.jpg,2008,['브라이언 싱어'],['톰 크루즈'],8.18
338,398,강철비2: 정상회담,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188909,https://ssl.pstatic.net/imgmovie/mdi/mit110/1889/188909_P22_102659.jpg,2019,['양우석'],"['정우성', '곽도원', '유연석', '앵거스 맥페이든']",4.95
339,399,분노의 질주: 더 맥시멈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91696,https://ssl.pstatic.net/imgmovie/mdi/mit110/0916/91696_P77_143105.jpg,2013,['저스틴 린'],"['드웨인 존슨', '빈 디젤', '폴 워커', '미셸 로드리게즈', '루크 에반스', '성 강', '갤 가돗']",8.82
340,400,아내가 결혼했다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45416,https://ssl.pstatic.net/imgmovie/mdi/mit110/0454/D5416-01.jpg,2008,['정윤수'],"['손예진', '김주혁']",5.07
341,401,저스티스 리그,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116866,https://ssl.pstatic.net/imgmovie/mdi/mit110/1168/116866_P15_140657.jpg,2017,['잭 스나이더'],"['벤 애플렉', '헨리 카빌', '갤 가돗', '제이슨 모모아', '에즈라 밀러', '레이 피셔']",7.67
342,402,벤자민 버튼의 시간은 거꾸로 간다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66091,https://ssl.pstatic.net/imgmovie/mdi/mit110/0660/66091_P91_174247.jpg,2008,['데이빗 핀처'],"['브래드 피트', '케이트 블란쳇']",8.96
343,403,공범,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93752,https://ssl.pstatic.net/imgmovie/mdi/mit110/0937/93752_P45_145423.jpg,2012,['국동석'],"['손예진', '김갑수']",7.17
344,404,나를 찾아줘,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116234,https://ssl.pstatic.net/imgmovie/mdi/mit110/1162/116234_P06_142426.jpg,2014,['데이빗 핀처'],"['벤 애플렉', '로자먼드 파이크']",8.31
345,405,대호,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1274/127496_P45_153222.jpg,2015,['박훈정'],['최민식'],8.03
346,406,걸리버 여행기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75475,https://ssl.pstatic.net/imgmovie/mdi/mit110/0754/75475_P18_111621.jpg,2010,['롭 레터맨'],"['잭 블랙', '제이슨 세걸', '에밀리 블런트', '아만다 피트']",5.74
347,407,주먹왕 랄프 2: 인터넷 속으로,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152632,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152632_P19_104759.jpg,2018,"['필 존스턴', '리치 무어']","['존 C. 라일리', '사라 실버맨', '제인 린치', '잭 맥브레이어']",8.62
348,408,이미테이션 게임,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113348,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113348_P03_161050.jpg,2014,['모튼 틸덤'],"['베네딕트 컴버배치', '키이라 나이틀리', '매튜 구드']",8.81
349,409,샹치와 텐 링즈의 전설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187348,https://ssl.pstatic.net/imgmovie/mdi/mit110/1873/187348_P15_171833.jpg,2021,['데스틴 크리튼'],"['시무 리우', '양조위', '아콰피나']",6.25
350,410,전설의 주먹,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89636,https://ssl.pstatic.net/imgmovie/mdi/mit110/0896/89636_P162_105217.jpg,2012,['강우석'],"['황정민', '유준상', '이요원', '윤제문', '정웅인', '성지루']",7.56
351,411,제보자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=128235,https://ssl.pstatic.net/imgmovie/mdi/mit110/1282/128235_P25_103034.jpg,2014,['임순례'],"['박해일', '유연석', '이경영']",8.33
352,413,러브픽션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68435,https://ssl.pstatic.net/imgmovie/mdi/mit110/0684/68435_P21_110820.jpg,2011,['전계수'],"['하정우', '공효진']",6.74
353,414,킬러의 보디가드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P28_102712.JPG,2017,['패트릭 휴즈'],"['라이언 레이놀즈', '사무엘 L. 잭슨']",8.41
354,415,언터처블: 1%의 우정,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87566,https://ssl.pstatic.net/imgmovie/mdi/mit110/0875/87566_P05_171824.jpg,2011,"['올리비에르 나카체', '에릭 토레다노']","['프랑수아 클루제', '오마 사이']",9.34
355,416,담보,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183866,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183866_P39_181235.jpg,2020,['강대규'],"['성동일', '하지원', '김희원', '박소이']",8.98
356,417,평양성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75396,https://ssl.pstatic.net/imgmovie/mdi/mit110/0753/75396_P37_102713.jpg,2010,['이준익'],"['정진영', '이문식', '류승룡', '윤제문', '선우선']",7.78
357,418,샌 안드레아스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90596,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90596_P04_171130.jpg,2015,['브래드 페이튼'],"['드웨인 존슨', '알렉산드라 다드다리오', '칼라 구기노', '이안 그루퍼드']",7.62
358,419,파파로티,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85640,https://ssl.pstatic.net/imgmovie/mdi/mit110/0856/85640_P36_134257.jpg,2012,['윤종찬'],"['한석규', '이제훈', '오달수', '강소라', '조진웅', '이재용']",8.31
359,420,쥬만지: 새로운 세계,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152656,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152656_P18_134507.jpg,2017,['제이크 캐스단'],"['드웨인 존슨', '케빈 하트', '잭 블랙', '카렌 길런']",7.9
360,421,쎄시봉,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119966,https://ssl.pstatic.net/imgmovie/mdi/mit110/1199/119966_P85_105649.jpg,2015,['김현석'],"['정우', '김윤석', '한효주', '김희애', '진구', '장현성', '강하늘', '조복래']",6.19
361,422,님은 먼곳에,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64185,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/64185_P96_143703.jpg,2008,['이준익'],"['수애', '정진영', '정경호', '주진모', '신현탁']",7.85
362,423,토르: 천둥의 신,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69989,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69989_P13_161342.jpg,2011,['케네스 브래너'],"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴', '안소니 홉킨스', '스텔란 스카스가드', '캣 데닝스']",7.33
363,424,불꽃처럼 나비처럼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57865,https://ssl.pstatic.net/imgmovie/mdi/mit110/0578/57865_P29_140247.jpg,2009,['김용균'],"['조승우', '수애', '천호진', '최재웅']",6.95
364,425,콩: 스컬 아일랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127397,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127397_P00_133544.jpg,2017,['조던 복트-로버츠'],"['톰 히들스턴', '브리 라슨', '사무엘 L. 잭슨']",7.77
365,426,점퍼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64994,https://ssl.pstatic.net/imgmovie/mdi/mit110/0649/F4994-00.jpg,2008,['더그 라이만'],"['헤이든 크리스텐슨', '사무엘 L. 잭슨', '제이미 벨', '레이첼 빌슨', '다이안 레인']",6.86
366,427,피끓는 청춘,https://movie.naver.com/movie/bi/mi/basic.nhn?code=105521,https://ssl.pstatic.net/imgmovie/mdi/mit110/1055/105521_P46_131915.jpg,2014,['이연우'],"['박보영', '이종석', '이세영', '김영광']",7.65
