,순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점
1430,4128,킹덤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184308,https://ssl.pstatic.net/imgmovie/mdi/mit110/1843/184308_P12_114148.jpg,2019,['사토 신스케'],"['야마자키 켄토', '요시자와 료', '나가사와 마사미', '하시모토 칸나']",6.27
1431,4132,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191712,https://ssl.pstatic.net/imgmovie/mdi/mit110/1917/191712_P01_155520.jpg,2020,['예뢴 반 데 스톡'],,0.00
1432,4132,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1130/113020_P07_143014.jpg,2013,['조세래'],"['조동인', '김뢰하', '박원상']",8.13
1433,4140,혼스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90599,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90599_P30_102741.jpg,2014,['알렉산드르 아야'],"['다니엘 래드클리프', '주노 템플']",7.32
1434,4140,혼스,누락,누락,누락,누락,누락,누락
1435,4142,인 더 하우스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92579,https://ssl.pstatic.net/imgmovie/mdi/mit110/0925/92579_P10_161820.jpg,2012,['프랑소와 오종'],"['크리스틴 스콧 토마스', '엠마누엘 자이그너', '파브리스 루치니', '어니스트 움하우어']",8.36
1436,4142,인 더 하우스,누락,누락,누락,누락,누락,누락
1437,4148,터치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198680,https://ssl.pstatic.net/imgmovie/mdi/mit110/1986/198680_P01_112824.jpg,2019,['니어 버거'],,0.00
1438,4148,터치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86533,https://ssl.pstatic.net/imgmovie/mdi/mit110/0865/86533_P11_163807.jpg,2012,['민병훈'],"['김지영', '유준상']",6.81
1439,4154,걸어도 걸어도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=210609,https://ssl.pstatic.net/imgmovie/mdi/mit110/2106/210609_P01_095928.jpg,2021,['김태희'],,0.00
1440,4154,걸어도 걸어도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50749,https://ssl.pstatic.net/imgmovie/mdi/mit110/0507/50749_P08_165448.jpg,2008,['고레에다 히로카즈'],"['아베 히로시', '나츠카와 유이', '키키 키린', '하라다 요시오']",8.65
1441,4173,아웃 오브 타임,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217801,https://ssl.pstatic.net/imgmovie/mdi/mit110/2178/217801_P01_123245.jpg,2020,['델핀 몬태그'],,0.00
1442,4173,아웃 오브 타임,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36847,https://ssl.pstatic.net/imgmovie/mdi/mit110/0368/C6847-00.jpg,2003,['칼 프랭클린'],['덴젤 워싱턴'],7.98
1443,4177,길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193137,https://ssl.pstatic.net/imgmovie/mdi/mit110/1931/193137_P01_112153.jpg,2020,['이하림'],"['유건우', '유아름', '최은석']",0.00
1444,4177,길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158536,https://ssl.pstatic.net/imgmovie/mdi/mit110/1585/158536_P15_172328.jpg,2017,['정인봉'],"['김혜자', '송재호', '허진']",8.23
1445,4180,프라이버시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121769,,2014,['하기호'],,0.00
1446,4180,프라이버시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103235,https://ssl.pstatic.net/imgmovie/mdi/mit110/1032/103235_P12_103412.jpg,2013,['존 크로울리'],"['에릭 바나', '레베카 홀', '짐 브로드벤트']",7.37
1447,4182,월플라워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164249,https://ssl.pstatic.net/imgmovie/mdi/mit110/1642/164249_P01_142605.jpg,2017,['재거 그라브닝'],"['데이빗 콜', '아츠코 오카츠카', '코너 마스']",0.00
1448,4182,월플라워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83213,https://ssl.pstatic.net/imgmovie/mdi/mit110/0832/83213_P50_171407.jpg,2012,['스티븐 크보스키'],"['엠마 왓슨', '로건 레먼', '에즈라 밀러']",9.09
1449,4183,매직 아워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=138113,https://ssl.pstatic.net/imgmovie/mdi/mit110/1381/138113_P01_180407.jpg,2015,['콜 뮐러'],"['트레버 모간', '크리스 렘세', '윌리암 러스', '조쉬 에머슨']",0.00
1450,4183,매직 아워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49783,https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/D9783-00.jpg,2008,['미타니 코키'],"['츠마부키 사토시', '아야세 하루카', '사토 코이치', '후카츠 에리', '니시다 토시유키']",8.44
1451,4188,명왕성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1776/177661_P01_173001.jpg,2017,['이도경'],,0.00
1452,4188,명왕성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95571,https://ssl.pstatic.net/imgmovie/mdi/mit110/0955/95571_P24_104602.jpg,2012,['신수원'],"['이다윗', '성준', '김꽃비']",7.48
1453,4200,롤라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=219192,https://ssl.pstatic.net/imgmovie/mdi/mit110/2191/219192_P01_201254.jpg,2022,['앤드류 레그'],,0.00
1454,4200,롤라,누락,누락,누락,누락,누락,누락
1455,4208,#아이엠히어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225985,https://ssl.pstatic.net/imgmovie/mdi/mit110/2259/225985_P01_102929.PNG,2023,['러드비그 버스트'],,0.00
1456,4208,#아이엠히어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189457,https://ssl.pstatic.net/imgmovie/mdi/mit110/1894/189457_P12_142332.jpg,2019,['에릭 라티고'],"['알랭 샤바', '배두나']",6.87
1457,4209,마돈나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169000,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169000_P01_163400.jpg,2017,['시눙 위나휴코'],,0.00
1458,4209,마돈나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127449,https://ssl.pstatic.net/imgmovie/mdi/mit110/1274/127449_P30_112813.jpg,2014,['신수원'],"['서영희', '권소현', '김영민', '변요한']",7.72
1459,4210,북스마트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221297,https://ssl.pstatic.net/imgmovie/mdi/mit110/2212/221297_P01_112121.jpg,2022,['페레올 코메'],,0.00
1460,4210,북스마트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183761,https://ssl.pstatic.net/imgmovie/mdi/mit110/1837/183761_P15_181451.jpg,2019,['올리비아 와일드'],"['케이틀린 디버', '비니 펠드스타인']",7.56
1461,4221,링스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=210455,https://ssl.pstatic.net/imgmovie/mdi/mit110/2104/210455_P01_103003.jpg,2021,['줄리엔 헨리'],,0.00
1462,4221,링스,누락,누락,누락,누락,누락,누락
1463,4229,베이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187440,,2019,['소피 길모어'],,0.00
1464,4229,베이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97746,https://ssl.pstatic.net/imgmovie/mdi/mit110/0977/97746_P27_150651.jpg,2012,['킴블 렌달'],"['자비에르 사무엘', '샤니 빈슨', '줄리안 맥마혼', '포이베 톤킨']",5.25
1465,4231,셀마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203381,https://ssl.pstatic.net/imgmovie/mdi/mit110/2033/203381_P01_172606.jpg,2020,['마체 야브온스키'],,0.00
1466,4231,셀마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125428,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125428_P07_103405.jpg,2014,['에바 두버네이'],"['팀 로스', '쿠바 구딩 쥬니어', '데이빗 오예로워', '카르멘 에조고', '톰 윌킨슨', '테사 톰슨', '지오바니 리비시']",8.45
1467,4244,더 웨이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193867,https://ssl.pstatic.net/imgmovie/mdi/mit110/1938/193867_P14_162020.jpg,2019,['질 클래빈'],"['저스틴 롱', '도날드 파이슨']",0.00
1468,4244,더 웨이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142333,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142333_P08_112054.jpg,2015,['로아 우타우'],"['크리스토퍼 요너', '아네 달 토르프', '조나스 호프 오프테브로', '이디스 하겐루드 산드']",6.33
1469,4257,와일드 로즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222589,https://ssl.pstatic.net/imgmovie/mdi/mit110/2225/222589_P01_104302.jpg,2022,['한수'],,0.00
1470,4257,와일드 로즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180024,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180024_P14_164515.jpg,2018,['톰 하퍼'],"['줄리 월터스', '제시 버클리']",8.25
1471,4261,일루셔니스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201838,https://ssl.pstatic.net/imgmovie/mdi/mit110/2018/201838_P01_160925.jpg,2020,['부귀'],['전소호'],5.50
1472,4261,일루셔니스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76014,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76014_P33_095759.jpg,2010,['실뱅 쇼메'],"['장-클로드 돈다', '에일리 란킨', '던컨 맥닐']",8.45
1473,4261,일루셔니스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201838,https://ssl.pstatic.net/imgmovie/mdi/mit110/2018/201838_P01_160925.jpg,2020,['부귀'],['전소호'],5.50
1474,4261,일루셔니스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76014,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76014_P33_095759.jpg,2010,['실뱅 쇼메'],"['장-클로드 돈다', '에일리 란킨', '던컨 맥닐']",8.45
1475,4262,토일렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166172,https://ssl.pstatic.net/imgmovie/mdi/mit110/1661/166172_P00_110600.jpg,2017,['이상훈'],['이상훈'],1.65
1476,4262,토일렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78198,https://ssl.pstatic.net/imgmovie/mdi/mit110/0781/78198_P05_102001.jpg,2010,['오기가미 나오코'],"['모타이 마사코', '알렉스 하우스', '데이빗 렌달', '타티아나 마슬라니']",7.83
1477,4264,추적,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197145,https://ssl.pstatic.net/imgmovie/mdi/mit110/1971/197145_P01_145721.jpg,2020,['지앙 젠-선'],,0.00
1478,4264,추적,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68061,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/F8061-01.jpg,2007,['케네스 브래너'],"['주드 로', '마이클 케인']",7.19
1479,4271,조,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196230,https://ssl.pstatic.net/imgmovie/mdi/mit110/1962/196230_P01_171414.png,2020,['강민정'],,0.00
1480,4271,조,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171458,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171458_P06_152315.jpg,2018,['드레이크 도리머스'],"['이완 맥그리거', '레아 세이두']",8.46
1481,4286,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191712,https://ssl.pstatic.net/imgmovie/mdi/mit110/1917/191712_P01_155520.jpg,2020,['예뢴 반 데 스톡'],,0.00
1482,4286,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54414,https://ssl.pstatic.net/imgmovie/mdi/mit110/0544/54414_P04_183021.jpg,2010,['존 커랜'],"['로버트 드 니로', '에드워드 노튼', '밀라 요보비치']",7.14
1483,4286,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191712,https://ssl.pstatic.net/imgmovie/mdi/mit110/1917/191712_P01_155520.jpg,2020,['예뢴 반 데 스톡'],,0.00
1484,4286,스톤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54414,https://ssl.pstatic.net/imgmovie/mdi/mit110/0544/54414_P04_183021.jpg,2010,['존 커랜'],"['로버트 드 니로', '에드워드 노튼', '밀라 요보비치']",7.14
1485,4297,텐텐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47534,,2008,"['변영주', '헬렌 리', '임성민', '장희선', '이수연', '울리케 오팅거']","['박완서', '나문희', '이용수']",10.00
1486,4297,텐텐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69740,https://ssl.pstatic.net/imgmovie/mdi/mit110/0697/F9740-00.jpg,2007,['미키 사토시'],"['오다기리 죠', '미우라 토모카즈']",8.59
1487,4303,런어웨이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98600,,2012,['조단 도슨'],"['도노흐 리스', '스티븐 우레']",0.00
1488,4303,런어웨이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66361,https://ssl.pstatic.net/imgmovie/mdi/mit110/0663/66361_P46_135550.jpg,2010,['플로리아 시지스몬디'],"['크리스틴 스튜어트', '다코타 패닝']",7.16
1489,4315,프렌드 존,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187548,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187548_P16_110928.jpg,2019,['차야놉 분프라콥 '],"['핌차녹 류위셋파이분', '나팟 시앙솜분', '제이슨 영']",8.25
1490,4315,프렌드 존,누락,누락,누락,누락,누락,누락
1491,4319,로즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221114,https://ssl.pstatic.net/imgmovie/mdi/mit110/2211/221114_P01_171958.jpg,2022,['록산 화이트빈'],,0.00
1492,4319,로즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120795,https://ssl.pstatic.net/imgmovie/mdi/mit110/1207/120795_P26_105349.jpg,2017,['짐 쉐리단'],"['루니 마라', '잭 레이너']",8.12
1493,4325,네스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214316,https://ssl.pstatic.net/imgmovie/mdi/mit110/2143/214316_P01_100936.jpg,2022,['흘리뉘르 팔메이슨'],,0.00
1494,4325,네스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36410,https://ssl.pstatic.net/imgmovie/mdi/mit110/0364/C6410-00.jpg,2002,['플로렝 에밀리오 시리'],"['사미 나세리', '브느와 마지멜', '나디아 파레스', '파스칼 그레고리', '사미 부아질라', '아니시아 우제이먼', '리처드 새멀', '발레리오 마스딴드리아', '마셜 오돈', '마틴 아믹', '알렉상드르 하미디', '안젤로 인판티']",7.20
1495,4330,이민자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189855,https://ssl.pstatic.net/imgmovie/mdi/mit110/1898/189855_P01_154125.jpg,2019,['소피 마르탱'],,0.00
1496,4330,이민자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98904,https://ssl.pstatic.net/imgmovie/mdi/mit110/0989/98904_P08_134259.jpg,2013,['제임스 그레이'],"['제레미 레너', '마리옹 꼬띠아르', '호아킨 피닉스']",7.90
1497,4336,비거 스플래쉬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129045,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129045_P20_111950.jpg,2015,['루카 구아다니노'],"['랄프 파인즈', '다코타 존슨', '마티아스 쇼에나에츠', '틸다 스윈튼']",7.21
1498,4336,비거 스플래쉬,누락,누락,누락,누락,누락,누락
1499,4341,콜로설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143499,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143499_P20_100945.jpg,2016,['나초 비가론도'],"['앤 해서웨이', '제이슨 서디키스']",5.02
1500,4341,콜로설,누락,누락,누락,누락,누락,누락
1501,4342,돈 워리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=210985,https://ssl.pstatic.net/imgmovie/mdi/mit110/2109/210985_P01_151917.JPG,2021,['후안 비셍트 만리쿠에'],,0.00
1502,4342,돈 워리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168072,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168072_P22_111253.jpg,2018,['구스 반 산트'],"['호아킨 피닉스', '조나 힐', '루니 마라', '잭 블랙']",8.24
1503,4353,모리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170035,https://ssl.pstatic.net/imgmovie/mdi/mit110/1700/170035_P01_143118.jpg,2017,['니나 코티얀츠'],,0.00
1504,4353,모리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26756,https://ssl.pstatic.net/imgmovie/mdi/mit110/0267/26756_P31_142133.jpg,1987,['제임스 아이보리'],"['제임스 윌비', '휴 그랜트']",8.90
1505,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216247,https://ssl.pstatic.net/imgmovie/mdi/mit110/2162/216247_P01_133456.jpg,2022,['앤드류 시맨스'],,0.00
1506,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1943/194368_P20_100828.jpg,2020,['구수환'],['이태석'],9.54
1507,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216247,https://ssl.pstatic.net/imgmovie/mdi/mit110/2162/216247_P01_133456.jpg,2022,['앤드류 시맨스'],,0.00
1508,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1943/194368_P20_100828.jpg,2020,['구수환'],['이태석'],9.54
1509,4363,커넥트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198761,https://ssl.pstatic.net/imgmovie/mdi/mit110/1987/198761_P06_142655.jpg,2020,['제이콥 체이스'],"['아지 로버트슨', '길리언 제이콥스', '존 갤러거 주니어']",5.98
1510,4364,리틀 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179580,https://ssl.pstatic.net/imgmovie/mdi/mit110/1795/179580_P01_150450.jpg,2018,['크리스티안 페더슨'],,0.00
1511,4364,리틀 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129046,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129046_P10_141523.jpg,2015,['알레한드로 몬테베르드'],"['에밀리 왓슨', '케빈 제임스', '데이빗 헨리', '제이콥 살바티', '캐리 히로유키 타카와', '마이클 래파포트', '톰 윌킨슨']",8.99
1512,4366,더 문,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221749,,2021,['김용화'],"['설경구', '도경수']",0.00
1513,4366,더 문,누락,누락,누락,누락,누락,누락
1514,4374,알리바이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72911,https://ssl.pstatic.net/imgmovie/mdi/mit110/0729/72911_P01_195632.jpg,2008,['요한 니젠허스'],"['아치메드 아카비', '조지나 벨바안']",0.00
1515,4374,알리바이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56713,https://ssl.pstatic.net/imgmovie/mdi/mit110/0567/E6713-01.jpg,2005,"['맷 체코스키', '커트 마틸라']","['스티브 쿠건', '레베카 로미즌']",7.56
1516,4375,라스트 홈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118309,https://ssl.pstatic.net/imgmovie/mdi/mit110/1183/118309_P04_100208.jpg,2014,['라민 바라니'],"['앤드류 가필드', '마이클 섀넌', '로라 던']",8.13
1517,4375,라스트 홈,누락,누락,누락,누락,누락,누락
1518,4401,보트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148725,https://ssl.pstatic.net/imgmovie/mdi/mit110/1487/148725_P01_105950.jpg,2015,['도밍가 소토마요르 카스틸로'],['조아오 카니조'],0.00
1519,4401,보트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45920,https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/D5920-01.jpg,2009,['김영남'],"['하정우', '츠마부키 사토시']",5.40
1520,4411,헤이츠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78958,https://ssl.pstatic.net/imgmovie/mdi/mit110/0789/78958_P22_162619.jpg,2012,['마크 톤더레이'],"['엘리자베스 슈', '맥스 티에리옷', '제니퍼 로렌스']",6.62
1521,4411,헤이츠,누락,누락,누락,누락,누락,누락
1522,4412,웨이 다운,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202361,https://ssl.pstatic.net/imgmovie/mdi/mit110/2023/202361_P15_171529.jpg,2020,['자움 발라구에로'],"['프레디 하이모어', '리암 커닝햄', '샘 라일리', '아스트리드 베흐제 프리스베', '팜케 얀센']",7.65
1523,4412,웨이 다운,누락,누락,누락,누락,누락,누락
1524,4417,나이팅게일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198830,https://ssl.pstatic.net/imgmovie/mdi/mit110/1988/198830_P01_170433.jpg,2020,['재스퍼 드 브루인'],,0.00
1525,4417,나이팅게일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178095,https://ssl.pstatic.net/imgmovie/mdi/mit110/1780/178095_P21_142721.jpg,2018,['제니퍼 켄트'],"['샘 클라플린', '데이몬 헤리맨', '아이슬링 프란쵸시']",5.84
1526,4424,버티고,https://movie.naver.com/movie/bi/mi/basic.nhn?code=216070,https://ssl.pstatic.net/imgmovie/mdi/mit110/2160/216070_P01_160428.jpg,2021,['간자 모이세'],,0.00
1527,4424,버티고,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1804/180402_P24_114315.jpg,2018,['전계수'],"['천우희', '유태오', '정재광']",6.28
1528,4425,클라라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179111,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179111_P01_160011.jpg,2018,['아카시 셔먼'],"['패트릭 J. 아담스', '트로이안 벨리사리오']",7.50
1529,4425,클라라,누락,누락,누락,누락,누락,누락
1530,4432,용서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=195338,https://ssl.pstatic.net/imgmovie/mdi/mit110/1953/195338_P01_174411.jpg,2019,['채호준'],"['강병훈', '양수아']",0.00
1531,4432,용서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79152,https://ssl.pstatic.net/imgmovie/mdi/mit110/0791/79152_P07_105821.jpg,2010,['김종철'],,9.04
1532,4440,다우트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51689,https://ssl.pstatic.net/imgmovie/mdi/mit110/0516/E1689-00.jpg,2008,['존 패트릭 샌리'],"['메릴 스트립', '필립 세이모어 호프만']",8.59
1533,4440,다우트,누락,누락,누락,누락,누락,누락
1534,4442,밀크,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194630,,2020,['제니퍼 콜브'],,0.00
1535,4442,밀크,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46528,https://ssl.pstatic.net/imgmovie/mdi/mit110/0465/46528_P46_111556.jpg,2008,['구스 반 산트'],"['숀 펜', '조슈 브롤린', '에밀 허쉬']",8.38
1536,4446,나이트폴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161878,https://ssl.pstatic.net/imgmovie/mdi/mit110/1618/161878_P01_114835.jpg,2016,"['아노차 수위차콘퐁', '툴라프 샌자로앤']",,0.00
1537,4446,나이트폴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93068,https://ssl.pstatic.net/imgmovie/mdi/mit110/0930/93068_P24_140414.jpg,2012,['주현량'],"['장가휘', '임달화']",8.06
1538,4447,더 도어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161557,https://ssl.pstatic.net/imgmovie/mdi/mit110/1615/161557_P01_111942.jpg,2017,['제니 토이보네미'],,0.00
1539,4447,더 도어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71422,https://ssl.pstatic.net/imgmovie/mdi/mit110/0714/71422_P17_101735.jpg,2009,['안노 사울'],"['매즈 미켈슨', '제시카 슈바르츠']",7.99
1540,4450,봄,https://movie.naver.com/movie/bi/mi/basic.nhn?code=207021,https://ssl.pstatic.net/imgmovie/mdi/mit110/2070/207021_P01_164243.png,2021,['안병우'],,0.00
1541,4450,봄,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112042,https://ssl.pstatic.net/imgmovie/mdi/mit110/1120/112042_P63_105830.jpg,2014,['조근현'],"['박용우', '김서형', '이유영']",8.74
1542,4453,런치박스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222624,https://ssl.pstatic.net/imgmovie/mdi/mit110/2226/222624_P01_172745.jpg,2022,['앤 후'],,0.00
1543,4453,런치박스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=111527,https://ssl.pstatic.net/imgmovie/mdi/mit110/1115/111527_P13_160905.jpg,2013,['리테쉬 바트라'],"['이르판 칸', '나와주딘 시디퀴', '님랏 카우르']",8.69
1544,4458,골!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44020,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4020-01.jpg,2005,['대니 캐논'],"['쿠노 벡커', '스티븐 딜레인', '알렉산드로 니볼라']",8.99
1545,4458,골!,누락,누락,누락,누락,누락,누락
1546,4462,블랙버드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201449,https://ssl.pstatic.net/imgmovie/mdi/mit110/2014/201449_P01_174633.jpg,2020,['엠마 세메리아'],,0.00
1547,4462,블랙버드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124285,https://ssl.pstatic.net/imgmovie/mdi/mit110/1242/124285_P19_100725.jpg,2014,['지나 프린스-바이스우드'],"['구구 바샤-로', '네이트 파커', '미니 드라이버']",7.33
1548,4473,타임 투 리브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184761,https://ssl.pstatic.net/imgmovie/mdi/mit110/1847/184761_P01_140116.jpg,2018,['오르한 테케오글루'],,0.00
1549,4473,타임 투 리브,누락,누락,누락,누락,누락,누락
1550,4480,온리 유,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171549,https://ssl.pstatic.net/imgmovie/mdi/mit110/1715/171549_P01_145251.jpg,2018,['해리 우리프'],"['라이아 코스타', '리사 맥그릴리스', '조쉬 오코너']",0.00
1551,4480,온리 유,누락,누락,누락,누락,누락,누락
1552,4490,원스 어게인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1544/154466_P01_165303.jpg,2016,['아두르 고팔라크리슈'],"['딜립', '카브야 마드하반']",0.00
1553,4490,원스 어게인,누락,누락,누락,누락,누락,누락
1554,4495,엘리펀트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222843,https://ssl.pstatic.net/imgmovie/mdi/mit110/2228/222843_P01_114328.jpg,2022,['김시연'],,0.00
1555,4495,엘리펀트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37555,https://ssl.pstatic.net/imgmovie/mdi/mit110/0375/C7555-00.jpg,2003,['구스 반 산트'],"['알렉스 프로스트', '에릭 두런']",7.97
1556,4505,콰르텟,https://movie.naver.com/movie/bi/mi/basic.nhn?code=220278,https://ssl.pstatic.net/imgmovie/mdi/mit110/2202/220278_P01_105637.jpg,2022,['니키타 스타슈케비치'],,0.00
1557,4505,콰르텟,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98747,https://ssl.pstatic.net/imgmovie/mdi/mit110/0987/98747_P14_160821.jpg,2012,['더스틴 호프만'],"['매기 스미스', '마이클 갬본', '톰 커트니', '빌리 코놀리', '폴린 콜린스']",8.80
1558,4511,시선,https://movie.naver.com/movie/bi/mi/basic.nhn?code=208161,https://ssl.pstatic.net/imgmovie/mdi/mit110/2081/208161_P01_155836.jpg,2021,['김환이'],,0.00
1559,4511,시선,https://movie.naver.com/movie/bi/mi/basic.nhn?code=105257,https://ssl.pstatic.net/imgmovie/mdi/mit110/1052/105257_P44_162354.jpg,2013,['이장호'],['오광록'],4.32
